rank,front,published_meaning,risk,reason,supporting_sources,external_agreement_pairs,kaikki_meaning,readurdu_meaning,word2word_meaning,evidence_tier,semantic_basis
1349,امین,bailiff,review,no_independent_bilingual_support,,,,"adj. Trusted in; trusty, trustworthy, confidential, faithful; —",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1358,لو,earlobe; ear lobe; heat; warmth; sunstroke; insolation; thermic fever; siriasis,review,no_independent_bilingual_support,,,,(rt. lū),Take; Breathe; Cover; Quick; Grab,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1363,شجاعت,courage; courageousness; bravery; braveness; fearlessness; heroism; gallantry; valor; valour; valorousness; valiance; valiancy,review,no_independent_bilingual_support,,,,"(for A. شجاعة, inf. n. of شجع 'to be brave')",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1364,رشتہ,relationship; human relationship,review,no_independent_bilingual_support,,,dracunculiasis; thread; string; proposal (of marriage),"relation, tie",relative; safety; In; Before; died,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1368,کامران,successful; profitable,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1376,کالونی,settlement; colony; dependency,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1380,رحمت,consecration; compassion; pity,review,no_independent_bilingual_support,,,,"(for A. رحمة, inf. n. of رحم 'to have mercy')",mercy; Mercy; battered; Consider; swarming,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1381,حرکت,shaking; shakiness; trembling; quiver; quivering; vibration; palpitation; bearing; comportment; presence; mien; passage; transition; activity,review,no_independent_bilingual_support,,,,"(for A. حرکة ḥarakat, fem.; v.n. fr. حرك 'to move')",Move; Hustle; Let; maintained; 3D,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1402,ترقی یافتہ,developed; highly-developed; ahead(p); in the lead; leading,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1405,کشمیری,Kashmiri,review,no_independent_bilingual_support,,,,adj. &,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1408,جمیل,fine-looking; good-looking; better-looking; handsome; well-favored; well-favoured,review,no_independent_bilingual_support,,,,"m. = P جميله jamīla (for A. جميلة), f. (fr. جمل 'to be beautiful,' &c.)",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1410,معین,assistant; helper; help; supporter; adjunct,review,no_independent_bilingual_support,,,,"(pass. part. of عيّن 'to appoint, prescribe (for); to assign (to),' &c., ii of عان (for عين) 'to raise the…",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1412,افتخار,prestige; prestigiousness,review,no_independent_bilingual_support,,,,"s.m. Glory, honour, distinction; elegance, gracefulness: — iftiḵẖār-nāma, s.m. Honouring letter",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1413,سروے,view; survey; sight,review,no_independent_bilingual_support,,,,,intruders; join; led; Shikushima; by,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1417,جمعیت,handiness; accessibility; availability; availableness; population; organization; organisation,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1425,اجتماعی,democratic; popular; public,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1426,کیفیت,word picture; word-painting; delineation; depiction; picture; characterization; characterisation; setting; background; scope; description; verbal description; state,review,no_independent_bilingual_support,,,,"(for A. کيفية kaifīyat, abst. s. fr. kaifa)",visions; trance; far; In; see,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1428,ٹوٹ,breakage; break; breaking,review,no_independent_bilingual_support,,,,,crack; bust; broke; glass; bogus,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1431,سیکٹر,region; part,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1438,امان,defense; defence,review,no_independent_bilingual_support,,,,"s.f. Security, safety; freedom from fear, ease of mind; protection, safeguard…",,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1440,قریبی,near; close; nigh,review,no_independent_bilingual_support,,,,,trusted; most; courier; KEEPING; SEISMOLOGISTS,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1450,رہنمائی,guidance; steering; leadership; leading,review,no_independent_bilingual_support,,,,,Guide; along; them; carried; forth,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1452,نافذ,imposition; infliction,review,no_independent_bilingual_support,,,,"(act. part. of نفذ 'to pass through, to penetrate,' &c.), part.",enforcement; tools; undermining; provide; agencies,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1455,بولر,bowler,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1459,پن,coin,review,no_independent_bilingual_support,,,,"An affix which, added to substantives and adjectives, forms abstract substantives, denoting condition, state,…",radicals; bankruptcy; madness; Have; PINNED,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1461,جتنا,any(a); whatever; whatsoever,review,no_independent_bilingual_support,,,,pron.,as; much; Christian; hurt; clean,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1463,زاہد,worshiping; worshipping; monk; monastic,review,no_independent_bilingual_support,,,,"ascetic, pious abstainer",Fuck; him,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1467,مواد,pus; purulence; suppuration; ichor; sanies; festering,review,no_independent_bilingual_support,,,,s.m. pl. (of mādda,material; 150; kilograms; popped; high,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1473,دوچار,stressed; distressed; in a bad way(p); engulfed; enveloped; swallowed,review,no_independent_bilingual_support,,,,,Haven; seen; around; through; endangered,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1477,شمولیت,merging; meeting; coming together,review,no_independent_bilingual_support,,,,(A. shumūl+īyat),joined; POTUS; joining; Sure; -I,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1490,عباسی,Egyptian cotton,review,no_independent_bilingual_support,,,,(rel. n. fr. ʻabbās),,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1495,عقیدت,religion; faith; religious belief; bhakti; devotion; devotedness; worship; adoration,review,no_independent_bilingual_support,,,,s.f. = P عقيده ʻaqīda,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1496,حوصلہ افزائی,boost; encouragement; transfiguration,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1497,خلاف ورزی,violation; infringement; disobedience; noncompliance,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1498,حفاظتی,defensive; defendant; suspect,review,no_independent_bilingual_support,,,,,security; contractors; regeneration; healing; general,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1499,مشتاق,desirous; wishful; amateur,review,no_independent_bilingual_support,,,,"eager, yearning",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1506,پبلک,public,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1508,روایتی,orthodox; celebrated; famed; far-famed; famous; illustrious; notable; noted; renowned; traditional; accepted; received,review,no_independent_bilingual_support,,,,,customary; thank; Cindy; Colorado; traditionally,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1512,ایئر,class; year,review,no_independent_bilingual_support,,,,,INCLUDING; AIR; HEY; Base; Tasha,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1515,کالم,column; editorial; newspaper column,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1517,ریل,reel; bobbin; spool; roll; pinwheel; pinwheel wind collector; riel,review,no_independent_bilingual_support,,,,(fr. relnā),,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1521,تعینات,assigned,review,no_independent_bilingual_support,,,,(pl. of taʻaiyun; but also used in the sing.),deploy; Birds; restore; armed; Sir,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1523,جامع,across-the-board; all-embracing; all-encompassing; all-inclusive; blanket(a); broad; encompassing; extensive; panoptic; wide; depositor,review,no_independent_bilingual_support,,,,"(act. part. of جمع 'to collect,' &c.)",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1526,بتا,span,review,no_independent_bilingual_support,,,,"s.m. Bamboo-lath, a thin slip of bamboo; — an oblong stone on which condiments, &c. are levigated ( = baṭṭā,…",tell; telling; #; Sunday; Monday,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1535,فیلڈ,field; playground; plain; champaign,review,no_independent_bilingual_support,,,,,Ebbets; gorgeous; absolutely; Just; day,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1536,آل,bottle gourd; calabash; Lagenaria siceraria; descendants; posterity; arsenic; As; atomic number 33; offspring; progeny; issue; animal toxin; zootoxin; spring onion,review,no_independent_bilingual_support,,,,"s.f. Name of a tree from the root of which a red dye is prepared, Morinda citrifolia (the ordinary Sanskrit…",ought; ale; Belgian; try; truth,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1537,موصول,earned,review,no_independent_bilingual_support,,,,"(pass. part. of وصل 'to join,' &c.), part.",received; assignment; support; volunteer; child,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1539,شوگر,diabetes,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1549,گردوں,sky,review,no_independent_bilingual_support,,,,"oblique plural of گُرْدَہ (gurda, “kidney”)",negotiate; mercenaries; camps; training; heat,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1553,رہائشی,residential; domiciliary; denizen,review,no_independent_bilingual_support,,,,,Oakland; resident; Pinsky; Justin; posted,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1559,لگائی,planting; wife; married woman,review,no_independent_bilingual_support,,,,"s.f. Applying, application, &c. (see lagānā); — imputation, false accusation; — assessment (on land); rent,…",allowance; bet; disdain; banned; 3rd,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1565,یکساں,alike(p); similar; like; same,review,no_independent_bilingual_support,,,,idea in geometry,,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1567,گو,cow; moo-cow,review,no_independent_bilingual_support,,,,"s.f. Human excrement, ordure, dung, filth: — gū ućhālnā, lit. 'To throw up dung'…",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1568,تشویش,dilemma; quandary; complication,review,no_independent_bilingual_support,,,,,WORRIED; SICK; YOUR; WILL; PARENTS,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1570,فنی,artistic,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1581,افضل,senior,review,no_independent_bilingual_support,,,,"adj. compar. & superl. (of فاضل fāẓil), More excellent; most excellent; preëminent; best; highest: —…",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1588,ٹرافی,trophy; prize,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1592,مد,ledger; leger; account book; book of account; book; item; point,review,no_independent_bilingual_support,,,,"s.m. Any exhilarating or intoxicating drink, spirituous liquor, wine, spirits (in this sense, also S. madyam;…",,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1597,وصولی,levy,review,no_independent_bilingual_support,,,,(rel. n. fr. wuṣūl),recover; believe; reclaim; Our; agricultural,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1607,سیف,sword; blade; brand; steel,review,no_independent_bilingual_support,,,,"s.m.(?) Sea-shore, shore, margin, bank (rare)",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1608,برتری,advancement; progress; superiority; high quality,review,no_independent_bilingual_support,,,,,lead; And; stomach; Where; stone,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1615,صادق,veracious; honest,review,no_independent_bilingual_support,,,,"(act. part. of صدق 'to speak or utter truth,' &c.)",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1616,گویا,speaking(a),review,no_independent_bilingual_support,,,,"as if, as though",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1622,آن,moment; minute; second; bit,review,no_independent_bilingual_support,,,,"s.f. Order, command ( = āggyā, and ḥukm)",online; Ann; Arbor; Detroit; plug,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1625,علوم,skill; accomplishment; acquirement; acquisition; attainment,review,no_independent_bilingual_support,,,,n. plural of علم ('ilm) | Platts:,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1637,کلچر,civilization; civilisation; culture,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1638,بالخصوص,specially; especially,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1639,بچاؤ,defense; defence,review,no_independent_bilingual_support,,,,,Help; !; wait; RESCUE; attempt,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1648,نثار,selflessness; self-sacrifice,review,no_independent_bilingual_support,,,,"(inf. n. of نثر 'to scatter,' &c.)",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1649,سربراہی,leadership; leading,review,no_independent_bilingual_support,,,,,headed; Brian; already; home; Where,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1654,بروقت,timely; seasonable; well-timed(a); well timed(p),review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1658,نفسیاتی,psychological,review,no_independent_bilingual_support,,,,,Excluded; psychic; diseases; having; persons,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1662,رسائی,scope; range; reach; orbit; compass; ambit; outreach; admission; admittance; compatibility; approach; approaching; coming,review,no_independent_bilingual_support,,,,(abst. s. fr. rasā,access; Access; Gerdigranted; knowing; gain,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1667,مختار,accredited; commissioned; licensed; licenced,review,no_independent_bilingual_support,,,,"(pass. and act. part. of اختار, viii of (and syn. with) خار (for خير) 'to choose'), part.",Mukhtar; K.S.M.; captured; say,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1668,مداخلت,intervention; intercession,review,no_independent_bilingual_support,,,,s.f. = P مداخله mudāḵẖala,intervened; abominations; deliver; Daddy; engaging,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1673,تعلیمات,homily; preachment,review,no_independent_bilingual_support,,,,formal plural of تَعْلِیم (ta'līm),,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1685,متبادل,second-string; substitute(a); optional,review,no_independent_bilingual_support,,,,,alternatives; high; am; need; posts,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1686,نذر,devotion; offertory,review,no_independent_bilingual_support,,,,"(inf. n. of نذر 'to vow,' &c.)",Broke; vow; are; vows; ties,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1689,بدقسمتی,misfortune; bad luck; tough luck; ill luck,review,no_independent_bilingual_support,,,,,Unfortunately; legislation; erect; unfortunate; pushed,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1692,بزنس,trading,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1703,فلاح,wellbeing; well-being; welfare; upbeat; eudaemonia; eudaimonia; well-wishing; improvement; betterment; advance; benefit,review,no_independent_bilingual_support,,,,"(prob. fr. iflāḥ, 'prospering,' &c., inf. n. of iv of فلح 'to cleave, split,' &c.)",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1705,ہٹ,unruliness; fractiousness; willfulness; wilfulness; stubbornness; bullheadedness; obstinacy; obstinance; pigheadedness; self-will,review,no_independent_bilingual_support,,,,,4-6; wave; Chopper; hit; revered,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1710,تاجر,businessman; man of affairs; professional; professional person,review,no_independent_bilingual_support,,,,corr. tājar (act. part. of تجر 'to traffic'),,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1714,ڈالی,branchlet; twig; sprig; limb; tree branch; winnow; winnowing; sifting,review,no_independent_bilingual_support,,,,,risked; throws; career; throw; Our,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1716,درپیش,present(a); ahead; in front; before,review,no_independent_bilingual_support,,,,,lucky; situation; trouble; yours; upstairs,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1722,کثیر,several(a),review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1724,قلت,insufficiency; inadequacy; deficiency; inaccessibility; unavailability; lack; want; stringency; tightness,review,no_independent_bilingual_support,,,,"(for A. قلة, inf. n. of قلّ 'to be little, or few,' &c.)",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1731,یکجہتی,oneness; unity,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1734,ایٹم,atom,review,no_independent_bilingual_support,,,,,THE; SIZE; DROPPED; HIROSHIMA; ONE,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1741,رقبہ,scope; range; reach; orbit; compass; ambit; area; expanse; surface area,review,no_independent_bilingual_support,,,,"(for A. رقبة, v.n. fr. رقب 'to guard,' &c.)",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1744,خوشگوار,idyllic; favorite; favourite; pleasant; amusing; comic; comical; funny; laughable; mirthful; risible,review,no_independent_bilingual_support,,,,alternative form of خوش گَوَار (xoś gavār),,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1746,مطلوبہ,favorite; favourite; craved; desired; expectable,review,no_independent_bilingual_support,,,,"(for A. مطلوبة mat̤lūbat, fem. of mat̤lūb), = A مطلوب mat̤lūb (pass. part. of طلب'to seek, request, demand,'…",keyword; selectors; email; selector; expert,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1747,نصب,placement; location; locating; position; positioning; emplacement,review,no_independent_bilingual_support,,,,"(inf. n. of نصب 'to erect, set up,' &c.)",motto; C4; plant; finished; Bottom,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1748,تناسب,ratio,review,no_independent_bilingual_support,,,,"s.m. Resemblance; proportionateness, proportion; relation",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1760,علاقائی,territorial; domestic; provincial,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1766,گریز,prevention; bar; escape; escapism,review,no_independent_bilingual_support,,,,part.,Joe; shouting; stop; Stay; Sir,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1769,بالنگ,bowling,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1776,مظہر,signal; signaling; sign; holonym; whole name; meronym; part name,review,no_independent_bilingual_support,,,,"(n. of place fr. ظہر 'to become apparent, or manifest,' &c.)",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1777,گہری,intimate,review,no_independent_bilingual_support,,,,"s.f. Holding back; procrastination, delay, tardiness, lateness",deep; Deep; breath; breaths; within,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1778,ریلیز,dispatch; despatch; communique,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1781,ممکنہ,possibly; perchance; perhaps; maybe; mayhap; peradventure; possible,review,no_independent_bilingual_support,,,,,potential; AS; WE; shooter; Anywhere,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1784,قیدی,strung; bondage; slavery; thrall; thralldom; thraldom; prisoner; captive,review,no_independent_bilingual_support,,,,(rel. n. fr. qaid),detainee; Detainee; delivers; located; single,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1789,مبینہ,prescribed,review,no_independent_bilingual_support,,,,,returning; fear; own; GABRIEL; giving,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1790,شعری,measured; metrical; metric,review,no_independent_bilingual_support,,,,(fr. shěʻr),,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1791,واردات,accident; fortuity; chance event; incident; happening; occurrence; occurrent; natural event,review,no_independent_bilingual_support,,,,(pl. of wārid),,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1796,قابل ذکر,describable; define; noteworthy; notable,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1805,متحد,incorporate; incorporated; integrated; merged; unified,review,no_independent_bilingual_support,,,,"(act. part. of اتّحد, viii of وحد 'to be single; to be one'), part.",united; mutual; nations; bond; stronger,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1807,فرما,form,review,no_independent_bilingual_support,,,,part.,robe; Father; poisoned; God; deepest,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1820,ملتوی,abeyant; suspended,review,no_independent_bilingual_support,,,,"(for A. ملتوٍ multawiṉ, act. part. of التوَي 'to be bent, or twisted, or distorted,' &c., viii of لوَي 'to…",deferment; defense; ain; taken; job,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1826,مساوات,equality; equivalence; equation; par,review,no_independent_bilingual_support,,,,"(for A. مساواة, inf. n. of ساوي 'to be or become equal, &c. to,' iii of سوي, identical with iii)",,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1834,بعدازاں,then,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1835,توسیع,expansion; enlargement; spread; spreading,review,no_independent_bilingual_support,,,,,expanding; scope; investigation; bent; extend,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1842,نامور,name; figure; public figure,review,no_independent_bilingual_support,,,,"province in Wallonia, Belgium",,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1843,بر,birr,review,no_independent_bilingual_support,,,,"s.m. Choosing, selecting; choice, election, wish, request, boon, favour, blessing, good; anything chosen as a…",Possible; Shoot; jackpot,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1844,فلاحی,philanthropic,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1850,کش,puff; drag; pull,review,no_independent_bilingual_support,,,,s.m. Touchstone; assay; — the decoction of a colouring substance,Hindu; Kush; Hah; blowing; storm,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1852,معاوضہ,fee; exchange; compensation; reciprocation,review,no_independent_bilingual_support,,,,s.m. = P معاوضت mǒʻāwaẓat,hired; does; sure; happen; dead,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1857,پریشر,pressure; pressure level; force per unit area; push; thrust,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1864,منور,ablaze(p); afire(p); aflame(p); aflare(p); alight(p); blazing; burning; flaming; on fire(p),review,no_independent_bilingual_support,,,,"(pass. part. of نوّر 'to illuminate,' &c., ii of نار (for نور) 'to shine,' &c.), part.",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1866,سپاٹ,flat; level; plane,review,no_independent_bilingual_support,,,,,spot; less; had; than; only,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1869,جذباتی,emotional; aroused; excited; worked up; exciting,review,no_independent_bilingual_support,,,,,sentimental; too; passionate; sport; Come,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1870,فعال,leading,review,no_independent_bilingual_support,,,,"s.m. pl. (of فعل fěʻl), Actions, deeds, works, &c",active; disable; force; authorization; doors,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1871,اہلیت,fitness; fittingness; worthiness; stamina; staying power; toughness; eruditeness; erudition; learnedness; learning; scholarship; encyclopedism; encyclopaedism; experience; able,review,no_independent_bilingual_support,,,,"(for A. اهلية, fr. ahl)",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1884,میڈل,decoration; laurel wreath; medal; medallion; palm; ribbon,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1887,جانتا,mill; grinder; milling machinery,review,no_independent_bilingual_support,,,,,knows; knew; know; dude; Nobody,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1899,تردید,defense; defence; denial; demurrer,review,no_independent_bilingual_support,,,,"s.f. Repelling, opposing; refutation, rebutment; rejection, setting aside, reversal (of a decision): — tardīd…",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1903,راج,kingdom; land; realm; Indra,review,no_independent_bilingual_support,,,"mason; builder; reign, rule",,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1904,شفاف,purified; refined; sublimate; translucent; semitransparent; uncolored; uncoloured; crystalline; crystal clear; limpid; lucid; pellucid; transparent,review,no_independent_bilingual_support,,,,"(intens. n. fr. شفّ 'to be thin or fine,' &c.)",possible; clean; keep; Marvin; Tell,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1912,چیمبر,hall,review,no_independent_bilingual_support,,,,,Genesis; Chamber; sample; analyze; ready,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1919,کیریئر,carrier,review,no_independent_bilingual_support,,,,,career; yours; political; end; put,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1926,عامل,volunteer; unpaid worker; worker,review,no_independent_bilingual_support,,,,"(act. part. of عمل 'to work,' &c.)",,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1929,مبارکباد,congratulation; felicitation,review,no_independent_bilingual_support,,,congratulations,,congratulate; Arnim; must; I; you,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
