rank,front,meaning,meaning_selection,frequency,wordfreq_zipf,legacy_agrees,kaikki_agrees,freedict_agrees,readurdu_agrees,omw_agrees,tufs_entry,tufs_omw_agrees,independent_semantic_sources,overlap_terms,status
47,venir,come,freedict,2424.0229999999997,5.18,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""come"", ""kaikki"": ""come"", ""omw"": ""come""}",verified_strong
48,ici,here,kaikki,2272.104,5.71,False,True,False,False,True,True,False,omw,"{""kaikki"": ""here"", ""omw"": ""here""}",verified
49,toi,you; thee,freedict,2202.291,5.86,False,True,True,False,False,False,False,kaikki,"{""freedict"": ""thee|you"", ""kaikki"": ""you""}",verified
50,comme,as; so; for; how,freedict,2187.566,6.41,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""how|so"", ""kaikki"": ""how"", ""omw"": ""so""}",verified_strong
51,bon,good; nice; okay,freedict,2183.892,5.93,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""good|nice|okay"", ""kaikki"": ""good"", ""omw"": ""good|nice|okay""}",verified_strong
52,lui,he; it; her; him,freedict,2141.63,6.20,False,True,True,False,False,False,False,kaikki,"{""freedict"": ""he|her|him|it"", ""kaikki"": ""he|her|him|it""}",verified
53,votre,your,freedict,2106.601,5.93,False,True,True,False,False,False,False,kaikki,"{""freedict"": ""your"", ""kaikki"": ""your""}",verified
54,chose,thing; matter; something; affair,explicit_high_risk_review,2086.136,5.70,False,True,True,False,True,True,False,freedict|kaikki|omw,"{""freedict"": ""affair|matter"", ""kaikki"": ""thing"", ""omw"": ""affair|matter""}",verified_explicit_review
55,penser,think,freedict,2085.0780000000004,5.08,False,False,True,False,True,False,False,omw,"{""freedict"": ""think"", ""omw"": ""think""}",verified
56,parler,talk; speak,freedict,2037.3609999999999,5.52,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""speak|talk"", ""kaikki"": ""speak|talk"", ""omw"": ""speak|talk""}",verified_strong
57,là,there,freedict,1979.25,5.99,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""there"", ""kaikki"": ""there"", ""omw"": ""there""}",verified_strong
58,cette,this; that (feminine singular),explicit_high_risk_review,1968.63,6.35,False,False,False,False,False,False,False,,{},verified_explicit_review
59,rien,nothing; not an ace,freedict,1954.676,5.97,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""ace|not|noth"", ""kaikki"": ""noth"", ""omw"": ""not|noth""}",verified_strong
60,prendre,get; take; pick up; lay hold of,freedict,1893.818,5.62,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""get|hold|lay|pick|take|up"", ""kaikki"": ""take"", ""omw"": ""get|hold|lay|pick|take|up""}",verified_strong
61,quand,when,freedict,1863.8100000000002,6.13,False,True,True,False,False,True,False,kaikki,"{""freedict"": ""when"", ""kaikki"": ""when""}",verified
62,son,her; his; its; sound,freedict,1820.886,6.47,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""her|his|its|sound"", ""kaikki"": ""sound"", ""omw"": ""sound""}",verified_strong
63,alors,then; while; whilst; whereas,freedict,1706.484,6.03,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""then|wherea|while|whilst"", ""kaikki"": ""then"", ""omw"": ""then""}",verified_strong
64,ton,tone; your,freedict,1675.219,5.82,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""tone|your"", ""kaikki"": ""tone|your"", ""omw"": ""tone""}",verified_strong
65,croire,deem; account; believe; accredit,freedict,1612.3959999999997,5.15,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""account|accredit|believe|deem"", ""kaikki"": ""believe"", ""omw"": ""account|accredit|believe|deem""}",verified_strong
66,par,by; on; with; through,freedict,1610.833,6.72,False,False,True,False,False,False,False,,"{""freedict"": ""through""}",review
67,aimer,like; love; appreciate,freedict,1601.0780000000004,4.65,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""appreciate|like|love"", ""kaikki"": ""like|love"", ""omw"": ""appreciate|like|love""}",verified_strong
68,ou,or,freedict,1554.009,6.46,False,True,True,False,False,False,False,kaikki,"{""freedict"": ""or"", ""kaikki"": ""or""}",verified
69,juste,fair; just; exact; right,freedict,1527.772,5.80,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""exact|fair|just|right"", ""kaikki"": ""fair|just"", ""omw"": ""fair|just|right""}",verified_strong
70,passer,give; pass; cross; spend,freedict,1521.8199999999995,5.45,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""cros|give|pass|spend"", ""kaikki"": ""pass"", ""omw"": ""give|pass|spend""}",verified_strong
71,des,of the; from the; some (plural partitive/indefinite article),explicit_high_risk_review,1510.377,7.15,False,True,True,False,False,False,False,freedict|kaikki,"{""freedict"": ""of the"", ""kaikki"": ""some""}",verified_explicit_review
72,trouver,find,freedict,1476.6849999999997,5.43,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""find"", ""kaikki"": ""find"", ""omw"": ""find""}",verified_strong
73,merci,thanks; thank you,freedict,1464.108,5.62,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""thank|you"", ""kaikki"": ""thank|you"", ""omw"": ""thank|you""}",verified_strong
74,très,very; quite; very much,freedict,1435.576,6.12,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""much|quite|very"", ""kaikki"": ""very"", ""omw"": ""much|very""}",verified_strong
75,jamais,never,freedict,1360.658,5.89,False,False,True,False,True,False,False,omw,"{""freedict"": ""never"", ""omw"": ""never""}",verified
76,oh,oh,freedict,1356.013,5.09,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""oh"", ""kaikki"": ""oh"", ""omw"": ""oh""}",verified_strong
77,laisser,let; allow; leave; release,freedict,1353.912,5.15,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""allow|leave|let|release"", ""kaikki"": ""allow|leave|let"", ""omw"": ""allow|leave|let""}",verified_strong
78,vraiment,truly; indeed; really; genuinly,freedict,1350.44,5.80,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""genuinly|inde|really|truly"", ""kaikki"": ""really|truly"", ""omw"": ""inde|really|truly""}",verified_strong
79,aussi,as; so; too; also,freedict,1328.608,6.19,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""also|so|too"", ""kaikki"": ""also|too"", ""omw"": ""also|so|too""}",verified_strong
80,pourquoi,why,freedict,1317.804,5.66,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""why"", ""kaikki"": ""why"", ""omw"": ""why""}",verified_strong
81,même,even; same; self; itself,freedict,1284.222,6.32,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""even|itself|same|self"", ""kaikki"": ""even|same"", ""omw"": ""even|same|self""}",verified_strong
82,autre,else; other; another; rest of,freedict,1275.4679999999998,5.98,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""another|else|other|rest"", ""kaikki"": ""other"", ""omw"": ""another|other""}",verified_strong
83,attendre,wait; abide; await; expect,freedict,1268.9300000000005,5.02,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""abide|await|expect|wait"", ""kaikki"": ""await|expect|wait"", ""omw"": ""await|expect|wait""}",verified_strong
84,sa,her; his; its,freedict,1260.06,6.34,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""her|his|its"", ""kaikki"": ""her|his|its"", ""omw"": ""its""}",verified_strong
85,arriver,occur; end up; happen; succeed,freedict,1211.2169999999999,4.99,False,False,True,False,True,True,False,omw,"{""freedict"": ""end|happen|occur|succe|up"", ""omw"": ""end|happen|occur|succe|up""}",verified
86,maintenant,now; at present,freedict,1205.636,5.53,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""now"", ""kaikki"": ""now"", ""omw"": ""now""}",verified_strong
87,falloir,"to be missing; to take (time); to need, have to, to be necessary (that)",kaikki,1197.753,4.43,False,True,False,False,False,False,False,,"{""kaikki"": ""have|miss|necessary|need|take|time""}",review
88,ta,your,freedict,1157.652,5.66,False,True,True,False,False,False,False,kaikki,"{""freedict"": ""your"", ""kaikki"": ""your""}",verified
89,appeler,call; summon,freedict,1136.328,4.75,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""call|summon"", ""kaikki"": ""call|summon"", ""omw"": ""call|summon""}",verified_strong
90,donner,exit; give; pass; spend,freedict,1133.647,5.41,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""exit|give|pass|spend"", ""kaikki"": ""give"", ""omw"": ""give|pass""}",verified_strong
91,temps,time; while; weather,freedict,1123.481,6.01,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""time|weather|while"", ""kaikki"": ""time|weather"", ""omw"": ""time|weather|while""}",verified_strong
92,peu,few; little,kaikki,1108.766,5.99,False,True,False,False,True,True,False,omw,"{""kaikki"": ""few|little"", ""omw"": ""few""}",verified
93,regarder,look; view; watch; to be concerned with,freedict,1094.873,5.03,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""concern|look|view|watch"", ""kaikki"": ""look|watch"", ""omw"": ""concern|look|view|watch""}",verified_strong
94,toujours,ever; always,freedict,1083.718,5.94,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""alway|ever"", ""kaikki"": ""alway"", ""omw"": ""alway|ever""}",verified_strong
95,petit,small; little; diminutive,freedict,1083.161,5.67,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""diminutive|little|small"", ""kaikki"": ""little|small"", ""omw"": ""little|small""}",verified_strong
96,comment,how; in what way,freedict,1074.579,5.74,False,True,True,False,False,True,False,kaikki,"{""freedict"": ""how|way|what"", ""kaikki"": ""how|what""}",verified
97,besoin,need,freedict,1070.927,5.51,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""need"", ""kaikki"": ""need"", ""omw"": ""need""}",verified_strong
98,encore,yet; anew; more; again,freedict,1065.934,6.04,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""again|anew|more|yet"", ""kaikki"": ""again|more"", ""omw"": ""again|anew|more|yet""}",verified_strong
99,quelque,any; some; a few,freedict,1055.835,5.54,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""any|few|some"", ""kaikki"": ""some"", ""omw"": ""some""}",verified_strong
100,notre,our,kaikki,1052.196,5.90,False,True,False,False,False,False,False,,"{""kaikki"": ""our""}",review
101,homme,man; fellow; human being,freedict,1042.62,5.71,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""fellow|human|man"", ""kaikki"": ""man"", ""omw"": ""fellow|human|man""}",verified_strong
102,partir,fire; leave; depart; go away,freedict,1035.4270000000001,5.48,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""away|depart|fire|go|leave"", ""kaikki"": ""go"", ""omw"": ""away|depart|fire|go|leave""}",verified_strong
103,mes,my,freedict,1028.275,5.77,False,True,True,False,False,False,False,kaikki,"{""freedict"": ""my"", ""kaikki"": ""my""}",verified
104,vie,life,freedict,1015.2249999999999,5.89,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""life"", ""kaikki"": ""life"", ""omw"": ""life""}",verified_strong
105,sûr,safe; sure; secure; certain,freedict,1012.5640000000001,5.27,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""certain|safe|secure|sure"", ""kaikki"": ""certain|safe|sure"", ""omw"": ""certain|safe|secure|sure""}",verified_strong
106,arrêter,stop; arrest,freedict,998.7289999999999,5.05,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""arrest|stop"", ""kaikki"": ""stop"", ""omw"": ""arrest|stop""}",verified_strong
107,quoi,what,freedict,992.709,5.84,False,True,True,False,False,False,False,kaikki,"{""freedict"": ""what"", ""kaikki"": ""what""}",verified
108,personne,none; no-one; nobody; person,freedict,990.0369999999999,5.73,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""no-one|nobody|none"", ""kaikki"": ""nobody"", ""omw"": ""nobody|none""}",verified_strong
109,accord,chord; accord; concord; agreement,freedict,979.285,5.41,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""accord|agree|chord|concord"", ""kaikki"": ""agree|chord"", ""omw"": ""accord|agree|chord|concord""}",verified_strong
110,tuer,kill; slay; liquidate,freedict,969.8390000000003,4.77,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""kill|liquidate|slay"", ""kaikki"": ""kill"", ""omw"": ""kill|liquidate|slay""}",verified_strong
111,peut-être,maybe; mayhap; perhaps; possibly,freedict,957.345,5.97,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""maybe|mayhap|perhap|possibly"", ""kaikki"": ""maybe|perhap"", ""omw"": ""maybe|mayhap|perhap|possibly""}",verified_strong
112,fois,time; occasion,freedict,946.456,5.95,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""occasion|time"", ""kaikki"": ""time"", ""omw"": ""occasion|time""}",verified_strong
113,mettre,put; stow; place; insert,freedict,944.157,5.55,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""insert|place|put|stow"", ""kaikki"": ""put"", ""omw"": ""insert|place|put|stow""}",verified_strong
114,sortir,go out; come out,freedict,926.8310000000002,5.19,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""come|go|out"", ""kaikki"": ""out"", ""omw"": ""come|go|out""}",verified_strong
115,demander,ask; beg; bid; book,freedict,926.2549999999999,5.14,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""ask|beg|bid|book"", ""kaikki"": ""ask"", ""omw"": ""ask""}",verified_strong
116,rester,stay; remain; stay over,freedict,923.91,5.10,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""over|remain|stay"", ""kaikki"": ""stay"", ""omw"": ""over|remain|stay""}",verified_strong
117,jour,day,freedict,920.68,5.75,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""day"", ""kaikki"": ""day"", ""omw"": ""day""}",verified_strong
118,monde,world,freedict,873.193,5.96,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""world"", ""kaikki"": ""world"", ""omw"": ""world""}",verified_strong
119,sans,without,freedict,861.231,6.10,False,True,True,False,False,False,False,kaikki,"{""freedict"": ""without"", ""kaikki"": ""without""}",verified
120,vrai,true; right,freedict,853.61,5.57,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""right|true"", ""kaikki"": ""true"", ""omw"": ""true""}",verified_strong
121,connaître,know; be acquainted with,freedict,845.9820000000003,4.92,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""acquaint|know"", ""kaikki"": ""know"", ""omw"": ""acquaint|know""}",verified_strong
122,essayer,try; test; attempt,freedict,837.6089999999998,4.94,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""attempt|test|try"", ""kaikki"": ""attempt|test|try"", ""omw"": ""attempt|test|try""}",verified_strong
123,quelqu'un,a; any; one; some,freedict,837.544,5.45,False,True,True,False,False,True,False,kaikki,"{""freedict"": ""any|some"", ""kaikki"": ""some""}",verified
124,mourir,die; expire; pass away,freedict,832.271,4.75,False,False,True,False,True,True,False,omw,"{""freedict"": ""away|die|expire|pass"", ""omw"": ""away|die|pass""}",verified
125,comprendre,realize; understand,freedict,830.8640000000003,5.14,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""realize|understand"", ""kaikki"": ""understand"", ""omw"": ""realize|understand""}",verified_strong
126,avant,before; in front of,freedict,827.1740000000001,5.92,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""before|front"", ""kaikki"": ""before|front"", ""omw"": ""before|front""}",verified_strong
127,trop,too; too much,freedict,819.801,5.83,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""much|too"", ""kaikki"": ""much|too"", ""omw"": ""much|too""}",verified_strong
128,an,year,freedict,811.769,5.36,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""year"", ""kaikki"": ""year"", ""omw"": ""year""}",verified_strong
129,seul,only; sole; alone; solitary,freedict,807.9910000000001,5.58,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""alone|only|sole|solitary"", ""kaikki"": ""alone|only"", ""omw"": ""alone|only|sole|solitary""}",verified_strong
130,père,father,freedict,806.057,5.44,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""father"", ""kaikki"": ""father"", ""omw"": ""father""}",verified_strong
131,aider,aid; abet; help; assist,freedict,802.647,5.09,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""abet|aid|assist|help"", ""kaikki"": ""aid|help"", ""omw"": ""aid|assist|help""}",verified_strong
132,dieu,God; god,freedict,790.712,5.40,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""god"", ""kaikki"": ""god"", ""omw"": ""god""}",verified_strong
133,après,next; then; after; behind,freedict,778.981,6.12,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""after|behind|next|then"", ""kaikki"": ""after"", ""omw"": ""after|behind|next""}",verified_strong
134,ami,friend; fellow-thinker,freedict,767.018,5.09,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""fellow-thinker|friend"", ""kaikki"": ""friend"", ""omw"": ""friend""}",verified_strong
135,ses,his; her; its (before a plural noun),explicit_high_risk_review,745.003,6.21,False,True,False,False,False,False,False,kaikki,"{""kaikki"": ""her|his|its""}",verified_explicit_review
136,leur,her; his; its; them,freedict,733.357,6.17,False,True,True,False,False,False,False,kaikki,"{""freedict"": ""her|his|its|them"", ""kaikki"": ""them""}",verified
137,entendre,hear,freedict,709.6529999999999,4.98,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""hear"", ""kaikki"": ""hear"", ""omw"": ""hear""}",verified_strong
138,mal,bad; ache; pain; pity,freedict,682.409,5.68,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""ache|bad|pain|pity"", ""kaikki"": ""bad|pain"", ""omw"": ""bad|pain""}",verified_strong
139,chez,at; with; beside,freedict,669.31,5.80,False,True,True,False,False,False,False,kaikki,"{""freedict"": ""beside"", ""kaikki"": ""at""}",verified
140,nouveau,new; novel,freedict,665.376,5.63,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""new|novel"", ""kaikki"": ""new|novel"", ""omw"": ""new|novel""}",verified_strong
141,beaucoup,much; often; a lot of; regularly,freedict,665.247,5.75,False,False,True,False,True,True,False,omw,"{""freedict"": ""lot|much|often|regularly"", ""omw"": ""lot|much|often""}",verified
142,depuis,from; since,freedict,663.491,5.92,False,True,True,False,False,False,False,kaikki,"{""freedict"": ""since"", ""kaikki"": ""since""}",verified
143,déjà,yet; by now; already,freedict,659.582,5.84,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""already|now|yet"", ""kaikki"": ""already"", ""omw"": ""already""}",verified_strong
144,femme,wife; woman,freedict,645.326,5.59,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""wife|woman"", ""kaikki"": ""wife|woman"", ""omw"": ""wife|woman""}",verified_strong
145,grand,big; great; large,freedict,640.037,5.79,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""big|great|large"", ""kaikki"": ""big"", ""omw"": ""big|great|large""}",verified_strong
146,monsieur,Mr; sir; mister; gentleman,freedict,639.092,5.01,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""gentleman|mister|mr|sir"", ""kaikki"": ""gentleman"", ""omw"": ""gentleman|mister|mr|sir""}",verified_strong
