rank,front,meaning,meaning_selection,frequency,wordfreq_zipf,legacy_agrees,kaikki_agrees,freedict_agrees,readurdu_agrees,omw_agrees,tufs_entry,tufs_omw_agrees,independent_semantic_sources,overlap_terms,status
91,افراد,"kinds, types, species",kaikki,17315,5.92,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""kind|specy|type"", ""readurdu"": ""kind""}",verified
92,وزیر,vizier; minister; queen / fers,kaikki,16475,5.79,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""fers|minister|queen|vizier"", ""readurdu"": ""minister""}",verified
93,جن,who; which; those who (plural oblique),explicit_high_risk_review,16169,5.96,False,False,False,False,False,False,False,,{},verified_explicit_review
94,آباد,populous; inhabited; cultivated,kaikki,15957,5.86,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""cultivat|inhabit|populou"", ""readurdu"": ""inhabit|populou""}",verified
95,دور,"far, far off; distant, remote; period, era, age",kaikki,15906,5.84,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""age|distant|era|far|off|period|remote"", ""readurdu"": ""era|period""}",verified
96,آ,come; come! (stem/imperative of آنا),explicit_high_risk_review,15727,5.68,False,False,False,False,False,False,False,,{},verified_explicit_review
97,دوست,friend,kaikki,15494,5.34,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""friend"", ""readurdu"": ""friend""}",verified
98,علی,"Ali ibn Abi Talib; a male given name, Ali, from Arabic; upon, over, on (only used in borrowed Arabic phrases; see related terms below)",kaikki,15436,5.87,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""abi|ali|arabic|below|borrow|given|ibn|male|name|only|over|phras"", ""readurdu"": ""abi|ali|arabic|given|ibn|male|name|talib|upon""}",verified
99,ڈاکٹر,doctor; physician,kaikki,15370,5.67,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""doctor|physician"", ""readurdu"": ""doctor""}",verified
100,شامل,"associated, involved; included, comprised, incorporated",kaikki,15136,5.92,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""associat|compris|includ|incorporat|involv"", ""readurdu"": ""associat|compris|includ|incorporat|involv""}",verified
101,لوگ,"people; class, caste; folk; family",kaikki,15103,6.01,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""caste|clas|family|folk|people"", ""readurdu"": ""caste|clas|family|folk|people""}",verified
102,لے,take; take! (form/stem of لینا),explicit_high_risk_review,15060,6.00,False,True,False,False,False,False,False,kaikki,"{""kaikki"": ""stem""}",verified_explicit_review
103,استعمال,"use, usage, utilisation, employment",kaikki,14892,5.91,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""employ|usage|utilis"", ""readurdu"": ""employ|usage|utilis""}",verified
104,مدد,"aid, relief; supply, aid; reinforcement",kaikki,14881,5.48,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""aid|reinforce|relief|supply"", ""readurdu"": ""aid|relief|supply""}",verified
105,میل,mile; inclination/affinity; dirt/grime (different senses),explicit_high_risk_review,14694,5.04,False,True,False,True,False,False,False,kaikki|readurdu,"{""kaikki"": ""dirt"", ""readurdu"": ""mile""}",verified_explicit_review
106,پیدا,"born; arisen, created",kaikki,14434,5.82,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""arisen|born|creat"", ""readurdu"": ""arisen|born|creat""}",verified
107,بے,"not, non, un-, in-, dis-, ir, -less, im-; the name of the second letter of the Perso-Arabic alphabet, ب (b)",kaikki,14250,6.03,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""alphabet|dis|im|ir|less|letter|name|non|not|perso-arabic|second|un"", ""readurdu"": ""dis|im|ir|less|non|not|un""}",verified
108,دوسرے,"second, other (plural)",existing_candidate_fallback,14227,5.72,False,False,False,True,False,False,False,,"{""readurdu"": ""other|second""}",review
109,روپے,rupees; rupee (oblique/vocative singular),explicit_high_risk_review,14043,5.54,False,True,False,True,False,False,False,kaikki|readurdu,"{""kaikki"": ""oblique|vocative"", ""readurdu"": ""rupe|rupee""}",verified_explicit_review
110,ضرورت,"necessity, need, requirement",kaikki,14000,5.62,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""necessity|need|require"", ""readurdu"": ""necessity|need""}",verified
111,اے,O!; hey! (vocative particle),explicit_high_risk_review,13987,5.92,False,True,False,False,False,False,False,kaikki,"{""kaikki"": ""vocative""}",verified_explicit_review
112,تین,three,kaikki,13858,5.76,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""three"", ""readurdu"": ""three""}",verified
113,پیش,in front; presented; the damma diacritic,kaikki,13775,5.77,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""damma|diacritic|front"", ""readurdu"": ""front""}",verified
114,مختلف,other; opposed; various,kaikki,13730,5.77,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""oppos|other|variou"", ""readurdu"": ""variou""}",verified
115,کیونکہ,because,kaikki,13701,5.74,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""because"", ""readurdu"": ""because""}",verified
116,نام,name,kaikki,13697,6.06,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""name"", ""readurdu"": ""name""}",verified
117,آئی,came (feminine singular),explicit_high_risk_review,13692,6.06,False,False,False,True,False,False,False,readurdu,"{""readurdu"": ""came""}",verified_explicit_review
118,ہمارے,our (masculine plural/oblique),explicit_high_risk_review,13575,5.92,False,False,False,True,False,False,False,readurdu,"{""readurdu"": ""our""}",verified_explicit_review
119,صفحہ,face; page (of a book etc.),kaikki,13403,4.71,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""book|etc|face|page"", ""readurdu"": ""page""}",verified
120,قومی,national,kaikki,13283,5.74,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""national"", ""readurdu"": ""national""}",verified
121,زندگی,life,kaikki,13271,5.86,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""life"", ""readurdu"": ""life""}",verified
122,قائم,"established; unwavering, fixed, firm",kaikki,13186,5.69,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""establish|firm|fixed|unwaver"", ""readurdu"": ""establish|firm|fixed|unwaver""}",verified
123,آج,today,kaikki,13123,5.98,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""today"", ""readurdu"": ""today""}",verified
124,پانی,"water; alcohol; tear, sweat",kaikki,13090,5.55,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""alcohol|sweat|tear|water"", ""readurdu"": ""sweat|tear|water""}",verified
125,عوام,"crowd; public; masses, common folk, laity",kaikki,13014,5.88,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""common|crowd|folk|laity|mass|public"", ""readurdu"": ""common|crowd|folk|laity|mass|public""}",verified
126,عمل,"effect; process; action, deed",kaikki,13000,5.64,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""action|deed|effect|proces"", ""readurdu"": ""action|deed|effect|proces""}",verified
127,حسین,"a handsome man; beautiful, handsome; a male given name, Hussain or Husain, from Arabic",kaikki,12977,5.68,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""arabic|beautiful|given|handsome|husain|hussain|male|man|name"", ""readurdu"": ""arabic|beautiful|given|handsome|husain|hussain|male|man|name""}",verified
128,دوران,during; duration; course/period,explicit_high_risk_review,12921,5.80,False,False,False,True,False,True,False,readurdu,"{""readurdu"": ""during""}",verified_explicit_review
129,پاکستانی,Pakistani (person); Pakistani (of or relating to Pakistan),kaikki,12863,5.84,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""pakistan|pakistani|relat"", ""readurdu"": ""pakistani""}",verified
130,شاہ,king; shah,kaikki,12749,5.72,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""king|shah"", ""readurdu"": ""king""}",verified
131,سو,"hundred; so, hence; therefore",kaikki,12604,5.66,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""hence|hundr|so|therefore"", ""readurdu"": ""hence|hundr|so|therefore""}",verified
132,بڑی,feminine of بَڑا (baṛā),kaikki,12409,5.77,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""ba"", ""readurdu"": ""ba""}",verified
133,خود,"reflexive pronoun: oneself, one's own",kaikki,12394,5.95,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""one'|oneself|own|reflexive"", ""readurdu"": ""one'|oneself|own|reflexive""}",verified
134,مجھے,dative/accusative of میں (ma͠i),kaikki,12353,5.93,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""accusative|dative|ma"", ""readurdu"": ""accusative|dative|ma""}",verified
135,ایسے,such; like this; in this way,explicit_high_risk_review,12310,5.84,False,False,False,True,False,False,False,readurdu,"{""readurdu"": ""like""}",verified_explicit_review
136,جاری,"running, flowing; continuing, continuous, proceeding, prevailing",kaikki,12236,5.70,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""continu|continuou|flow|prevail|proceed|runn"", ""readurdu"": ""continu|continuou|flow|prevail|proceed|runn""}",verified
137,فلم,"film, movie",kaikki,12236,5.54,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""film|movie"", ""readurdu"": ""film|movie""}",verified
138,موجود,"existing; ready, willing; available, obtainable",kaikki,12230,5.81,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""available|exist|obtainable|ready|will"", ""readurdu"": ""exist""}",verified
139,دن,time; age; era; day; occasion,kaikki,12221,5.94,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""age|day|era|occasion|time"", ""readurdu"": ""day|time""}",verified
140,کھیل,"an easy task; scheme, plan; game, sport; fun",kaikki,12213,5.26,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""easy|fun|game|plan|scheme|sport|task"", ""readurdu"": ""fun|game|plan|scheme|sport""}",verified
141,بلکہ,"moreover; rather, but",kaikki,12040,5.59,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""but|moreover|rather"", ""readurdu"": ""but|rather""}",verified
142,نظر,"eye; supervision; look, gaze, glance",kaikki,11990,5.82,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""eye|gaze|glance|look|supervision"", ""readurdu"": ""gaze|glance""}",verified
143,گھر,"house, home; place, abode",kaikki,11973,5.85,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""abode|home|house|place"", ""readurdu"": ""abode|home|house|place""}",verified
144,ممالک,countries,explicit_high_risk_review,11902,5.61,False,False,False,True,False,False,False,readurdu,"{""readurdu"": ""country""}",verified_explicit_review
145,جہاں,where; beloved,kaikki,11692,5.79,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""belov|where"", ""readurdu"": ""belov|where""}",verified
146,کہنا,to say; to tell; to speak,kaikki,11631,5.38,False,True,False,True,False,True,False,readurdu,"{""kaikki"": ""say|speak|tell"", ""readurdu"": ""say|speak|tell""}",verified
147,میرے,my; mine (masculine plural/oblique),explicit_high_risk_review,11590,5.86,False,False,False,False,False,False,False,,{},verified_explicit_review
148,علاقوں,"oblique plural of عِلاقَہ ('ilāqa, “area”)",kaikki,11538,5.43,False,True,False,True,False,False,False,readurdu,"{""kaikki"": ""area|il|oblique|qa"", ""readurdu"": ""area|il|oblique|qa""}",verified
