rank,front,meaning,status,wordfreq_zipf,kaikki_entry,kaikki_semantic_support,kaikki_overlap_terms,readurdu_entry,readurdu_semantic_support,calima_exact_analyses,flags
1097,voie,"way, track; lane (of a highway); calling, path in life",verified_strong,5.030,True,True,"call,calling,highway,in,lane,life,path,track,way",,,,
1098,transformer,to transform,verified_strong,4.330,True,True,transform,,,,
1099,sacré,"religious; sacred, holy; sacrum, sacral",verified_strong,4.540,True,True,"holy,religiou,religious,sacr,sacral,sacred,sacrum",,,,
1100,différence,difference,verified_strong,4.900,True,True,difference,,,,
1101,court,court; short,verified_strong,4.940,True,True,"court,short",,,,
1102,policier,police,verified_strong,4.540,True,True,police,,,,
1103,accrocher,"to cling onto, hold on to; to get hooked, get addicted; to pick up, become attached to",verified_strong,3.880,True,True,"addict,addicted,attach,attached,become,cling,get,hold,hook,hooked",,,,
1104,fatiguer,"to tire; to bore, to annoy; to wear out, to drain",verified_strong,3.340,True,True,"annoy,bore,drain,out,tire,wear",,,,
1105,église,church,verified_strong,4.980,True,True,church,,,,
1106,cousin,cranefly; mosquito; cousin (male),verified_strong,4.370,True,True,"cousin,cranefly,male,mosquito",,,,
1107,champ,an area of study; a wide open space; the background of a shield's design,verified_strong,4.750,True,True,"area,background,design,open,shield',shield's,space,study,wide",,,,
1108,gâteau,"a cookie; a sponge cake, i.e. a cake made with a chemical leavening agent (e.g. baking powder), making it light and airy (as opposed to a denser torte)",verified_strong,4.220,True,True,"agent,airy,bak,baking,cake,chemical,cookie,denser,e,g",,,,
1109,menacer,"to threaten; to endanger, to jeopardise",verified_strong,3.750,True,True,"endanger,jeopardise,threaten",,,,
1110,placer,to place (to put in a specific location); to place (to earn a given spot in a competition); to seat (to put an object into a place where it will rest),verified_strong,4.370,True,True,"competition,earn,given,in,into,location,object,place,put,rest",,,,
1111,mémoire,"memo; brief; bill, invoice",verified_strong,4.890,True,True,"bill,brief,invoice,memo",,,,
1112,cesser,to cease; to stop; to break up (e.g. a relationship),verified_strong,4.140,True,True,"break,cease,e,g,relationship,stop,up",,,,
1113,enfermer,"to enclose, contain; to imprison, entrap; to lock up, lock in, lock away",verified_strong,3.790,True,True,"away,contain,enclose,entrap,imprison,in,lock,up",,,,
1114,chier,"to shit, defecate",verified_strong,4.630,True,True,"defecate,shit",,,,
1115,nature,"nature; lexical category; plain, unseasoned",verified_strong,5.060,True,True,"category,lexical,nature,plain,unseason,unseasoned",,,,
1116,île,island,verified_strong,4.880,True,True,island,,,,
1117,étage,"zone; stage; floor, storey",verified_strong,4.520,True,True,"floor,stage,storey,zone",,,,
1118,immédiatement,immediately,verified_strong,4.720,True,True,immediately,,,,
1119,restaurant,restaurant,verified_strong,4.610,True,True,restaurant,,,,
1120,acteur,actor,verified_strong,4.640,True,True,actor,,,,
1121,envers,back; inside; toward,verified_strong,4.820,True,True,"back,inside,toward",,,,
1122,lune,"the Moon; any natural satellite of a planet; a month, particularly a lunar month",verified_strong,4.610,True,True,"any,lunar,month,moon,natural,particularly,planet,satellite",,,,
1123,star,star (celebrity),verified_strong,4.710,True,True,"celebrity,star",,,,
1124,université,university (institution of higher education),verified_strong,5.040,True,True,"education,higher,institution,university",,,,
1125,entreprise,"company, business; enterprise, project",verified_strong,5.250,True,True,"busines,business,company,enterprise,project",,,,
1126,habiller,to dress; to get dressed,verified_strong,3.970,True,True,"dres,dress,dressed,get",,,,
1127,étudiant,student; studying (in the process of studying),verified_strong,4.540,True,True,"in,proces,process,student,study,studying",,,,
1128,grand-père,grandfather,verified_strong,5.280,True,True,grandfather,,,,
1129,parti,drunk; parti; party,verified_strong,5.440,True,True,"drunk,parti,party",,,,
1130,week-end,weekend; synonym of fin de semaine,verified_strong,4.530,True,True,"de,fin,semaine,synonym,weekend",,,,
1131,salaud,"slob; vile, base; bastard, wretch",verified_strong,3.490,True,True,"base,bastard,slob,vile,wretch",,,,
1132,remplacer,to replace,verified_strong,4.570,True,True,replace,,,,
1133,carrière,career; quarry; racecourse,verified_strong,4.910,True,True,"career,quarry",,,,
1134,langue,tongue; language (system of communication using written or spoken words),verified_strong,5.120,True,True,"communication,language,spoken,system,tongue,using,word,words,written",,,,
1135,charmant,charming,verified_strong,4.000,True,True,"charm,charming",,,,
1136,nerveux,"nerve; nervous; nervous, anxious",verified_strong,4.130,True,True,"anxiou,anxious,nerve,nervou,nervous",,,,
1137,voleur,"robber, thief; thieving, thievish; flier (one who flies)",verified_strong,3.920,True,True,"fli,flie,flier,flies,fly,robber,thief,thiev,thieving,thievish",,,,
1138,invité,invited,verified_strong,4.600,True,True,"invit,invited",,,,
1139,poche,pocket (cavity); pouch (of a marsupial); pocket (part of the clothing),verified_strong,4.480,True,True,"cavity,pocket",,,,
1140,principal,"main, key, principal; principal (school administrator); principal (the money originally invested or loaned)",verified_strong,4.830,True,True,"administrator,invest,invested,key,loan,loaned,main,money,originally,principal",,,,
1141,privé,private,verified_strong,4.820,True,True,private,,,,
1142,repas,"meal, repast",verified_strong,4.640,True,True,"meal,repast",,,,
1143,laver,to wash,verified_strong,4.160,True,True,wash,,,,
1144,enterrer,"to hide; to outlive, to survive (someone); to bury (put underground); to inter",verified_strong,3.660,True,True,"bury,hide,inter,outlive,put,someone,survive,underground",,,,
1145,pierre,"real estate; stone (substance); stone (rock, a pebble)",verified_strong,5.280,True,True,"estate,pebble,real,rock,stone,substance",,,,
1146,commandant,major (rank); commander (function),verified_strong,4.540,True,True,"commander,function,major,rank",,,,
1147,taxi,taxi; act of transporting troops; helicopter or plane used for transport,verified_strong,4.240,True,True,"act,helicopter,plane,taxi,transport,transporting,troop,troops,used",,,,
1148,rompre,"to break; to stop, to block, to interrupt",verified_strong,3.940,True,True,"block,break,interrupt,stop",,,,
1149,annoncer,to show; to declare; to announce,verified_strong,4.360,True,True,"announce,declare,show",,,,
1150,celui-là,that one; the former,verified_strong,5.450,True,True,former,,,,
1151,article,"article; section (of a law); joint, articulation",verified_strong,5.410,True,True,"article,articulation,joint,law,section",,,,
1152,double,double; sixteenth note; duplicate (an identical copy),verified_strong,4.990,True,True,"copy,double,duplicate,identical,note,sixteenth",,,,
1153,ennuyer,"to worry; to be bored; to annoy, bother, trouble",verified_strong,3.590,True,True,"annoy,bor,bored,bother,trouble,worry",,,,
1154,résoudre,"to resolve, to make up one's mind; to resolve (to find a solution to)",verified_strong,4.430,True,True,"find,make,mind,one',one's,resolve,solution,up",,,,
1155,neuf,"brand new, very new",verified_strong,4.910,True,True,"brand,new,very",,,,
1156,contraire,"opposite; contradictory; hostile, unfavourable",verified_strong,4.980,True,True,"contradictory,hostile,opposite,unfavourable",,,,
1157,acte,act,verified_strong,4.790,True,True,act,,,,
1158,joindre,"to join; to reach, to contact",verified_strong,4.220,True,True,"contact,join,reach",,,,
1159,changement,change,verified_strong,4.920,True,True,change,,,,
1160,étoile,star; mullet; a white mark on the forehead of a horse or bull,verified_strong,4.380,True,True,"bull,forehead,horse,mark,mullet,on,star,white",,,,
1161,signal,signal,verified_strong,4.310,True,True,signal,,,,
1162,élever,"to raise; to bring up; to rise, to soar",verified_strong,4.140,True,True,"bring,raise,rise,soar,up",,,,
1163,bus,bus,verified_strong,4.740,True,True,bus,,,,
1164,déplacer,"to move around; to get around; to travel; to come over; to go to; to travel to (a place, especially for work or an appointment); to move, shift (an object or material from one place to another); to relocate; to displace",verified_strong,4.270,True,True,"another,appointment,around,come,displace,especially,get,go,material,move",,,,
1165,taille,"size; waist; the act of cutting, pruning, trimming",verified_strong,4.900,True,True,"act,cutt,cutting,prun,pruning,size,trimm,trimming,waist",,,,
1166,soutenir,to argue; to keep up; to support,verified_strong,4.640,True,True,"argue,keep,support,up",,,,
1167,goût,"appetite; taste (sense); taste, flavour",verified_strong,4.810,True,True,"appetite,flavour,sense,taste",,,,
1168,après-midi,afternoon,verified_strong,4.960,True,True,afternoon,,,,
1169,identifier,to log in; to identify,verified_strong,4.350,True,True,"identify,in,log",,,,
1170,malin,"malignant; nocive, pernicious; shrewd person, smart person",verified_strong,4.150,True,True,"malignant,nocive,perniciou,pernicious",,,,
1171,direction,direction; government; the director of the administration/organisation,verified_strong,5.160,True,True,"administration,direction,director,government,organisation",,,,
1172,détendre,"to relax; to help relax, to calm; to loosen, to untighten",verified_strong,3.860,True,True,"calm,help,loosen,relax,untighten",,,,
1173,beauté,beauty,verified_strong,4.750,True,True,beauty,,,,
1174,deuxième,second,verified_strong,5.240,True,True,second,,,,
1175,ange,angel,verified_strong,4.410,True,True,angel,,,,
1176,inquiet,anxious; worried,verified_strong,3.900,True,True,"anxiou,anxious,worri,worried",,,,
1177,droite,"straight line; right-handed punch; the right, right wing",verified_strong,5.200,True,True,"hand,handed,line,punch,right,straight,wing",,,,
1178,imbécile,imbecile,verified_strong,3.800,True,True,imbecile,,,,
1179,nombre,number,verified_strong,5.470,True,True,number,,,,
1180,danse,dance,verified_strong,4.700,True,True,dance,,,,
1181,combattre,"to oppose, to struggle; to fight, to combat (against)",verified_strong,4.400,True,True,"against,combat,fight,oppose,struggle",,,,
1182,parmi,"amid, amidst; among, amongst",verified_strong,5.230,True,True,"amid,amidst,among,amongst",,,,
1183,pont,deck; bridge,verified_strong,4.760,True,True,"bridge,deck",,,,
1184,passe,pass; trick (paid-for sex act),verified_strong,5.500,True,True,"act,paid,pas,pass,sex,trick",,,,
1185,courage,courage,verified_strong,4.770,True,True,courage,,,,
1186,accès,"access; attack, sudden fit, bout",verified_strong,5.030,True,True,"acces,access,attack,bout,fit,sudden",,,,
1187,repartir,"to retort; to leave again, to go back; to restart, to set off again",verified_strong,4.100,True,True,"again,back,go,leave,off,restart,retort,set",,,,
1188,interroger,"to question, interrogate",verified_strong,4.070,True,True,"interrogate,question",,,,
1189,nord,north,verified_strong,5.300,True,True,north,,,,
1190,source,"source, spring (of water); source, origin (of anything)",verified_strong,5.100,True,True,"anyth,anything,origin,source,spr,spring,water",,,,
1191,posséder,to own; to possess,verified_strong,3.980,True,True,"own,posses,possess",,,,
1192,totalement,totally,verified_strong,4.830,True,True,totally,,,,
1193,puisque,"since, because",verified_strong,5.030,True,True,"because,since",,,,
1194,valeur,"value, worth; valor, gallantry; quality, character",verified_strong,5.090,True,True,"character,gallantry,quality,valor,value,worth",,,,
1195,livrer,"to betray; abandon oneself, give oneself over; to deliver (a package, merchandise etc.)",verified_strong,4.260,True,True,"abandon,betray,deliver,etc,give,merchandise,oneself,over,package",,,,
1196,allumer,"to go on; to flare up; to arouse, to turn on",verified_strong,3.870,True,True,"arouse,flare,go,on,turn,up",,,,
1197,enregistrer,to save; to record on; to tape a movie or otherwise record it,verified_strong,4.080,True,True,"movie,on,otherwise,record,save,tape",,,,
1198,bonheur,"happiness; goodhap, good fortune",verified_strong,4.800,True,True,"fortune,good,goodhap,happines,happiness",,,,
1199,objet,"object; aim, goal; subject line",verified_strong,5.090,True,True,"aim,goal,line,object,subject",,,,
1200,appareil,"aircraft; telephone; apparatus, device",verified_strong,4.720,True,True,"aircraft,apparatu,apparatus,device,telephone",,,,
1201,presse,"haste, hurry, rush; press, papers (the media); press (e.g. printing press)",verified_strong,5.040,True,True,"e,g,haste,hurry,media,paper,papers,pres,press,print",,,,
1202,superbe,"haughty; pride, arrogance; proud, arrogant person",verified_strong,4.510,True,True,"arrogance,arrogant,haughty,person,pride,proud",,,,
1203,adieu,"hello; farewell; goodbye, see you soon",verified_strong,4.120,True,True,"farewell,goodbye,hello,see,soon",,,,
1204,prêter,to lend; to borrow; to attribute,verified_strong,4.080,True,True,"attribute,borrow,lend",,,,
1205,puissant,powerful; mighty,verified_strong,4.530,True,True,"mighty,powerful",,,,
1206,inventer,to invent (to create a mistruth); to invent (to make something for the first time),verified_strong,4.020,True,True,"create,first,invent,make,mistruth,someth,something,time",,,,
1207,fouiller,"to dig; to search (place, thing); to search, frisk (person)",verified_strong,3.680,True,True,"dig,frisk,person,place,search,thing",,,,
1208,lors,"then, at that time",verified_strong,5.570,True,True,"at,then,time",,,,
1209,rigoler,"to joke, to kid; to laugh, especially laugh out loud",verified_strong,3.760,True,True,"especially,joke,kid,laugh,loud,out",,,,
1210,alcool,"alcohol, especially domestic, medical, methylated spirits; spirits, hard liquor (strong alcoholic beverage, excludes wine, cider, beer)",verified_strong,4.670,True,True,"alcohol,alcoholic,beer,beverage,cider,domestic,especially,exclud,exclude,excludes",,,,
1211,utile,useful,verified_strong,4.690,True,True,useful,,,,
1212,médicament,"drug, medication, medicine, pharmaceutical, prescription",verified_strong,4.080,True,True,"drug,medication,medicine,pharmaceutical,prescription",,,,
1213,terme,"rent; terms (conditions); term (word, expression)",verified_strong,5.190,True,True,"condition,conditions,expression,rent,term,terms,word",,,,
1214,emporter,to win; to take; to get angry; to lose one's temper; to flare up,verified_strong,4.130,True,True,"angry,flare,get,lose,one',one's,take,temper,up,win",,,,
1215,militaire,military; a soldier,verified_strong,4.880,True,True,"military,soldier",,,,
1216,durant,"during, while",verified_strong,5.090,True,True,"dur,during,while",,,,
1217,bref,"brief (of short duration); in short, in brief, briefly",verified_strong,4.890,True,True,"brief,briefly,duration,in,short",,,,
1218,confirmer,"to uphold (a decision); to confirm (a fact etc.); to be confirmed, be corroborated",verified_strong,4.260,True,True,"confirm,confirmed,corroborat,corroborated,decision,etc,fact,uphold",,,,
1219,entendu,"heard; understood; accepted, decided following a discussion",verified_strong,5.000,True,True,"heard,understood",,,,
1220,offre,bid; offer; supply,verified_strong,5.120,True,True,"bid,offer,supply",,,,
1221,trahir,"to betray; to give away, to reveal",verified_strong,3.620,True,True,"away,betray,give,reveal",,,,
1222,rapporter,to fetch; to retrieve; to earn (a point),verified_strong,3.980,True,True,"earn,fetch,point,retrieve",,,,
1223,époux,spouse,verified_strong,4.190,True,True,spouse,,,,
1224,regard,"manhole; look, glance; sight, gaze, eyes",verified_strong,4.840,True,True,"eye,eyes,gaze,glance,look,manhole,sight",,,,
1225,nourrir,"to nurture, to fuel; to eat, to feed oneself; to feed (provide with nourishment), nourish",verified_strong,4.270,True,True,"eat,feed,fuel,nourish,nourishment,nurture,oneself,provide",,,,
1226,montagne,"mountain; a very large, muscular man",verified_strong,4.620,True,True,"large,man,mountain,muscular,very",,,,
1227,enchanté,"enchanted, delighted",verified_strong,3.480,True,True,"delight,delighted,enchant,enchanted",,,,
1228,ranger,"to go along; to park (a car); to order, to arrange",verified_strong,4.110,True,True,"along,car,go,park",,,,
1229,to,variant of tô,verified_strong,4.910,True,True,"t,variant",,,,
1230,arrêt,"stop, save; stop (place); judgment, ruling",verified_strong,4.800,True,True,"judgment,place,rul,ruling,save,stop",,,,
1231,lier,to link; to thicken; to associate,verified_strong,3.740,True,True,"associate,link,thicken",,,,
1232,russe,Russian,verified_strong,4.830,True,True,russian,,,,
1233,chasser,to hunt; to chase; to chassé,verified_strong,4.010,True,True,"chas,chase,chass,hunt",,,,
1234,cellule,cell,verified_strong,4.300,True,True,cell,,,,
1235,pensée,a pansy (plant) (c. 1460); amorous attachment (c. 1200); manner of thinking (c. 1215),verified_strong,4.740,True,True,"amorou,amorous,attachment,c,pansy,plant",,,,
1236,couverture,"blanket; coverage; cover, covering",verified_strong,4.540,True,True,"blanket,cover,coverage,covering",,,,
1237,extérieur,exterior,verified_strong,4.790,True,True,exterior,,,,
1238,page,"page, page boy; page, web page; page (of a book, etc.)",verified_strong,4.990,True,True,"book,boy,etc,page,web",,,,
1239,interdire,"to interdict; to forbid, ban, prohibit",verified_strong,4.200,True,True,"ban,forbid,interdict,prohibit",,,,
1240,commettre,to commit,verified_strong,3.990,True,True,commit,,,,
1241,voyager,"to travel, to voyage",verified_strong,4.270,True,True,"travel,voyage",,,,
1242,faveur,favour,verified_strong,4.780,True,True,favour,,,,
1243,ha,ha (exclamation of surprise or laughter),verified_strong,4.520,True,True,"exclamation,ha,laughter,surprise",,,,
1244,médical,medical,verified_strong,4.360,True,True,medical,,,,
1245,moindre,"comparative degree of petit; lower; less; lesser; superlative degree of petit; the smallest, the slightest, the least",verified_strong,4.760,True,True,"comparative,degree,least,les,less,lesser,lower,petit,slightest,smallest",,,,
1246,nombreux,"numerous, many",verified_strong,5.210,True,True,"many,numerou,numerous",,,,
1247,prétendre,"to claim; to pretend; to expect, to consider necessary",verified_strong,4.100,True,True,"claim,consider,expect,necessary,pretend",,,,
1248,adulte,adult,verified_strong,4.380,True,True,adult,,,,
1249,perte,loss; ruin; undoing,verified_strong,4.770,True,True,"los,loss,ruin,undo,undoing",,,,
