frequency,front,kaikki,readurdu,reason,word2word
6023,رکہا,,,not_indowordnet_urdu_lemma,
5906,اچہی,,,not_indowordnet_urdu_lemma,
5872,خطاب,,,not_indowordnet_urdu_lemma,
5860,ہاتہ,,,not_indowordnet_urdu_lemma,
5791,سرکاری,,,not_indowordnet_urdu_lemma,
5738,بہائی,,,not_indowordnet_urdu_lemma,
5722,کہتے,,,not_indowordnet_urdu_lemma,
5715,سکیں,,,not_indowordnet_urdu_lemma,
5620,بورڈ,,,no_two_source_semantic_agreement,mile; Oakland; resident; Pinsky; Justin
5583,باوجود,,,not_indowordnet_urdu_lemma,
5540,چکا,,already done (completive of چکنا),no_two_source_semantic_agreement,letters; drop; gone; Actually; bought
5403,حسن,,beauty,no_two_source_semantic_agreement,seats; kindly; Good; stay; Lord
5383,بنایا,,,not_indowordnet_urdu_lemma,
5350,ڈیم,,,not_indowordnet_urdu_lemma,
5348,صوبائی,,,not_indowordnet_urdu_lemma,
5289,متاثرہ,,,not_indowordnet_urdu_lemma,
5191,دیکہ,,,not_indowordnet_urdu_lemma,
5152,متاثرین,,,not_indowordnet_urdu_lemma,
5120,کانفرنس,,,not_indowordnet_urdu_lemma,
5116,ادارے,,,not_indowordnet_urdu_lemma,
5090,مولانا,,,not_indowordnet_urdu_lemma,
5061,اداروں,,,not_indowordnet_urdu_lemma,
5046,میر,,,not_indowordnet_urdu_lemma,
4983,پہنچ,,,not_indowordnet_urdu_lemma,
4976,کیے,,,not_indowordnet_urdu_lemma,
4975,کونسل,,,not_indowordnet_urdu_lemma,
4933,صورتحال,,,not_indowordnet_urdu_lemma,
4929,کہلاڑی,,,not_indowordnet_urdu_lemma,
4915,پروفیسر,,,not_indowordnet_urdu_lemma,
4899,درج,,,not_indowordnet_urdu_lemma,
4858,چاہتے,,,not_indowordnet_urdu_lemma,
4853,چودہری,,,not_indowordnet_urdu_lemma,
4845,دیتا,,,not_indowordnet_urdu_lemma,
4826,رکہتے,,,not_indowordnet_urdu_lemma,
4819,معاشی,,,not_indowordnet_urdu_lemma,
4801,قیام,,,not_indowordnet_urdu_lemma,
4740,بہترین,,,not_indowordnet_urdu_lemma,
4719,زیر,,,not_indowordnet_urdu_lemma,
4705,وزیراعظم,,,not_indowordnet_urdu_lemma,
4700,زخمی,,,not_indowordnet_urdu_lemma,
4699,شخصیت,,,not_indowordnet_urdu_lemma,
4625,متاثر,,,no_two_source_semantic_agreement,impressed; impressive; KNEW; L.A; HIT
4614,کہلاڑیوں,,,not_indowordnet_urdu_lemma,
4546,سکول,,,not_indowordnet_urdu_lemma,
4533,سری,,,not_indowordnet_urdu_lemma,
4524,نیوز,,,not_indowordnet_urdu_lemma,
4516,حیثیت,,,not_indowordnet_urdu_lemma,
4481,این,,,not_indowordnet_urdu_lemma,
4477,ملا,,,not_indowordnet_urdu_lemma,
4414,ایف,,,not_indowordnet_urdu_lemma,
4407,چل,,,not_indowordnet_urdu_lemma,
4396,اقدامات,,,not_indowordnet_urdu_lemma,
4350,زائد,,,not_indowordnet_urdu_lemma,
4343,شرح,,,not_indowordnet_urdu_lemma,
4342,تقریب,,,not_indowordnet_urdu_lemma,
4315,چاہیے,,,not_indowordnet_urdu_lemma,
4308,آتا,,,not_indowordnet_urdu_lemma,
4301,تعالی,,,not_indowordnet_urdu_lemma,
4300,لینے,,,not_indowordnet_urdu_lemma,
4284,دیکہا,,,not_indowordnet_urdu_lemma,
4277,اچہا,,,not_indowordnet_urdu_lemma,
4262,رہیں,,,not_indowordnet_urdu_lemma,
4229,گئیں,,,not_indowordnet_urdu_lemma,
4222,جمع,,,no_two_source_semantic_agreement,gather; collecting; collection; scrap; metal
4214,باتیں,,,not_indowordnet_urdu_lemma,
4068,سالہ,,,not_indowordnet_urdu_lemma,
4025,رہتے,,,not_indowordnet_urdu_lemma,
4013,سیکرٹری,,,not_indowordnet_urdu_lemma,
4005,ارکان,,,not_indowordnet_urdu_lemma,
4004,رقم,,,not_indowordnet_urdu_lemma,
3999,آتے,,,not_indowordnet_urdu_lemma,
3968,چیئرمین,,,not_indowordnet_urdu_lemma,
3947,بنائے,,,not_indowordnet_urdu_lemma,
3906,رہنے,,,not_indowordnet_urdu_lemma,
3902,عرصہ,,,not_indowordnet_urdu_lemma,
3856,شوکت,,,not_indowordnet_urdu_lemma,
3842,یونیورسٹی,,,not_indowordnet_urdu_lemma,
3840,شائع,,,not_indowordnet_urdu_lemma,
3829,آتی,,,not_indowordnet_urdu_lemma,
3807,انضمام,,,no_two_source_semantic_agreement,Met; discussion; merger; fascist; movement
3775,چہوٹے,,,not_indowordnet_urdu_lemma,
3771,حکام,,,not_indowordnet_urdu_lemma,
3708,رکہ,,,not_indowordnet_urdu_lemma,
3660,نامہ نگار,,,not_indowordnet_urdu_lemma,
3652,سربراہ,,,not_indowordnet_urdu_lemma,
3650,اتنی,,,not_indowordnet_urdu_lemma,
3642,پورے,,,not_indowordnet_urdu_lemma,
3641,بش,,,not_indowordnet_urdu_lemma,
3632,الیکشن,,,not_indowordnet_urdu_lemma,
3631,منعقد,,,not_indowordnet_urdu_lemma,
3630,قائد,,,not_indowordnet_urdu_lemma,
3630,کہانے,,,not_indowordnet_urdu_lemma,
3627,تبدیلی,,,not_indowordnet_urdu_lemma,
3603,مشتمل,,,not_indowordnet_urdu_lemma,
3599,رہتا,,,not_indowordnet_urdu_lemma,
3584,بہٹو,,,not_indowordnet_urdu_lemma,
3581,فلموں,,,not_indowordnet_urdu_lemma,
3578,بین الاقوامی,,,not_indowordnet_urdu_lemma,
3566,آپریشن,,,not_indowordnet_urdu_lemma,
3506,وفاقی,,,not_indowordnet_urdu_lemma,
3496,دیکہنے,,,not_indowordnet_urdu_lemma,
3495,تعلیمی,,,not_indowordnet_urdu_lemma,
3493,پڑے,,,not_indowordnet_urdu_lemma,
3488,ٹیکس,,,not_indowordnet_urdu_lemma,
3486,حیدر,,,not_indowordnet_urdu_lemma,
3486,فروخت,,,not_indowordnet_urdu_lemma,
3476,بہرپور,,,not_indowordnet_urdu_lemma,
3453,نواز,,,not_indowordnet_urdu_lemma,
3448,اچہے,,,not_indowordnet_urdu_lemma,
3403,تعاون,,,not_indowordnet_urdu_lemma,
3397,نتیجے,,,not_indowordnet_urdu_lemma,
3389,دیتی,,gives (feminine),no_two_source_semantic_agreement,shoots; draw; hits; Aspasius; breaks
3387,بحالی,,,no_two_source_semantic_agreement,restoration; INTERRUPTING; AM; ANYTHING; mission
3378,رکن,,,not_indowordnet_urdu_lemma,
3357,فیصلے,,,not_indowordnet_urdu_lemma,
3354,فرمایا,,,not_indowordnet_urdu_lemma,
3335,لیتے,,,not_indowordnet_urdu_lemma,
3326,ٹاؤن,,,not_indowordnet_urdu_lemma,
3309,پالیسی,,,not_indowordnet_urdu_lemma,
3280,اپوزیشن,,,not_indowordnet_urdu_lemma,
3240,معاشرے,,,not_indowordnet_urdu_lemma,
3235,دہماکہ,,,not_indowordnet_urdu_lemma,
3230,فروغ,,,no_two_source_semantic_agreement,promotion; thriving; cherished; Such; fact
3217,زرعی,,,not_indowordnet_urdu_lemma,
3217,شمار,,,not_indowordnet_urdu_lemma,
3200,چہوڑ,,,not_indowordnet_urdu_lemma,
3155,فائنل,,,not_indowordnet_urdu_lemma,
3135,عملی,,,not_indowordnet_urdu_lemma,
3135,ہاکی,,hockey,no_two_source_semantic_agreement,
3132,مطالبہ,,,not_indowordnet_urdu_lemma,
3107,چیف,,,not_indowordnet_urdu_lemma,
3078,نمائندہ,,,not_indowordnet_urdu_lemma,
3064,دودہ,,,not_indowordnet_urdu_lemma,
3051,شعبہ,,,not_indowordnet_urdu_lemma,
3041,ہاتہوں,,,not_indowordnet_urdu_lemma,
3040,خالد,,,not_indowordnet_urdu_lemma,
3032,ملین,,,not_indowordnet_urdu_lemma,
3019,کہیلوں,,,not_indowordnet_urdu_lemma,
3014,مقابلے,,,not_indowordnet_urdu_lemma,
2964,رہتی,,,not_indowordnet_urdu_lemma,
2958,اکرم,,,not_indowordnet_urdu_lemma,
2927,نمایاں,,,not_indowordnet_urdu_lemma,
2918,نیٹ,,,not_indowordnet_urdu_lemma,
2911,ملنے,,,not_indowordnet_urdu_lemma,
2909,ذمہ دار,,,not_indowordnet_urdu_lemma,
2909,طریقے,,,not_indowordnet_urdu_lemma,
2909,یونین,,operation denoted by symbol “∪” applied on two sets; the set of all distinct elements in the collection,no_two_source_semantic_agreement,poverty; union; Like; symbolizes; save
2904,سردار,,,not_indowordnet_urdu_lemma,
2900,ایل,,the English letter L (in acronyms),no_two_source_semantic_agreement,Kal-El; LA; days; SQL; injections
2880,دورے,,,not_indowordnet_urdu_lemma,
2869,طلبہ,,,not_indowordnet_urdu_lemma,
2859,چاہتا,,,not_indowordnet_urdu_lemma,
2851,پائی,,,no_two_source_semantic_agreement,pseudonym; found; This; dead; which
2842,دیر,,,no_two_source_semantic_agreement,late; long; longer; running; Late
2838,سماجی,,,not_indowordnet_urdu_lemma,
2835,ریکارڈ,,,not_indowordnet_urdu_lemma,
2819,مالی,,,no_two_source_semantic_agreement,Financed; collect; N; D; B
2816,تلاش,,,not_indowordnet_urdu_lemma,
2806,اثرات,,,not_indowordnet_urdu_lemma,
2802,ڈال,,,not_indowordnet_urdu_lemma,
2801,ضلعی,,,not_indowordnet_urdu_lemma,
2792,اہتمام,,,not_indowordnet_urdu_lemma,
2788,پڑا,,,not_indowordnet_urdu_lemma,
2783,آئیں,,,not_indowordnet_urdu_lemma,
2779,پڑتا,,,not_indowordnet_urdu_lemma,
2778,اینڈ,,,not_indowordnet_urdu_lemma,
2777,گورنر,,,not_indowordnet_urdu_lemma,
2770,وسائل,,,not_indowordnet_urdu_lemma,
2762,گہنٹے,,,not_indowordnet_urdu_lemma,
2754,آنکہوں,,,not_indowordnet_urdu_lemma,
2747,فراہمی,,,not_indowordnet_urdu_lemma,
2743,ڈے,,,not_indowordnet_urdu_lemma,
2728,طویل,,,not_indowordnet_urdu_lemma,
2722,وسطی,,,not_indowordnet_urdu_lemma,
2684,ذیل,,,not_indowordnet_urdu_lemma,
2683,مجموعی,,,not_indowordnet_urdu_lemma,
2681,ہسپتال,,,not_indowordnet_urdu_lemma,
2677,سنگہ,,,not_indowordnet_urdu_lemma,
2677,فنکار,,,not_indowordnet_urdu_lemma,
2657,آٹہ,,,not_indowordnet_urdu_lemma,
2651,میران,,,not_indowordnet_urdu_lemma,
2647,مجلس,,,no_two_source_semantic_agreement,October; bump; conversation; political; having
2646,مشکلات,,,not_indowordnet_urdu_lemma,
2632,کوچ,,,no_two_source_semantic_agreement,Coach; armor; coach; layer; Armor
2630,قبائلی,,,no_two_source_semantic_agreement,Tribals; tribal; Kashmir; interesting; Miranshah
2628,پریس,,,not_indowordnet_urdu_lemma,
2628,لگتا,,,not_indowordnet_urdu_lemma,
2627,رکہی,,,not_indowordnet_urdu_lemma,
2625,نیشنل,,,not_indowordnet_urdu_lemma,
2622,منصوبے,,,not_indowordnet_urdu_lemma,
2617,دلچسپی,,,not_indowordnet_urdu_lemma,
2616,رسد,,,not_indowordnet_urdu_lemma,
2615,سعید,,,not_indowordnet_urdu_lemma,
2613,چلے,,,not_indowordnet_urdu_lemma,
2612,اخراجات,,,not_indowordnet_urdu_lemma,
2605,مار,,,not_indowordnet_urdu_lemma,
2604,سائٹ,,,not_indowordnet_urdu_lemma,
2599,ووٹ,,,not_indowordnet_urdu_lemma,
2590,تجویز,,,not_indowordnet_urdu_lemma,
2585,گورنمنٹ,,,not_indowordnet_urdu_lemma,
2567,ورلڈ,,,not_indowordnet_urdu_lemma,
2563,کرنی,,,no_two_source_semantic_agreement,talk; gotta; speak; hurry; breathe
2558,سرگرمیوں,,,not_indowordnet_urdu_lemma,
2548,پہنچا,,,not_indowordnet_urdu_lemma,
2546,کیمپ,,,no_two_source_semantic_agreement,camp; exiting; Oscar; five-two; overboard
2544,دکہائی,,,not_indowordnet_urdu_lemma,
2540,ہزاروں,,,no_two_source_semantic_agreement,Thousands; POURING; STATE; INTO; hijacked
2533,اسٹاف,,,not_indowordnet_urdu_lemma,
2529,فرق,,,not_indowordnet_urdu_lemma,
2527,اننگز,,,not_indowordnet_urdu_lemma,
2523,رکہے,,,not_indowordnet_urdu_lemma,
2514,جہوٹ,,,not_indowordnet_urdu_lemma,
2511,پوزیشن,,,not_indowordnet_urdu_lemma,
2510,اضافے,,,not_indowordnet_urdu_lemma,
2509,بننے,,,not_indowordnet_urdu_lemma,
2507,سروس,,,not_indowordnet_urdu_lemma,
2506,عائد,,,not_indowordnet_urdu_lemma,
2503,سمجہ,,,not_indowordnet_urdu_lemma,
2502,کردہ,,,not_indowordnet_urdu_lemma,
2497,قیمتوں,,,not_indowordnet_urdu_lemma,
2481,الطاف,,,not_indowordnet_urdu_lemma,
2481,کمپنی,,,not_indowordnet_urdu_lemma,
2481,کمیشن,,,not_indowordnet_urdu_lemma,
2480,رکہیں,,,not_indowordnet_urdu_lemma,
2455,اندازہ,,,not_indowordnet_urdu_lemma,
2455,نتائج,,,not_indowordnet_urdu_lemma,
2450,تباہی,,,not_indowordnet_urdu_lemma,
2444,سٹی,,,not_indowordnet_urdu_lemma,
2411,ٹیلی,,,not_indowordnet_urdu_lemma,
2408,جنہوں,,,not_indowordnet_urdu_lemma,
2404,میڈیا,,,not_indowordnet_urdu_lemma,
2391,لگایا,,,not_indowordnet_urdu_lemma,
2388,مظفر,,,not_indowordnet_urdu_lemma,
2387,کیں,,,not_indowordnet_urdu_lemma,
2386,مجہ,,,not_indowordnet_urdu_lemma,
2372,مارکیٹ,,,not_indowordnet_urdu_lemma,
2370,بیرونی,,,not_indowordnet_urdu_lemma,
2358,کورٹ,,,not_indowordnet_urdu_lemma,
2355,ایچ,,,not_indowordnet_urdu_lemma,
2346,نکل,,,not_indowordnet_urdu_lemma,
2344,مقابلہ,,,not_indowordnet_urdu_lemma,
2342,شعبے,,,not_indowordnet_urdu_lemma,
2341,گہروں,,,not_indowordnet_urdu_lemma,
2341,مقام,,,not_indowordnet_urdu_lemma,
2338,ڈائریکٹر,,,not_indowordnet_urdu_lemma,
2337,گرد,,,not_indowordnet_urdu_lemma,
2333,کرائیں,,,not_indowordnet_urdu_lemma,
2329,رانا,,,not_indowordnet_urdu_lemma,
2322,میڈیکل,,,not_indowordnet_urdu_lemma,
2316,اہل,,,not_indowordnet_urdu_lemma,
2316,تیزی,,,no_two_source_semantic_agreement,fast; faster; damn; Han; em
2316,کمپنیاں,,,not_indowordnet_urdu_lemma,
2306,کیو,,the English letter Q (in acronyms),no_two_source_semantic_agreement,cue; barbecue; BQE; course; faster
2298,رکہتا,,,not_indowordnet_urdu_lemma,
2294,اطلاعات,,,not_indowordnet_urdu_lemma,
2293,شریک,,,not_indowordnet_urdu_lemma,
2285,بنے,,,not_indowordnet_urdu_lemma,
2283,صدارت,,,not_indowordnet_urdu_lemma,
2279,سرمایہ کاری,,,not_indowordnet_urdu_lemma,
2277,ریلیف,,,not_indowordnet_urdu_lemma,
2277,سلیم,,,not_indowordnet_urdu_lemma,
2272,اپیل,,,not_indowordnet_urdu_lemma,
2272,رکہنا,,,not_indowordnet_urdu_lemma,
2272,میچوں,,,not_indowordnet_urdu_lemma,
2255,حصول,,,not_indowordnet_urdu_lemma,
2253,لینڈ,,,not_indowordnet_urdu_lemma,
2247,برادری,,,not_indowordnet_urdu_lemma,
2242,خیالات,,,not_indowordnet_urdu_lemma,
2236,ادہر,,,not_indowordnet_urdu_lemma,
2227,حامل,,,not_indowordnet_urdu_lemma,
2220,پایا,,,not_indowordnet_urdu_lemma,
2218,پیچہے,,,not_indowordnet_urdu_lemma,
2216,علامہ,,,not_indowordnet_urdu_lemma,
2216,مہم,,"(act. part. of اهمّ 'to render solicitous or anxious,' iv of همّ 'to keep (one) in anxiety, or suspense,'…",no_two_source_semantic_agreement,campaign; door-to-door; adventures; worthless; manhunt
2213,ٹریفک,,,no_two_source_semantic_agreement,traffic; travelling; minimal; hijacked; transport
2201,جنس,,,no_two_source_semantic_agreement,industry; various; jobs; Foreign; Surveillance
2198,ٹیکنالوجی,,,not_indowordnet_urdu_lemma,
2197,طارق,,,not_indowordnet_urdu_lemma,
2196,لکہا,,,not_indowordnet_urdu_lemma,
2190,چہوٹی,,,not_indowordnet_urdu_lemma,
2189,افسران,,,not_indowordnet_urdu_lemma,
2185,ٹہیک,,,not_indowordnet_urdu_lemma,
2177,اٹہا,,,not_indowordnet_urdu_lemma,
2177,معاملے,,,not_indowordnet_urdu_lemma,
2176,کرائے,,,not_indowordnet_urdu_lemma,
2171,برائے,,,not_indowordnet_urdu_lemma,
2168,حکومتی,,,not_indowordnet_urdu_lemma,
2158,طالبات,,,not_indowordnet_urdu_lemma,
2155,اعزاز,,,not_indowordnet_urdu_lemma,
2155,صدیقی,,,not_indowordnet_urdu_lemma,
2153,ترقیاتی,,,not_indowordnet_urdu_lemma,
2149,فائرنگ,,,not_indowordnet_urdu_lemma,
2145,رپورٹر,,,not_indowordnet_urdu_lemma,
2145,ٹورنامنٹ,,,not_indowordnet_urdu_lemma,
2142,معلومات,,,not_indowordnet_urdu_lemma,
2126,سارے,,,not_indowordnet_urdu_lemma,
2120,ضمن,,,not_indowordnet_urdu_lemma,
2114,موقف,,,not_indowordnet_urdu_lemma,
2113,مثبت,,"(pass. part. of ثبّت 'to establish,' &c., ii of ثبت 'to remain fixed,' &c.), part. Established, proved,…",no_two_source_semantic_agreement,positive; tested; In; intellectual; capacity
2106,جے,,,not_indowordnet_urdu_lemma,
2106,یو,,,not_indowordnet_urdu_lemma,
2103,زیادہ تر,,,not_indowordnet_urdu_lemma,
2098,مہیا,,,not_indowordnet_urdu_lemma,
2096,پائے,,,not_indowordnet_urdu_lemma,
2096,گر,,,not_indowordnet_urdu_lemma,
2087,منتقل,,,no_two_source_semantic_agreement,move; MOVE; Move; pass; moving
2085,پہنچے,,,not_indowordnet_urdu_lemma,
2085,رہنماؤں,,,not_indowordnet_urdu_lemma,
2077,کہیلنے,,,not_indowordnet_urdu_lemma,
2076,سکی,,,not_indowordnet_urdu_lemma,
2073,کہانا,,,not_indowordnet_urdu_lemma,
2067,ڈوب,,,not_indowordnet_urdu_lemma,
2065,حاجی,,,no_two_source_semantic_agreement,
2064,قریشی,,,not_indowordnet_urdu_lemma,
2062,بنک,,,no_two_source_semantic_agreement,
2058,ضیاء,,,not_indowordnet_urdu_lemma,
2055,کلک,,,no_two_source_semantic_agreement,Go; clicks; Ten; boys; here
2048,ہاؤس,,,not_indowordnet_urdu_lemma,
2038,حقیقی,,,not_indowordnet_urdu_lemma,
2034,فلمی,,"movie, film",no_two_source_semantic_agreement,
2033,چوہدری,,,not_indowordnet_urdu_lemma,
2029,نبی,,,not_indowordnet_urdu_lemma,
2025,حصے,,,not_indowordnet_urdu_lemma,
2023,توازن,,,not_indowordnet_urdu_lemma,
2018,لگانے,,,not_indowordnet_urdu_lemma,
2018,مریضوں,,,not_indowordnet_urdu_lemma,
2015,بدہ,,,not_indowordnet_urdu_lemma,
2008,یقینی,,,not_indowordnet_urdu_lemma,
2007,دوسروں,,,not_indowordnet_urdu_lemma,
2005,صوبوں,,,not_indowordnet_urdu_lemma,
1994,لاکہوں,,,not_indowordnet_urdu_lemma,
1994,وڈیو,,,not_indowordnet_urdu_lemma,
1994,ڈرا,,,no_two_source_semantic_agreement,spooked; scared; draws; breast; might
1993,بالا,,,not_indowordnet_urdu_lemma,
1993,کیجئے,,,not_indowordnet_urdu_lemma,
1991,لائن,,,not_indowordnet_urdu_lemma,
1988,لحاظ,,,no_two_source_semantic_agreement,bit; Royal; sanctuary; non; Was
1986,لگی,,,not_indowordnet_urdu_lemma,
1981,اتنے,,,not_indowordnet_urdu_lemma,
1974,نکال,,,not_indowordnet_urdu_lemma,
1965,دیکہتے,,,not_indowordnet_urdu_lemma,
1962,کرانے,,,not_indowordnet_urdu_lemma,
1960,بسیں,,,not_indowordnet_urdu_lemma,
1959,رکہتی,,,not_indowordnet_urdu_lemma,
1958,جیسی,,,not_indowordnet_urdu_lemma,
1952,فرد,,,not_indowordnet_urdu_lemma,
1940,دریافت,,,not_indowordnet_urdu_lemma,
1939,پینے,,,not_indowordnet_urdu_lemma,
1937,شہریوں,,,not_indowordnet_urdu_lemma,
1936,فلسطینی,,,not_indowordnet_urdu_lemma,
1933,ڈاٹ,,,no_two_source_semantic_agreement,
1928,عرصے,,,not_indowordnet_urdu_lemma,
1928,وزیراعلی,,chief minister,no_two_source_semantic_agreement,
1921,زہریلی,,,not_indowordnet_urdu_lemma,
1919,کاموں,,,not_indowordnet_urdu_lemma,
1908,بٹ,,,not_indowordnet_urdu_lemma,
1908,کروں,,,not_indowordnet_urdu_lemma,
1906,بہاری,,,no_two_source_semantic_agreement,
1906,مصارف,,,not_indowordnet_urdu_lemma,
1899,شمالی,,,not_indowordnet_urdu_lemma,
1896,معاشیات,,,not_indowordnet_urdu_lemma,
1893,کین,,,not_indowordnet_urdu_lemma,
1890,ملتا,,,no_two_source_semantic_agreement,GET; IN; get; IF; Even
1886,ایشن,,,not_indowordnet_urdu_lemma,
1884,ضروریات,,,not_indowordnet_urdu_lemma,
1881,جدوجہد,,,not_indowordnet_urdu_lemma,
1879,انڈین,,,not_indowordnet_urdu_lemma,
1875,ملزمان,,,not_indowordnet_urdu_lemma,
1874,سمجہتے,,,not_indowordnet_urdu_lemma,
1871,جذبات,,,not_indowordnet_urdu_lemma,
1867,لہریں,,,not_indowordnet_urdu_lemma,
1865,دراندازی,,,no_two_source_semantic_agreement,full-scale; incursion; Norway; mounted; had
