frequency,front,kaikki,readurdu,reason,word2word
3627,تبدیلی,,,not_cle_lexical_or_closed_class,
3603,مشتمل,,,not_cle_lexical_or_closed_class,
3599,رہتا,,,not_cle_lexical_or_closed_class,
3584,بہٹو,,,not_cle_lexical_or_closed_class,
3581,فلموں,,,not_cle_lexical_or_closed_class,
3578,بین الاقوامی,,,not_cle_lexical_or_closed_class,
3566,آپریشن,,,not_cle_lexical_or_closed_class,
3506,وفاقی,,,not_cle_lexical_or_closed_class,
3496,دیکہنے,,,not_cle_lexical_or_closed_class,
3495,تعلیمی,,,not_cle_lexical_or_closed_class,
3493,پڑے,,,not_cle_lexical_or_closed_class,
3488,ٹیکس,,,not_cle_lexical_or_closed_class,
3486,حیدر,,,not_cle_lexical_or_closed_class,
3486,فروخت,,,not_cle_lexical_or_closed_class,
3476,بہرپور,,,not_cle_lexical_or_closed_class,
3453,نواز,,,not_cle_lexical_or_closed_class,
3448,اچہے,,,not_cle_lexical_or_closed_class,
3438,محفوظ,,,not_cle_lexical_or_closed_class,
3403,تعاون,,,not_cle_lexical_or_closed_class,
3397,نتیجے,,,not_cle_lexical_or_closed_class,
3389,دیتی,,,not_cle_lexical_or_closed_class,
3387,بحالی,,,not_cle_lexical_or_closed_class,
3378,رکن,,,not_cle_lexical_or_closed_class,
3357,فیصلے,,,not_cle_lexical_or_closed_class,
3354,فرمایا,,,not_cle_lexical_or_closed_class,
3335,لیتے,,,not_cle_lexical_or_closed_class,
3326,ٹاؤن,,,not_cle_lexical_or_closed_class,
3309,پالیسی,,,not_cle_lexical_or_closed_class,
3280,اپوزیشن,,,not_cle_lexical_or_closed_class,
3240,معاشرے,,,not_cle_lexical_or_closed_class,
3235,دہماکہ,,,not_cle_lexical_or_closed_class,
3230,فروغ,,,not_cle_lexical_or_closed_class,
3217,زرعی,,,not_cle_lexical_or_closed_class,
3217,شمار,,,not_cle_lexical_or_closed_class,
3200,چہوڑ,,,not_cle_lexical_or_closed_class,
3155,فائنل,,,not_cle_lexical_or_closed_class,
3135,عملی,,,not_cle_lexical_or_closed_class,
3135,ہاکی,,,not_cle_lexical_or_closed_class,
3132,مطالبہ,,,not_cle_lexical_or_closed_class,
3123,چلا,,,not_cle_lexical_or_closed_class,
3107,چیف,,,not_cle_lexical_or_closed_class,
3078,نمائندہ,,,not_cle_lexical_or_closed_class,
3064,دودہ,,,not_cle_lexical_or_closed_class,
3051,شعبہ,,,not_cle_lexical_or_closed_class,
3041,ہاتہوں,,,not_cle_lexical_or_closed_class,
3040,خالد,,,not_cle_lexical_or_closed_class,
3032,ملین,,,not_cle_lexical_or_closed_class,
3019,کہیلوں,,,not_cle_lexical_or_closed_class,
3014,مقابلے,,,not_cle_lexical_or_closed_class,
2964,رہتی,,,not_cle_lexical_or_closed_class,
2958,اکرم,,,not_cle_lexical_or_closed_class,
2927,نمایاں,,,not_cle_lexical_or_closed_class,
2918,نیٹ,,,not_cle_lexical_or_closed_class,
2911,ملنے,,,not_cle_lexical_or_closed_class,
2909,ذمہ دار,,,not_cle_lexical_or_closed_class,
2909,طریقے,,,not_cle_lexical_or_closed_class,
2909,یونین,,,not_cle_lexical_or_closed_class,
2904,سردار,,,not_cle_lexical_or_closed_class,
2900,ایل,,,not_cle_lexical_or_closed_class,
2880,دورے,,,not_cle_lexical_or_closed_class,
2869,طلبہ,,,not_cle_lexical_or_closed_class,
2859,چاہتا,,,not_cle_lexical_or_closed_class,
2851,پائی,,,not_cle_lexical_or_closed_class,
2842,دیر,,,not_cle_lexical_or_closed_class,
2838,سماجی,,,not_cle_lexical_or_closed_class,
2835,ریکارڈ,,,not_cle_lexical_or_closed_class,
2819,مالی,,,not_cle_lexical_or_closed_class,
2816,تلاش,,,not_cle_lexical_or_closed_class,
2806,اثرات,,,not_cle_lexical_or_closed_class,
2802,ڈال,,,not_cle_lexical_or_closed_class,
2801,ضلعی,,,not_cle_lexical_or_closed_class,
2792,اہتمام,,,not_cle_lexical_or_closed_class,
2788,پڑا,,,not_cle_lexical_or_closed_class,
2783,آئیں,,,not_cle_lexical_or_closed_class,
2779,پڑتا,,,not_cle_lexical_or_closed_class,
2778,اینڈ,,,not_cle_lexical_or_closed_class,
2777,گورنر,,,not_cle_lexical_or_closed_class,
2770,وسائل,,,not_cle_lexical_or_closed_class,
2762,گہنٹے,,,not_cle_lexical_or_closed_class,
2754,آنکہوں,,,not_cle_lexical_or_closed_class,
2747,فراہمی,,,not_cle_lexical_or_closed_class,
2743,ڈے,,,not_cle_lexical_or_closed_class,
2728,طویل,,,not_cle_lexical_or_closed_class,
2722,وسطی,,,not_cle_lexical_or_closed_class,
2684,ذیل,,,not_cle_lexical_or_closed_class,
2683,مجموعی,,,not_cle_lexical_or_closed_class,
2681,ہسپتال,,,not_cle_lexical_or_closed_class,
2677,سنگہ,,,not_cle_lexical_or_closed_class,
2677,فنکار,,,not_cle_lexical_or_closed_class,
2657,آٹہ,,,not_cle_lexical_or_closed_class,
2651,میران,,,not_cle_lexical_or_closed_class,
2647,مجلس,,,not_cle_lexical_or_closed_class,
2646,مشکلات,,,not_cle_lexical_or_closed_class,
2632,کوچ,,,not_cle_lexical_or_closed_class,
2630,قبائلی,,,not_cle_lexical_or_closed_class,
2628,پریس,,,not_cle_lexical_or_closed_class,
2628,لگتا,,,not_cle_lexical_or_closed_class,
2627,رکہی,,,not_cle_lexical_or_closed_class,
2625,نیشنل,,,not_cle_lexical_or_closed_class,
2622,منصوبے,,,not_cle_lexical_or_closed_class,
2617,دلچسپی,,,not_cle_lexical_or_closed_class,
2616,رسد,,,not_cle_lexical_or_closed_class,
2615,سعید,,,not_cle_lexical_or_closed_class,
2613,چلے,,,not_cle_lexical_or_closed_class,
2612,اخراجات,,,not_cle_lexical_or_closed_class,
2605,مار,,,not_cle_lexical_or_closed_class,
2604,سائٹ,,,not_cle_lexical_or_closed_class,
2599,ووٹ,,,not_cle_lexical_or_closed_class,
2590,تجویز,,,not_cle_lexical_or_closed_class,
2585,گورنمنٹ,,,not_cle_lexical_or_closed_class,
2567,ورلڈ,,,not_cle_lexical_or_closed_class,
2563,کرنی,,,not_cle_lexical_or_closed_class,
2558,سرگرمیوں,,,not_cle_lexical_or_closed_class,
2548,پہنچا,,,not_cle_lexical_or_closed_class,
2546,کیمپ,,,not_cle_lexical_or_closed_class,
2544,دکہائی,,,not_cle_lexical_or_closed_class,
2540,ہزاروں,,,not_cle_lexical_or_closed_class,
2533,اسٹاف,,,not_cle_lexical_or_closed_class,
2529,فرق,,,not_cle_lexical_or_closed_class,
2527,اننگز,,,not_cle_lexical_or_closed_class,
2523,رکہے,,,not_cle_lexical_or_closed_class,
2514,جہوٹ,,,not_cle_lexical_or_closed_class,
2511,پوزیشن,,,not_cle_lexical_or_closed_class,
2510,اضافے,,,not_cle_lexical_or_closed_class,
2509,بننے,,,not_cle_lexical_or_closed_class,
2507,سروس,,,not_cle_lexical_or_closed_class,
2506,عائد,,,not_cle_lexical_or_closed_class,
2503,سمجہ,,,not_cle_lexical_or_closed_class,
2502,کردہ,,,not_cle_lexical_or_closed_class,
2497,قیمتوں,,,not_cle_lexical_or_closed_class,
2481,الطاف,,,not_cle_lexical_or_closed_class,
2481,کمپنی,,,not_cle_lexical_or_closed_class,
2481,کمیشن,,,not_cle_lexical_or_closed_class,
2480,رکہیں,,,not_cle_lexical_or_closed_class,
2455,اندازہ,,,not_cle_lexical_or_closed_class,
2455,نتائج,,,not_cle_lexical_or_closed_class,
2450,تباہی,,,not_cle_lexical_or_closed_class,
2444,سٹی,,,not_cle_lexical_or_closed_class,
2424,طالب,,,not_cle_lexical_or_closed_class,
2411,ٹیلی,,,not_cle_lexical_or_closed_class,
2408,جنہوں,,,no_two_source_semantic_agreement,who; people; holding; finish; miracles
2404,میڈیا,,,not_cle_lexical_or_closed_class,
2391,لگایا,,,not_cle_lexical_or_closed_class,
2388,مظفر,,,not_cle_lexical_or_closed_class,
2387,کیں,,,not_cle_lexical_or_closed_class,
2386,مجہ,,,not_cle_lexical_or_closed_class,
2372,مارکیٹ,,,not_cle_lexical_or_closed_class,
2370,بیرونی,,,not_cle_lexical_or_closed_class,
2358,کورٹ,,,not_cle_lexical_or_closed_class,
2355,ایچ,,,not_cle_lexical_or_closed_class,
2346,نکل,,,not_cle_lexical_or_closed_class,
2344,مقابلہ,,,not_cle_lexical_or_closed_class,
2342,شعبے,,,not_cle_lexical_or_closed_class,
2341,گہروں,,,not_cle_lexical_or_closed_class,
2341,مقام,,,not_cle_lexical_or_closed_class,
2338,ڈائریکٹر,,,not_cle_lexical_or_closed_class,
2337,گرد,,,not_cle_lexical_or_closed_class,
2333,کرائیں,,,not_cle_lexical_or_closed_class,
2329,رانا,,,not_cle_lexical_or_closed_class,
2322,میڈیکل,,,not_cle_lexical_or_closed_class,
2316,اہل,,,not_cle_lexical_or_closed_class,
2316,تیزی,,,not_cle_lexical_or_closed_class,
2316,کمپنیاں,,,not_cle_lexical_or_closed_class,
2306,کیو,,,not_cle_lexical_or_closed_class,
2298,رکہتا,,,not_cle_lexical_or_closed_class,
2294,اطلاعات,,,not_cle_lexical_or_closed_class,
2293,شریک,,,not_cle_lexical_or_closed_class,
2285,بنے,,,not_cle_lexical_or_closed_class,
2283,صدارت,,,not_cle_lexical_or_closed_class,
2279,سرمایہ کاری,,,not_cle_lexical_or_closed_class,
2277,ریلیف,,,not_cle_lexical_or_closed_class,
2277,سلیم,,,not_cle_lexical_or_closed_class,
2272,اپیل,,,not_cle_lexical_or_closed_class,
2272,رکہنا,,,not_cle_lexical_or_closed_class,
2272,میچوں,,,not_cle_lexical_or_closed_class,
2269,بنائی,,,not_cle_lexical_or_closed_class,
2255,حصول,,,not_cle_lexical_or_closed_class,
2253,لینڈ,,,not_cle_lexical_or_closed_class,
2252,جسٹس,,,not_cle_lexical_or_closed_class,
2247,برادری,,,not_cle_lexical_or_closed_class,
2242,خیالات,,,not_cle_lexical_or_closed_class,
2236,ادہر,,,not_cle_lexical_or_closed_class,
2227,حامل,,,not_cle_lexical_or_closed_class,
2220,پایا,,,not_cle_lexical_or_closed_class,
2218,پیچہے,,,not_cle_lexical_or_closed_class,
2216,علامہ,,,not_cle_lexical_or_closed_class,
2216,مہم,,,not_cle_lexical_or_closed_class,
2213,ٹریفک,,,not_cle_lexical_or_closed_class,
2201,جنس,,,not_cle_lexical_or_closed_class,
2198,ٹیکنالوجی,,,not_cle_lexical_or_closed_class,
2197,طارق,,,not_cle_lexical_or_closed_class,
2196,لکہا,,,not_cle_lexical_or_closed_class,
2190,چہوٹی,,,not_cle_lexical_or_closed_class,
2189,افسران,,,not_cle_lexical_or_closed_class,
2185,ٹہیک,,,not_cle_lexical_or_closed_class,
2178,ٹیپ,,,not_cle_lexical_or_closed_class,
2177,اٹہا,,,not_cle_lexical_or_closed_class,
2177,معاملے,,,not_cle_lexical_or_closed_class,
2176,کرائے,,,not_cle_lexical_or_closed_class,
2171,برائے,,,not_cle_lexical_or_closed_class,
2168,حکومتی,,,not_cle_lexical_or_closed_class,
2158,طالبات,,,not_cle_lexical_or_closed_class,
2155,اعزاز,,,not_cle_lexical_or_closed_class,
2155,صدیقی,,,not_cle_lexical_or_closed_class,
2153,ترقیاتی,,,not_cle_lexical_or_closed_class,
2149,فائرنگ,,,not_cle_lexical_or_closed_class,
2145,رپورٹر,,,not_cle_lexical_or_closed_class,
2145,ٹورنامنٹ,,,not_cle_lexical_or_closed_class,
2142,معلومات,,,not_cle_lexical_or_closed_class,
2126,سارے,,,not_cle_lexical_or_closed_class,
2120,ضمن,,,not_cle_lexical_or_closed_class,
2114,موقف,,,not_cle_lexical_or_closed_class,
2113,مثبت,,,not_cle_lexical_or_closed_class,
2106,جے,,,not_cle_lexical_or_closed_class,
2106,یو,,,not_cle_lexical_or_closed_class,
2103,زیادہ تر,,,not_cle_lexical_or_closed_class,
2098,مہیا,,,not_cle_lexical_or_closed_class,
2096,پائے,,,not_cle_lexical_or_closed_class,
2096,گر,,,not_cle_lexical_or_closed_class,
2087,منتقل,,,not_cle_lexical_or_closed_class,
2085,پہنچے,,,not_cle_lexical_or_closed_class,
2085,رہنماؤں,,,not_cle_lexical_or_closed_class,
2077,کہیلنے,,,not_cle_lexical_or_closed_class,
2076,سکی,,,not_cle_lexical_or_closed_class,
2073,کہانا,,,not_cle_lexical_or_closed_class,
2067,ڈوب,,,not_cle_lexical_or_closed_class,
2065,حاجی,,,not_cle_lexical_or_closed_class,
2064,قریشی,,,not_cle_lexical_or_closed_class,
2062,بنک,,,not_cle_lexical_or_closed_class,
2058,ضیاء,,,not_cle_lexical_or_closed_class,
2055,کلک,,,not_cle_lexical_or_closed_class,
2048,ہاؤس,,,not_cle_lexical_or_closed_class,
2038,حقیقی,,,not_cle_lexical_or_closed_class,
2034,فلمی,,,not_cle_lexical_or_closed_class,
2033,چوہدری,,,not_cle_lexical_or_closed_class,
2029,نبی,,,not_cle_lexical_or_closed_class,
2025,حصے,,,not_cle_lexical_or_closed_class,
2023,توازن,,,not_cle_lexical_or_closed_class,
2018,لگانے,,,not_cle_lexical_or_closed_class,
2018,مریضوں,,,not_cle_lexical_or_closed_class,
2015,بدہ,,,not_cle_lexical_or_closed_class,
2008,یقینی,,,not_cle_lexical_or_closed_class,
2007,دوسروں,,,not_cle_lexical_or_closed_class,
2005,صوبوں,,,not_cle_lexical_or_closed_class,
1994,لاکہوں,,,not_cle_lexical_or_closed_class,
1994,وڈیو,,,not_cle_lexical_or_closed_class,
1994,ڈرا,,,no_two_source_semantic_agreement,spooked; scared; draws; breast; might
1993,بالا,,,not_cle_lexical_or_closed_class,
1993,کیجئے,,,not_cle_lexical_or_closed_class,
1991,لائن,,,not_cle_lexical_or_closed_class,
1988,لحاظ,,,not_cle_lexical_or_closed_class,
1986,لگی,,,not_cle_lexical_or_closed_class,
1981,اتنے,,,not_cle_lexical_or_closed_class,
1974,نکال,,,not_cle_lexical_or_closed_class,
1965,دیکہتے,,,not_cle_lexical_or_closed_class,
1962,کرانے,,,not_cle_lexical_or_closed_class,
1960,بسیں,,,not_cle_lexical_or_closed_class,
1959,رکہتی,,,not_cle_lexical_or_closed_class,
1958,جیسی,,,no_two_source_semantic_agreement,as; dared; embarrassed; self-satisfied; walk
1952,فرد,,,not_cle_lexical_or_closed_class,
1940,دریافت,,,not_cle_lexical_or_closed_class,
1939,پینے,,,not_cle_lexical_or_closed_class,
1937,شہریوں,,,not_cle_lexical_or_closed_class,
1936,فلسطینی,,,not_cle_lexical_or_closed_class,
1933,ڈاٹ,,,not_cle_lexical_or_closed_class,
1928,عرصے,,,not_cle_lexical_or_closed_class,
1928,وزیراعلی,,,not_cle_lexical_or_closed_class,
1921,زہریلی,,,not_cle_lexical_or_closed_class,
1919,کاموں,,,not_cle_lexical_or_closed_class,
1908,بٹ,,,not_cle_lexical_or_closed_class,
1908,کروں,,,not_cle_lexical_or_closed_class,
1906,بہاری,,,not_cle_lexical_or_closed_class,
1906,مصارف,,,not_cle_lexical_or_closed_class,
1902,اسرائیلی,,,not_cle_lexical_or_closed_class,
1899,شمالی,,,not_cle_lexical_or_closed_class,
1896,محدود,,,not_cle_lexical_or_closed_class,
1896,معاشیات,,,not_cle_lexical_or_closed_class,
1893,کین,,,not_cle_lexical_or_closed_class,
1890,ملتا,,,not_cle_lexical_or_closed_class,
1886,ایشن,,,not_cle_lexical_or_closed_class,
1884,ضروریات,,,not_cle_lexical_or_closed_class,
1881,جدوجہد,,,not_cle_lexical_or_closed_class,
1879,انڈین,,,not_cle_lexical_or_closed_class,
1875,ملزمان,,,not_cle_lexical_or_closed_class,
1874,سمجہتے,,,not_cle_lexical_or_closed_class,
1871,جذبات,,,not_cle_lexical_or_closed_class,
1867,لہریں,,,not_cle_lexical_or_closed_class,
1865,دراندازی,,,not_cle_lexical_or_closed_class,
1863,بطور,,,not_cle_lexical_or_closed_class,
1861,مرتب,,,not_cle_lexical_or_closed_class,
1858,بہوت,,,not_cle_lexical_or_closed_class,
1857,ہونی,,,not_cle_lexical_or_closed_class,
1855,سینئر,,,not_cle_lexical_or_closed_class,
1854,صنعتی,,,not_cle_lexical_or_closed_class,
