rank,front,expected_english,kaikki_entry,kaikki_pos,kaikki_has_english_gloss,semantic_overlap,semantic_overlap_terms,wordfreq_attested,wordfreq_zipf,arabic_wordnet_entry,camel_analysis,lexique4_entry,lexique4_pos,urdu_ud_entry,urdu_ud_pos,support_count,confidence
571,نیچے,below; under; down; underneath,False,,False,False,,True,5.15,False,False,False,,True,adp|adv,2,form_only
573,محض,merely; only; purely,False,,False,False,,True,4.90,False,False,False,,True,adv|part,2,form_only
579,رن,run (especially in cricket/sports),False,,False,False,,True,4.33,False,False,False,,True,adj|noun,2,form_only
583,معاملات,matters; affairs; dealings,True,noun,True,False,,True,4.90,False,False,False,,True,noun,3,semantic_review
589,ماضی,past,True,adj|noun,True,False,,True,4.94,False,False,False,,True,noun,3,semantic_review
597,اپ,up (English loan/transliteration); up-/upgrade-type compound element,False,,False,False,,True,5.13,False,False,False,,True,noun|part,2,form_only
605,چونکہ,because; since,False,,False,False,,True,5.15,False,False,False,,True,adv|sconj,2,form_only
634,لگ,"attach; seem; begin; be attached; cost (stem of لگنا, context-dependent)",False,,False,False,,True,5.25,False,False,False,,True,adp|propn|verb,2,form_only
654,جیسا,like; as; such as; resembling,False,,False,False,,True,5.35,False,False,False,,True,adp|adv|det|pron|sconj,2,form_only
655,جماعتوں,groups; parties; classes,True,noun,True,False,,True,5.01,False,False,False,,True,noun,3,semantic_review
656,تفصیلات,details,True,noun,True,False,,True,5.33,False,False,False,,True,noun,3,semantic_review
658,قوانین,laws; regulations,True,noun,True,False,,True,4.89,False,False,False,,True,noun,3,semantic_review
668,اساتذہ,teachers,True,noun,True,False,,True,4.82,False,False,False,,True,noun,3,semantic_review
697,حضور,presence; sir; respected/honored person; honorific form of address,True,noun,True,False,,True,5.05,False,False,False,,True,part|propn,3,semantic_review
711,الفاظ,words,True,noun,True,False,,True,5.32,False,False,False,,True,noun,3,semantic_review
722,امور,affairs; matters,True,noun,False,False,,True,4.99,False,False,False,,True,noun|propn,3,form_only
748,جنہیں,whom; which; to whom; to which (plural),False,,False,False,,True,4.94,False,False,False,,True,pron,2,form_only
757,مند,having; possessing; endowed with; -ful (suffix),True,suffix,True,False,,True,4.78,False,False,False,,True,adj,3,semantic_review
765,مخصوص,specific; particular; reserved,True,adj,True,False,,True,5.06,False,False,False,,True,adj,3,semantic_review
780,بری,bad (feminine of برا); free; acquitted; cleared/innocent of a charge (context-dependent),True,adj,True,False,,True,5.03,False,False,False,,True,adj,3,semantic_review
795,تیسرے,third (masculine plural/oblique),False,,False,False,,True,4.72,False,False,False,,True,adj,2,form_only
815,روک,stop; prevention; restraint; stop! (stem/imperative of روکنا),False,,False,False,,True,5.15,False,False,False,,True,noun|propn|verb,2,form_only
822,امراض,diseases; illnesses,True,noun,True,False,,True,4.65,False,False,False,,True,noun,3,semantic_review
837,گزر,passage; passing; pass/go by (verb stem); livelihood (in constructions/context-dependent),True,noun,True,False,,True,5.01,False,False,False,,True,verb,3,semantic_review
855,دیش,country; land,True,noun,True,False,,True,4.88,False,False,False,,True,propn,3,semantic_review
872,اکبر,greater; greatest; Akbar (name),False,,False,False,,True,5.06,False,False,False,,True,propn,2,form_only
880,تیسری,third (feminine),False,,False,False,,True,4.88,False,False,False,,True,adj,2,form_only
899,کھڑے,standing; upright,True,adj,True,False,,True,5.18,False,False,False,,True,verb,3,semantic_review
921,پس,therefore; so; then; behind; after (context-dependent),False,,False,False,,True,5.13,False,False,False,,True,noun,2,form_only
964,مری,died (feminine singular); Murree (place name),False,,False,False,,True,4.46,False,False,False,,False,,1,weak
965,دعویٰ,claim; assertion; legal claim; lawsuit,False,,False,False,,True,5.02,False,False,False,,True,noun,2,form_only
967,پہ,on; at; upon (variant/colloquial form of پر),True,postp,True,False,,True,5.23,False,False,False,,True,adp|propn,3,semantic_review
976,سود,interest (on money); profit; usury,False,,False,False,,True,4.56,False,False,False,,True,noun,2,form_only
980,داد,praise; appreciation; applause; justice/redress (context-dependent),False,,False,False,,True,4.51,False,False,False,,False,,1,weak
