rank,front,meaning,status,wordfreq_zipf,kaikki_entry,kaikki_semantic_support,kaikki_overlap_terms,readurdu_entry,readurdu_semantic_support,calima_exact_analyses,flags
1049,إسرائيلي,Israeli,verified_strong,4.200,True,True,israeli,,,6,
1050,سلم,hand over; surrender; greet,verified_morphology_review_semantics,4.670,True,False,,,,3,
1051,م,(A.D.); M; 13th; meter,verified_morphology_review_semantics,5.510,True,False,,,,1,
1052,تحميل,burdening; loading; shipment,verified_morphology_review_semantics,4.770,True,False,,,,6,
1053,أهم,more; most important,verified_strong,5.220,True,True,"important,more,most",,,4,
1054,عسكري,military; army,verified_strong,4.710,True,True,military,,,6,
1055,صلى,pray; worship,verified_strong,5.520,True,True,pray,,,2,
1056,تربية,education; pedagogy; breeding,verified_strong,4.380,True,True,education,,,7,
1057,محلي,local,verified_strong,4.300,True,True,local,,,6,
1058,ال,the,verified_morphology_review_semantics,5.550,True,False,,,,1,
1059,لبناني,Lebanese,verified_strong,4.380,True,True,lebanese,,,6,
1060,صيانة,maintenance; preservation,verified_morphology_review_semantics,4.010,True,False,,,,7,
1061,سوري,Syrian,verified_strong,4.530,True,True,syrian,,,6,
1062,رسول,messenger (Muhammad),verified_strong,5.310,True,True,"messenger,muhammad",,,12,
1063,متوسط,middle; central; average,verified_strong,4.580,True,True,"average,central,middle",,,6,
1064,أجنبي,foreign,verified_strong,4.090,True,True,foreign,,,6,
1065,إداري,administrative; management; departmental; officer,verified_strong,3.900,True,True,administrative,,,6,
1066,أغنية,song; melody,verified_strong,4.790,True,True,"melody,song",,,14,
1067,ملفة,dossier; letter file,verified_strong,1.140,True,True,"dossier,file",,,7,
1068,طب,medicine; medical treatment,verified_strong,4.680,True,True,medicine,,,6,
1069,كاتب,clerk,verified_strong,4.740,True,True,clerk,,,12,
1070,مخالف,divergent; violating,verified_morphology_review_semantics,3.930,True,False,,,,6,
1071,فرنسي,French,verified_strong,4.360,True,True,french,,,6,
1072,قرني,centenary,verified_morphology_review_semantics,2.900,False,False,,,,12,
1073,عراقي,Iraqi,verified_strong,4.340,True,True,iraqi,,,6,
1074,طبي,medical,verified_strong,4.200,True,True,medical,,,6,
1075,تقني,technical,verified_strong,3.820,True,True,technical,,,6,
1076,فن,art; specialty; variety,verified_strong,4.770,True,True,art,,,6,
1077,ملتقى,meeting place; juncture,verified_strong,4.370,True,True,place,,,1,
1078,شبكة,network; system,verified_strong,5.130,True,True,network,,,7,
1079,ضرر,damage; injury; harm,verified_morphology_review_semantics,4.200,True,False,,,,12,
1080,تجاري,commercial; business,verified_strong,4.340,True,True,commercial,,,6,
1081,بنت,daughter; girl,verified_strong,5.020,True,True,"daughter,girl",,,6,
1082,شب,youth,verified_morphology_review_semantics,3.650,True,False,,,,12,
1083,زال,cease; stop being; stop doing,verified_morphology_review_semantics,4.920,True,False,,,,2,
1084,أوربي,European,verified_morphology_review_semantics,2.760,True,False,,,,6,
1085,جمهوري,multitude; public,verified_morphology_review_semantics,3.540,True,False,,,,1,
1086,ريال,"riyal (S.Ar.=100 halala, Qatar=100 dirham, Yemen=100 fils)",verified_strong,5.110,True,True,"qatar,riyal,yemen",,,12,
1087,صف,line; row; class,verified_strong,4.290,True,True,"clas,class",,,6,
1088,طرف,party; side,verified_strong,4.910,True,True,side,,,6,
1089,جوال,itinerant; wandering,verified_morphology_review_semantics,3.990,True,False,,,,6,
1090,شعبي,popular; national; people's,verified_strong,4.240,True,True,"national,popular",,,12,
1091,تبليغ,conveyance; notification; informing,verified_morphology_review_semantics,3.190,True,False,,,,6,
1092,أ,A; 1st,verified_morphology_review_semantics,4.980,True,False,,,,1,
1093,مدني,civilian,verified_morphology_review_semantics,4.400,True,False,,,,6,
1094,مقال,article; essay,verified_morphology_review_semantics,4.560,True,False,,,,8,
1095,نشاط,activity; active,verified_strong,4.680,True,True,activity,,,18,
1096,ثقافي,cultural; intellectual,verified_strong,4.150,True,True,"cultural,intellectual",,,6,
1097,جمع,gather; assemble,verified_morphology_review_semantics,4.990,True,False,,,,2,
1098,وظيفة,job; position; function,verified_strong,4.730,True,True,function,,,7,
1099,رابع,fourth,verified_strong,4.060,True,True,fourth,,,6,
1100,منتج,product; production,verified_strong,4.470,True,True,product,,,12,
1101,صحي,health; healthy; sanitary,verified_strong,4.220,True,True,sanitary,,,6,
1102,وكالة,agency,verified_strong,5.060,True,True,agency,,,28,
1103,درس,lesson; study,verified_strong,4.590,True,True,lesson,,,6,
1104,أمير,prince,verified_strong,4.830,True,True,prince,,,6,
1105,أمني,security; safety,verified_morphology_review_semantics,4.190,True,False,,,,6,
1106,أرشيف,archive,verified_strong,4.060,True,True,archive,,,6,
1107,فنان,artist,verified_strong,4.330,True,True,artist,,,6,
1108,عامل,worker,verified_morphology_review_semantics,4.830,True,False,,,,12,
1109,مسلم,Muslim,verified_strong,4.940,True,True,muslim,,,12,
1110,قائم,remaining; existing,verified_morphology_review_semantics,4.170,True,False,,,,18,
1111,رواية,story; novel,verified_strong,4.840,True,True,"novel,story",,,14,
1112,أستاذ,professor,verified_strong,4.550,True,True,professor,,,6,
1113,إنجليزي,English,verified_strong,3.630,True,True,english,,,6,
1114,شاعر,poet,verified_strong,4.430,True,True,poet,,,6,
1115,أزرق,blue,verified_strong,4.180,True,True,blue,,,4,
1116,وفق,according to; in accordance with,verified_morphology_review_semantics,5.010,True,False,,,,1,
1117,جهد,exertion; endeavor,verified_strong,4.490,True,True,exertion,,,12,
1118,ختر,betray; deceive,explicit_review_required,0.000,False,False,,,,1,
1119,مساء,evening,verified_strong,5.270,True,True,"even,evening",,,4,
1120,دائم,permanent; lasting; constant,verified_strong,4.580,True,True,"last,lasting",,,6,
1121,صلاة,prayer; salat,verified_strong,4.870,True,True,"prayer,salat",,,7,
1122,تعديل,adjustment; change; modification; amendment,verified_strong,4.710,True,True,"adjustment,change",,,6,
1123,ديني,religious,verified_strong,4.440,True,True,"religiou,religious",,,6,
1124,سياحة,tourism,verified_strong,3.810,True,True,tourism,,,14,
1125,تعالى,come!,verified_strong,5.120,True,True,come,,,3,
1126,وسيلة,means; device; instrument,verified_strong,4.790,True,True,"mean,means",,,28,
1127,أمارة,sign; indication,verified_morphology_review_semantics,3.000,False,False,,,,14,
1128,تعليق,comment; remark; commentary,verified_strong,4.610,True,True,"comment,commentary",,,12,
1129,أدب,literature; good manners; etiquette,verified_morphology_review_semantics,4.290,True,False,,,,18,
1130,خصوص,matter; issue; regard; respect,verified_morphology_review_semantics,2.760,True,False,,,,6,
1131,تواصل,continuity; continuation,verified_morphology_review_semantics,4.760,True,False,,,,6,
1132,تفصيل,detailing; elaboration; giving details,verified_strong,3.720,True,True,detail,,,6,
1133,تركي,Turkish,verified_morphology_review_semantics,4.600,True,False,,,,6,
1134,سبت,basket,verified_morphology_review_semantics,3.760,False,False,,,,12,
1135,ورى,kindle; light,verified_morphology_review_semantics,2.850,True,False,,,,2,
1136,أدبي,literary,verified_strong,3.600,True,True,literary,,,12,
1137,تعليمي,educational; pedagogical; instructional,verified_strong,3.940,True,True,educational,,,6,
1138,تعريف,identification; notification,verified_morphology_review_semantics,4.690,True,False,,,,6,
1139,إطلاق,firing,verified_morphology_review_semantics,5.130,True,False,,,,12,
1140,غربي,west; western; westerner,verified_strong,4.210,True,True,western,,,6,
1141,مباشر,direct; immediate,verified_morphology_review_semantics,5.000,True,False,,,,10,
1142,عنى,mean; signify; concern,verified_strong,3.750,True,True,"mean,signify",,,2,
1143,د,D; 4th; Dr.; (minute); (dinar); (dirham),verified_strong,5.080,True,True,d,,,1,
1144,جنيه,pound,verified_strong,4.570,True,True,pound,,,28,
1145,شرط,precondition; stipulation,verified_morphology_review_semantics,4.410,True,False,,,,12,
1146,شارك,participate; share,verified_strong,5.120,True,True,"participate,share",,,1,
1147,فرقة,groups; teams,verified_morphology_review_semantics,4.720,True,False,,,,36,
1148,زائر,visitor; tourist,verified_strong,4.140,True,True,visitor,,,6,
1149,قانوني,legitimate; licit; allowed; legal,verified_strong,4.540,True,True,"allow,allowed",,,12,
1150,تنظيف,cleaning,verified_strong,4.670,True,True,"clean,cleaning",,,6,
1151,جرى,occur; happen; take place; flow,verified_strong,4.720,True,True,flow,,,1,
1152,بقي,remain; last,verified_strong,4.770,True,True,"last,remain",,,1,
1153,ديكور,decor; interior decoration,verified_strong,3.710,True,True,"decor,decoration",,,6,
1154,مشترك,common; joint; collective,verified_strong,4.630,True,True,"common,joint",,,6,
1155,تكليف,cost; expense; charge,verified_morphology_review_semantics,3.880,True,False,,,,12,
1156,حر,free; independent,verified_strong,4.600,True,True,free,,,6,
1157,ديموقراطي,democratic,verified_morphology_review_semantics,2.790,False,False,,,,6,
1158,معلم,teacher,verified_morphology_review_semantics,4.420,True,False,,,,12,
1159,مشاهدة,viewer; spectator; witness,verified_strong,5.090,True,True,"spectator,viewer",,,14,
1160,زاد,increase; exceed; add,verified_strong,4.690,True,True,"add,increase",,,1,
1161,أحدث,newer; newest; more; most recent,verified_strong,4.600,True,True,"more,most,newer,newest,recent",,,4,
1162,أقام,install; establish; erect,verified_morphology_review_semantics,4.150,True,False,,,,2,
1163,مطبخ,kitchen,verified_strong,4.300,True,True,kitchen,,,6,
1164,رسم,drawing; sketch; illustration,verified_morphology_review_semantics,4.720,True,False,,,,12,
1165,إعلامي,information; media,verified_strong,4.040,True,True,media,,,6,
1166,دار,house; home,verified_strong,5.090,True,True,house,,,8,
1167,شخصي,private; personal,verified_strong,4.450,True,True,personal,,,6,
1168,مخروطي,conical,verified_strong,2.430,True,True,conical,,,6,
1169,مهندس,engineer; technician,verified_strong,4.370,True,True,engineer,,,6,
1170,نبي,prophet,verified_strong,4.270,True,True,prophet,,,6,
1171,خمس,five,verified_strong,5.090,True,True,five,,,6,
1172,خامس,fifth,verified_strong,3.740,True,True,fifth,,,6,
1173,أظهر,show; manifest; demonstrate,verified_strong,4.540,True,True,"manifest,show",,,6,
1174,تعلق,be connected with; pertain to,verified_morphology_review_semantics,4.370,True,False,,,,5,
1175,أثاث,furniture; equipment,verified_strong,3.610,True,True,"equipment,furniture",,,6,
1176,مغربي,of; from the Maghrib (northwest Africa),verified_morphology_review_semantics,4.210,True,False,,,,28,
1177,تعرض,be exposed to; encounter,verified_morphology_review_semantics,5.020,True,False,,,,11,
1178,لوحة,painting; picture,verified_morphology_review_semantics,4.830,True,False,,,,14,
1179,قرن,century; age,verified_strong,4.330,True,True,century,,,24,
1180,نجم,star; constellation,verified_strong,4.780,True,True,star,,,12,
1181,جودة,excellence; high quality,verified_strong,4.600,True,True,"excellence,quality",,,7,
1182,أليس,valiant,verified_morphology_review_semantics,4.630,True,False,,,,4,
1183,لون,color; tint,verified_strong,4.720,True,True,color,,,17,
1184,تصريح,declaration; statement,verified_morphology_review_semantics,4.690,True,False,,,,12,
1185,ترحيب,welcoming; greeting,verified_strong,3.810,True,True,"welcom,welcoming",,,6,
1186,ه,H; (Hijrah); 5th,verified_morphology_review_semantics,4.850,True,False,,,,1,
1187,مليار,billion,verified_strong,4.820,True,True,billion,,,12,
1188,داخلي,interior; inside,verified_morphology_review_semantics,4.420,True,False,,,,1,
1189,مستخدم,employee,verified_strong,4.220,True,True,employee,,,12,
1190,يومي,daily,verified_strong,4.660,True,True,daily,,,6,
1191,شكوى,complaint; grievance,verified_strong,4.210,True,True,complaint,,,1,
1192,عاش,live; exist,verified_strong,4.540,True,True,live,,,1,
1193,ثني,fold; bend,verified_strong,3.190,True,True,"bend,fold",,,12,
1194,مميز,distinguished; special,verified_strong,4.590,True,True,"distinguish,distinguished,special",,,6,
1195,قراءة,reading,verified_strong,4.940,True,True,"read,reading",,,7,
1196,إيراني,Iranian,verified_strong,4.310,True,True,iranian,,,6,
1197,عنصر,element; factor,verified_strong,4.410,True,True,element,,,18,
1198,ملف,file; dossier,verified_strong,4.550,True,True,file,,,6,
1199,نسخة,copies,verified_strong,5.020,True,True,copy,,,11,
1200,شهادة,certificate; witness; testimony,verified_morphology_review_semantics,4.850,True,False,,,,14,
1201,متميز,distinguished; outstanding; prominent,verified_strong,4.040,True,True,"distinguish,distinguished,prominent",,,6,
1202,جسم,body; form,verified_strong,4.570,True,True,body,,,6,
1203,سبيل,way; road,verified_morphology_review_semantics,5.370,True,False,,,,6,
1204,عالي,high; elevated,verified_morphology_review_semantics,4.600,True,False,,,,5,
1205,سيدة,lady,verified_strong,4.660,True,True,lady,,,7,
1206,سنوي,yearly; annual,verified_strong,4.040,True,True,"annual,yearly",,,6,
1207,مرئي,visual; seen; visible,verified_strong,3.820,True,True,"visible,visual",,,6,
1208,تفسير,explanation; commentary,verified_strong,4.680,True,True,"commentary,explanation",,,12,
1209,رغب,wish; desire,verified_strong,3.570,True,True,desire,,,1,
1210,متخصص,specialized; specialist,verified_strong,4.190,True,True,specialist,,,6,
1211,مركزي,central,verified_strong,3.860,True,True,central,,,11,
1212,ورق,paper; sheet,verified_strong,4.300,True,True,"paper,sheet",,,48,
1213,ولي,follow; come after,verified_morphology_review_semantics,4.800,True,False,,,,1,
1214,شريف,noble; honorable; respectable,verified_strong,4.530,True,True,noble,,,6,
1215,أنشأ,establish; found; install,verified_strong,4.250,True,True,"establish,found",,,4,
1216,بينما,while,verified_strong,5.570,True,True,while,,,1,
1217,بلدية,municipality; township,verified_strong,4.580,True,True,municipality,,,7,
1218,أربع,four,verified_morphology_review_semantics,4.990,True,False,,,,4,
1219,مكافحة,confrontation; battle,verified_morphology_review_semantics,4.940,True,False,,,,7,
1220,صوتيات,phonetics,verified_strong,3.400,True,True,"phonetic,phonetics",,,14,
1221,سهل,easy; simple,verified_strong,4.780,True,True,easy,,,6,
1222,فرد,individual; unit,verified_morphology_review_semantics,4.660,True,False,,,,24,
1223,محامي,lawyers; defense counsel,verified_morphology_review_semantics,4.610,True,False,,,,6,
1224,بريد,mail; post office,verified_strong,4.380,True,True,"office,post",,,6,
1225,سمى,name; designate,verified_strong,3.600,True,True,"designate,name",,,1,
1226,نص,text,verified_strong,4.840,True,True,text,,,12,
1227,قريب,near; close,verified_strong,4.890,True,True,"close,near",,,12,
1228,شقة,apartment,verified_morphology_review_semantics,4.420,True,False,,,,14,
1229,ضم,include; comprise; incorporate,verified_morphology_review_semantics,4.400,True,False,,,,1,
1230,بصر,vision; glance,verified_strong,3.290,True,True,vision,,,6,
1231,شمالي,north; northern,verified_strong,4.370,True,True,northern,,,12,
1232,شمل,comprise; include; contain,verified_morphology_review_semantics,4.190,True,False,,,,2,
1233,مشير,indicative; indicating,verified_morphology_review_semantics,2.890,False,False,,,,6,
1234,جنوبي,southern; south,verified_strong,4.170,True,True,southern,,,6,
1235,سلعة,commodity; commercial article,verified_strong,3.800,True,True,"article,commodity",,,11,
1236,روسي,Russian,verified_strong,4.330,True,True,russian,,,6,
1237,نقاش,debate; argument; controversy,verified_morphology_review_semantics,4.270,True,False,,,,12,
1238,ساحة,scene; field; arena; forum,verified_strong,4.710,True,True,field,,,7,
1239,شرقي,Eastern; Oriental,verified_strong,4.250,True,True,eastern,,,6,
1240,سهم,share; stock,verified_morphology_review_semantics,4.160,True,False,,,,12,
1241,تاريخي,historical,verified_morphology_review_semantics,4.250,True,False,,,,6,
1242,تكنولوجيا,technology,verified_strong,4.550,True,True,technology,,,1,
1243,مترجم,translator; interpreter,verified_morphology_review_semantics,4.310,True,False,,,,12,
1244,شهيد,martyr,verified_strong,4.390,True,True,martyr,,,6,
1245,بي,B,verified_morphology_review_semantics,5.580,False,False,,,,1,
1246,مفتوح,open; opened,verified_strong,4.560,True,True,open,,,6,
1247,خلق,creation,verified_morphology_review_semantics,4.980,True,False,,,,24,
1248,طير,bird,verified_strong,3.830,True,True,bird,,,6,
1249,جزر,islands,verified_morphology_review_semantics,4.620,True,False,,,,18,
1250,بريطاني,British,verified_strong,3.890,True,True,british,,,6,
1251,ألماني,German,verified_strong,3.760,True,True,german,,,6,
1252,سعى,strive; pursue,verified_morphology_review_semantics,4.100,True,False,,,,1,
1253,زراعة,agriculture; cultivation,verified_strong,4.450,True,True,agriculture,,,14,
1254,خبرة,experience; expertise,verified_strong,4.430,True,True,experience,,,7,
1255,فئة,faction; party,verified_morphology_review_semantics,4.690,True,False,,,,7,
1256,عميل,agent,verified_strong,4.160,True,True,agent,,,6,
1257,رابطة,league; union,verified_strong,4.400,True,True,"league,union",,,14,
1258,واسع,wide; extensive; broad,verified_strong,4.900,True,True,"broad,extensive",,,6,
1259,صفة,attribute; characteristic; feature,verified_strong,4.270,True,True,attribute,,,14,
1260,فرض,imposing; levying,verified_morphology_review_semantics,4.730,True,False,,,,12,
1261,تضمن,guarantee; comprise; include,verified_strong,4.430,True,True,"comprise,include",,,9,
1262,تشغيل,operation; activation,verified_strong,4.690,True,True,operation,,,12,
1263,دينار,dinar,verified_strong,4.450,True,True,dinar,,,6,
1264,أفاد,report; inform; provide,verified_morphology_review_semantics,4.140,True,False,,,,2,
1265,مسجد,mosque,verified_strong,4.840,True,True,mosque,,,6,
1266,مريض,patient; sick person,verified_strong,4.660,True,True,"patient,person,sick",,,6,
1267,سياحي,tourist; tourism,verified_strong,3.830,True,True,tourist,,,6,
1268,كيفية,manner; mode; way,verified_morphology_review_semantics,5.020,True,False,,,,7,
1269,يمني,Yemeni,verified_strong,4.170,True,True,yemeni,,,6,
1270,إبداع,originality; creativity,verified_strong,3.970,True,True,"creativity,originality",,,6,
1271,علامة,mark; sign; point,verified_morphology_review_semantics,4.780,True,False,,,,14,
1272,إرهاب,terrorism; terrorizing,verified_strong,3.970,True,True,terrorism,,,6,
1273,شامل,comprehensive; general; complete; mass,verified_morphology_review_semantics,4.360,False,False,,,,6,
1274,أحمر,red,verified_strong,4.510,True,True,red,,,4,
1275,سادس,sixth,verified_strong,3.570,True,True,sixth,,,6,
1276,معروف,known; well-known,verified_morphology_review_semantics,4.810,True,False,,,,6,
1277,مساحة,surface; space; land; terrain,verified_strong,4.860,True,True,"space,surface",,,28,
1278,شحن,transportation; shipment; freighting,verified_morphology_review_semantics,4.260,True,False,,,,6,
1279,عقار,real estate; immovable property,verified_strong,4.080,True,True,"estate,immovable,property,real",,,12,
1280,موظف,employee,verified_strong,4.460,True,True,employee,,,6,
1281,جوي,air; aerial; atmospheric,verified_strong,4.360,True,True,air,,,6,
1282,مجلة,magazine; journal,verified_morphology_review_semantics,4.970,True,False,,,,7,
1283,صحفي,newspapers,verified_morphology_review_semantics,4.720,True,False,,,,7,
1284,عصر,age; period; epoch,verified_morphology_review_semantics,4.710,True,False,,,,12,
1285,ديوان,office; agency; anthology,verified_morphology_review_semantics,4.440,True,False,,,,6,
1286,بشري,human,verified_strong,4.070,True,True,human,,,6,
1287,فضائي,space; cosmic,verified_morphology_review_semantics,3.510,True,False,,,,18,
1288,دراسي,educational; scholastic; instructional,verified_strong,3.800,True,True,educational,,,16,
1289,مطلوب,required; necessary; demanded,verified_strong,4.520,True,True,demand,,,6,
1290,تحويل,conversion; transfer,verified_morphology_review_semantics,4.670,True,False,,,,6,
1291,وفر,provide; fulfill,verified_morphology_review_semantics,4.000,True,False,,,,6,
1292,محل,place; location,verified_morphology_review_semantics,4.870,True,False,,,,12,
1293,سمح,allow; permit; authorize,verified_morphology_review_semantics,4.440,True,False,,,,2,
1294,أداة,tool; instrument; apparatus,verified_strong,4.550,True,True,"apparatu,apparatus",,,7,
1295,فرع,branch; section; subdivision,verified_strong,4.670,True,True,branch,,,6,
1296,خاطر,mind; feeling; wish,verified_morphology_review_semantics,3.840,True,False,,,,6,
1297,خيار,good; better; best,verified_morphology_review_semantics,4.660,True,False,,,,36,
1298,أثار,provoke; agitate,verified_morphology_review_semantics,4.520,True,False,,,,2,
1299,أون,calm; serenity,verified_morphology_review_semantics,4.380,True,False,,,,12,
1300,صناعي,industrial; artificial,verified_strong,3.910,True,True,"artificial,industrial",,,7,
1301,إسباني,Spanish; Spaniard,verified_strong,3.340,True,True,"spaniard,spanish",,,6,
1302,متواجد,present; available,verified_morphology_review_semantics,3.980,False,False,,,,6,
1303,خلفية,background,verified_strong,4.750,True,True,background,,,7,
1304,صيني,Chinese,verified_strong,4.230,True,True,chinese,,,6,
1305,إخوة,brothers,verified_morphology_review_semantics,3.820,True,False,,,,7,
1306,شريك,partner; associate,verified_strong,4.830,True,True,"associate,partner",,,14,
1307,رشد,integrity; forthrightness,verified_morphology_review_semantics,3.610,True,False,,,,12,
1308,زار,visit,verified_strong,4.480,True,True,visit,,,1,
1309,جزائري,Algerian,verified_strong,4.020,True,True,algerian,,,6,
1310,كبري,land; earth,verified_morphology_review_semantics,3.550,True,False,,,,8,
1311,غد,tomorrow,verified_strong,4.280,True,True,tomorrow,,,6,
1312,عانى,suffer,verified_strong,4.150,True,True,suffer,,,1,
1313,جرح,wound; injury,verified_strong,4.290,True,True,wound,,,6,
1314,سفير,ambassador,verified_strong,4.240,True,True,ambassador,,,6,
1315,متنوع,diverse; sundry; various,verified_strong,3.620,True,True,diverse,,,6,
1316,حيوان,animal; creature,verified_strong,4.430,True,True,"animal,creature",,,6,
1317,جبل,mountain,verified_strong,4.690,True,True,mountain,,,6,
1318,ترجمة,translation; interpretation,verified_strong,4.920,True,True,"interpretation,translation",,,14,
1319,خبير,expert; specialist,verified_strong,4.430,True,True,"expert,specialist",,,6,
1320,مسلح,armed,verified_strong,4.160,True,True,"arm,armed",,,12,
1321,ممثل,representative; delegate,verified_strong,4.600,True,True,representative,,,12,
1322,أحب,love; like,verified_strong,5.220,True,True,"like,love",,,4,
1323,تدخل,intervention; interference,verified_strong,4.930,True,True,"interference,intervention",,,6,
1324,فائدة,benefit; use,verified_morphology_review_semantics,4.530,True,False,,,,7,
1325,أزياء,fashion; clothes; uniforms,verified_morphology_review_semantics,4.180,False,False,,,,4,
1326,واجه,face; be faced with; confront,verified_strong,4.210,True,True,"confront,face",,,1,
1327,تعزيز,praise; pride,verified_morphology_review_semantics,4.760,False,False,,,,18,
1328,نبوي,prophetic; of the Prophet,verified_morphology_review_semantics,3.070,False,False,,,,6,
1329,نقابة,union; syndicate,verified_strong,4.360,True,True,"syndicate,union",,,7,
1330,معهد,institute,verified_strong,4.710,True,True,institute,,,6,
1331,مشارك,participant; associate,verified_strong,4.100,True,True,participant,,,6,
1332,عملة,workers,verified_morphology_review_semantics,4.170,True,False,,,,14,
1333,حوال,obstacle; partition,verified_morphology_review_semantics,3.020,True,False,,,,6,
1334,ظرف,circumstance; condition; situation,verified_morphology_review_semantics,3.970,True,False,,,,18,
1335,عشرون,twenty,verified_strong,4.010,True,True,twenty,,,1,
1336,هندسة,engineering,verified_strong,4.180,True,True,"engineer,engineering",,,7,
1337,لاين,be lenient with; be kind to,verified_morphology_review_semantics,4.490,False,False,,,,2,
1338,واجب,duty; obligation; requirement,verified_strong,4.490,True,True,"duty,obligation",,,6,
1339,تمام,exact; complete,verified_strong,4.550,True,True,complete,,,6,
1340,قرأ,read,verified_strong,4.300,True,True,read,,,2,
1341,ترتيب,arrangement; organization; preparation,verified_strong,4.620,True,True,organization,,,6,
1342,رجا,request; hope for; plead to,verified_strong,3.330,True,True,hope,,,2,
1343,سابع,seventh,verified_strong,3.480,True,True,seventh,,,6,
1344,عناية,care; attention; concern,verified_strong,3.870,True,True,"attention,care",,,7,
1345,سأل,ask; inquire; request,verified_strong,4.330,True,True,"ask,inquire,request",,,2,
1346,قبيلة,tribe,verified_strong,4.540,True,True,tribe,,,7,
1347,تهنئة,congratulations,verified_strong,3.620,True,True,congratulation,,,7,
1348,قومي,national; state,verified_strong,4.300,True,True,national,,,12,
1349,مبادرة,initiative; proposal,verified_strong,4.550,True,True,initiative,,,7,
1350,مستمر,continuous; continuing; incessant,verified_strong,4.560,True,True,"continuou,continuous",,,6,
1351,ضمان,guarantee; insurance,verified_strong,4.650,True,True,guarantee,,,6,
1352,معين,fixed; determined; prescribed,verified_morphology_review_semantics,4.820,True,False,,,,6,
1353,ذكرى,commemoration; remembrance,verified_strong,4.710,True,True,remembrance,,,1,
