Front,Back
کوئی,"Rank: 41

Meaning: someone; anyone; some; any

Part of speech: adj|pron

Frequency evidence: 36801

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
گے,"Rank: 42

Meaning: will (masculine plural/honorific future marker)

Part of speech: noun

Frequency evidence: 36725

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
اپنی,"Rank: 43

Meaning: one's own; own (feminine form of اپنا)

Part of speech: closed-class

Frequency evidence: 33693

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
وقت,"Rank: 44

Meaning: time / period / occasion

Part of speech: noun

Frequency evidence: 33424

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
بہت,"Rank: 45

Meaning: many / very / much

Part of speech: adj

Frequency evidence: 33032

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
کسی,"Rank: 46

Meaning: someone / anyone / some (oblique)

Part of speech: adj|pron

Frequency evidence: 32246

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
یا,"Rank: 47

Meaning: or; oh!

Part of speech: conj|intj

Frequency evidence: 31361

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
ہم,"Rank: 48

Meaning: we / us

Part of speech: adv|conj|det|pron

Frequency evidence: 30962

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
ہوں,"Rank: 49

Meaning: first-person singular present indicative/subjunctive of ہونا (honā)

Part of speech: verb

Frequency evidence: 30623

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
زیادہ,"Rank: 50

Meaning: more / much / excessive

Part of speech: adj|adv

Frequency evidence: 29541

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
ملک,"Rank: 51

Meaning: country / nation / kingdom

Part of speech: noun

Frequency evidence: 29528

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
بات,"Rank: 52

Meaning: talk / word / matter / thing

Part of speech: noun

Frequency evidence: 29415

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
طرح,"Rank: 53

Meaning: condition; type, kind; method, manner, mode

Part of speech: noun

Frequency evidence: 28965

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
اگر,"Rank: 54

Meaning: if

Part of speech: conj|noun

Frequency evidence: 28729

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
اب,"Rank: 55

Meaning: now

Part of speech: adv|noun

Frequency evidence: 28345

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
حکومت,"Rank: 56

Meaning: government; power, reign, rule; jurisdiction; authority

Part of speech: noun

Frequency evidence: 28332

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
دو,"Rank: 57

Meaning: two

Part of speech: num

Frequency evidence: 28236

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
ہوا,"Rank: 58

Meaning: air; whiff; wind; breeze

Part of speech: noun|verb

Frequency evidence: 27535

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
دی,"Rank: 59

Meaning: gave (feminine of دینا)

Part of speech: content word

Frequency evidence: 27265

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
ہوتا,"Rank: 60

Meaning: masculine singular contrafactual; masculine singular habitual participle

Part of speech: verb

Frequency evidence: 26341

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
کام,"Rank: 61

Meaning: work / job / task

Part of speech: noun

Frequency evidence: 26218

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
حاصل,"Rank: 62

Meaning: conclusion, result; obtained, acquired; achieved

Part of speech: adj

Frequency evidence: 25881

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
سب,"Rank: 63

Meaning: all / every / everything

Part of speech: adj|det|pron

Frequency evidence: 24486

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
کرنا,"Rank: 64

Meaning: to do / to perform

Part of speech: verb

Frequency evidence: 24242

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
ہر,"Rank: 65

Meaning: every / each

Part of speech: det

Frequency evidence: 24102

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
سی,"Rank: 66

Meaning: the English letter C (in acronyms)

Part of speech: closed-class

Frequency evidence: 23927

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
طور,"Rank: 67

Meaning: hill, mount; manner, way; state, condition

Part of speech: noun

Frequency evidence: 22284

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
خان,"Rank: 68

Meaning: khan

Part of speech: name|noun

Frequency evidence: 21801

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
پہلے,"Rank: 69

Meaning: before / first / ago

Part of speech: adj

Frequency evidence: 21641

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
صرف,"Rank: 70

Meaning: only / just

Part of speech: adj|adv|noun

Frequency evidence: 21425

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
انہیں,"Rank: 71

Meaning: to them / them

Part of speech: pron

Frequency evidence: 20853

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
سال,"Rank: 72

Meaning: year

Part of speech: noun

Frequency evidence: 20564

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
وجہ,"Rank: 73

Meaning: face, visage, countenance, aspect; presence, appearance, shape, semblance; means of subsistence; wages, salary; money

Part of speech: noun

Frequency evidence: 20301

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
کم,"Rank: 74

Meaning: less / few / little

Part of speech: adj|adv|det

Frequency evidence: 20261

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
جنگ,"Rank: 75

Meaning: war; fight; battle

Part of speech: noun

Frequency evidence: 20095

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
اسے,"Rank: 76

Meaning: him / her / it (acc / dat)

Part of speech: pron

Frequency evidence: 19942

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
لیے,"Rank: 77

Meaning: for / for the sake of

Part of speech: verb

Frequency evidence: 19820

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
صدر,"Rank: 78

Meaning: president; chief, head; host (of an event etc.); Saddar (a neighbourhood of Karachi, Sindh, Pakistan)

Part of speech: name|noun

Frequency evidence: 19575

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
تمام,"Rank: 79

Meaning: all / entire / finished

Part of speech: adj

Frequency evidence: 19203

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
اسی,"Rank: 80

Meaning: eighty

Part of speech: num

Frequency evidence: 19032

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
خلاف,"Rank: 81

Meaning: against, opposed

Part of speech: adj

Frequency evidence: 18573

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
احمد,"Rank: 82

Meaning: an epithet for Prophet Muhammad; a male surname, Ahmed or Ahmad, from Arabic; a male given name, Ahmed or Ahmad, from Arabic

Part of speech: name

Frequency evidence: 18454

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
طرف,"Rank: 83

Meaning: side / direction / towards

Part of speech: noun

Frequency evidence: 17960

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
پہر,"Rank: 84

Meaning: unit of time equalling three hours

Part of speech: noun

Frequency evidence: 17870

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
دنیا,"Rank: 85

Meaning: world / universe

Part of speech: noun

Frequency evidence: 17856

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
شروع,"Rank: 86

Meaning: onset; beginning; commencement

Part of speech: noun

Frequency evidence: 17615

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
افراد,"Rank: 87

Meaning: kinds, types, species

Part of speech: noun

Frequency evidence: 17315

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
وزیر,"Rank: 88

Meaning: vizier; minister; queen / fers

Part of speech: noun

Frequency evidence: 16475

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
جن,"Rank: 89

Meaning: whom / those / which (plural oblique)

Part of speech: noun

Frequency evidence: 16169

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
آباد,"Rank: 90

Meaning: populous; inhabited; cultivated

Part of speech: adj|suffix

Frequency evidence: 15957

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
دور,"Rank: 91

Meaning: far / distant / away

Part of speech: adj|adv|noun

Frequency evidence: 15906

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
آ,"Rank: 92

Meaning: A vowel of Urdu, the variant of alif used for initial /aː/

Part of speech: character

Frequency evidence: 15727

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
دوست,"Rank: 93

Meaning: friend

Part of speech: noun

Frequency evidence: 15494

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
علی,"Rank: 94

Meaning: Ali ibn Abi Talib; a male given name, Ali, from Arabic; upon, over, on (only used in borrowed Arabic phrases; see related terms below)

Part of speech: name|prep

Frequency evidence: 15436

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
ڈاکٹر,"Rank: 95

Meaning: doctor; physician

Part of speech: noun

Frequency evidence: 15370

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
شامل,"Rank: 96

Meaning: associated, involved; included, comprised, incorporated

Part of speech: adj

Frequency evidence: 15136

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
لوگ,"Rank: 97

Meaning: people / folk

Part of speech: noun

Frequency evidence: 15103

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
لے,"Rank: 98

Meaning: stem; second-person singular present imperative; second/third-person singular present subjunctive

Part of speech: verb

Frequency evidence: 15060

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
استعمال,"Rank: 99

Meaning: use, usage, utilisation, employment

Part of speech: noun

Frequency evidence: 14892

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
مدد,"Rank: 100

Meaning: aid, relief; supply, aid; reinforcement

Part of speech: noun

Frequency evidence: 14881

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
میل,"Rank: 101

Meaning: desire, interest; dirt, filth, scum; crookedness, curve

Part of speech: noun

Frequency evidence: 14694

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
پیدا,"Rank: 102

Meaning: born; arisen, created

Part of speech: adj

Frequency evidence: 14434

Sources:
- CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics
- Refined through multi-dictionary learner-safety selection; candidate only until final audit"
