rank,front,meaning,wordfreq_zipf,semantic_support,kaikki_readurdu_agree,kaikki_word2word_agree,readurdu_word2word_agree,kaikki_meaning,readurdu_meaning,word2word_meaning
1083,امریکا,America; the Americas,5.22,Kaikki+ReadUrdu+word2word,True,True,True,"America, the Americas (a supercontinent consisting of North America, Central America and South America regarded as a whole; in full, the Americas); America, United States of America (a country in North America; in full, United States of America; official name: ریاستہائے متحدہ (riyāsat’hā-e-muttahida))","America, the Americas (a supercontinent consisting of North America, Central America and South America…; America, United States of America (a country in North America; in full, United States of America; official…",States; United; mother; how
1084,برطانیہ,Britain,5.22,Kaikki+ReadUrdu,True,False,False,"Britain (the United Kingdom, a kingdom and country in Northern Europe including the island of Great Britain as well as Northern Ireland on the northeastern portion of the island of Ireland)",Britain,bombings; U.K; did; right; You
1085,رب,Lord; An epithet for God,5.22,Kaikki+ReadUrdu+word2word,True,True,True,owner; possessor; Lord; An epithet for God,"Lord, God",Lord; Praise; butchers; Brother; everlasting
1086,رہتا,masculine singular of رَہْنا,5.22,ReadUrdu+word2word,False,False,True,,masculine singular of رَہْنا (rahnā — to live),7.63; Montblanc; pen; stays; live
1087,جناب,sir; mister; Excellency; Honour,5.21,Kaikki+ReadUrdu+word2word,True,True,True,"sir, mister; Excellency, Honour","n. sir, mister; Excellency, Honour; form of address for a judge | Platts:",sir; Mr; Sir; Mister; Luthor
1088,شائع,published,5.21,ReadUrdu+word2word,False,False,True,,published (شائع ہونا = to be published),publish; reposted; ourselves; beginning; publishing
1089,محفوظ,part. Kept safe,5.21,ReadUrdu+word2word,False,False,True,,"(pass. part. of حفظ 'to keep, preserve, guard,' &c.), part. Kept safe, preserved, guarded, protected, taken…",safe; SAFE; BE; D; WARM
1090,ہسپتال,hospital,5.20,ReadUrdu+word2word,False,False,True,,hospital,hospital; recall; prior; bang; noise
1091,آپریشن,operation,5.19,ReadUrdu+word2word,False,False,True,,operation (military or medical),ops; operation; Ops; fucked-up; tip
1092,طالبان,Taliban,5.19,Kaikki+ReadUrdu+word2word,True,True,True,"Taliban (a Deobandi Islamist and largely Pashtun religious political movement founded in Afghanistan in 1994 by mullah Mohammad Omar, which has governed the country from 1996 to 2001 and since 2021)",the Taliban; seekers (plural of طالب),Former; Taliban; claim; officials; hanging
1093,گنتی,counting; calculation; reckoning; Numbers,5.19,Kaikki+ReadUrdu+word2word,True,True,True,"counting; calculation, reckoning; Numbers (book of the Bible)","n. counting; calculation, reckoning; Numbers (book of the Bible) | Platts:",counting; snuck; who; right; half
1094,انڈیا,synonym of ہندوستان,5.18,Kaikki+ReadUrdu,True,False,False,synonym of ہندوستان (hindūstān),synonym of ہندوستان (hindūstān),India; assaulting; 1979; officer; wanted
1095,روس,Russia,5.18,Kaikki+ReadUrdu+word2word,True,True,True,Russia (a transcontinental country in Eastern Europe and North Asia),Russia,Russia; 1.5; billion; collection; twice
1096,زمانہ,world,5.18,Kaikki+ReadUrdu,True,False,False,tense; world; reign (of an empire etc.),"era, times, the world",
1097,اگست,August,5.17,Kaikki+ReadUrdu,True,False,False,August,n. August | Platts: (corr. of the English),
1098,پارلیمنٹ,parliament,5.17,ReadUrdu+word2word,False,False,True,,parliament,cabinet; symbolic; gesture; Palace; parliament
1099,گناہ,sin; fault,5.17,Kaikki+ReadUrdu+word2word,True,True,True,"sin; crime, fault, guilt",sin,sin; FAULTS; ANY; THERE; innocent
1100,یمن,Yemen,5.17,Kaikki+ReadUrdu,True,False,False,Yemen (a country in West Asia in the Middle East),name: Yemen (a country in West Asia in the Middle East) | Platts:,
1101,بتایا,told,5.16,ReadUrdu+word2word,False,False,True,,"told, informed (of بتانا)",told; Has; Raptor; cleared; blow
1102,ترکی,the Turkish language; a horse of Turkish breed; Turkish,5.16,Kaikki+ReadUrdu+word2word,True,True,True,"the Turkish language; a horse of Turkish breed; of or belonging to a Turk; Turkish, Turk-like",Turkey; Turkish,Turkish; Turkey; venerable; harem; disease
1103,جانتے,know,5.16,ReadUrdu+word2word,False,False,True,,know (plural of جاننا),know; KNOW; knew; -I; knows
1104,معنی,intent; meaning,5.16,Kaikki+ReadUrdu+word2word,True,True,True,intent; meaning,n. meaning; intent | Platts:,means; CONGRATULATIONS; Meaning; lover; kunya
1105,شہباز,a male given name; Shahbaz or Shehbaz; from Persian,5.15,Kaikki+ReadUrdu,True,False,False,"a male given name, Shahbaz or Shehbaz, from Persian","a male given name, Shahbaz or Shehbaz, from Persian",
1106,مت,don't,5.15,Kaikki+ReadUrdu,True,False,False,"religion, creed; don't (imperative negation)",don't (prohibitive); opinion; vote,Don; Do; worry; forget; touch
1107,بندی,slave; captive,5.14,Kaikki+ReadUrdu,True,False,False,bard; slave; captive,n. prisoner; captive; slave | Platts:,classified; planning; risky; Command; detonators
1108,شک,doubt,5.13,Kaikki+ReadUrdu+word2word,True,True,True,"doubt, uncertainty","doubt, suspicion",doubt; Surely; Synesius; seducing; Mind
1109,ظلم,oppression,5.12,Kaikki+ReadUrdu,True,False,True,"tyranny, oppression; wrongdoing, misdeed, injustice","oppression, cruelty",oppressed; cruelty; arrogance; From; being
1110,وفاقی,federal,5.12,ReadUrdu+word2word,False,False,True,,federal,Federal; federal; Victoria; decides; daughter
1111,پشاور,Peshawar (a city; the provincial capital of Khyber Pakhtunkhwa; Pakistan),5.12,Kaikki+ReadUrdu,True,False,False,"Peshawar (a city, the provincial capital of Khyber Pakhtunkhwa, Pakistan)","Peshawar (a city, the provincial capital of Khyber Pakhtunkhwa, Pakistan)",Pesh; d; Lahore; Street; 30
1112,یوسف,Yusuf; Joseph; a male given name from Arabic; Joseph of the Quran),5.12,Kaikki+ReadUrdu+word2word,True,True,True,"Yusuf, Joseph; a male given name from Arabic; Joseph (12th sura (chapter) of the Quran)","name: Yusuf, Joseph; a male given name from Arabic; Joseph (12th sura (chapter) of the Quran) | Platts:",Joseph; Ramzi; Yousef; 90s; Hazem
1113,دیکھتے,see; watch),5.11,ReadUrdu+word2word,False,False,True,,"plural masculine of دیکْھنا (dekhnā — to look, see, watch)",see; watch; Let; strut; Delta
1114,رکھتا,keeps,5.11,ReadUrdu+word2word,False,False,True,,keeps (masculine),belongs; keeps; believes; holds; limit
1115,ریکارڈ,record,5.11,ReadUrdu+word2word,False,False,True,,record,records; RECORDED; record; wrongs; indicate
1116,روح,soul; spirit,5.10,Kaikki+ReadUrdu+word2word,True,True,True,"soul, spirit; essence, quintessence","soul, spirit",spirit; soul; her; Too; independent
1117,ثبوت,proof; evidence,5.09,Kaikki+ReadUrdu+word2word,True,True,True,proof; evidence,"proof, evidence",proof; evidence; living; case; definitive
1118,بیٹھ,infinitive of بَیٹھنا,5.08,ReadUrdu+word2word,False,False,True,,infinitive of بَیٹھنا (baiṭhnā — to sit),down; Sit; sit; tight; sitting
1119,کھڑا,erect; standing,5.08,Kaikki+ReadUrdu+word2word,True,True,True,erect; standing,standing; erect,standing; stands; oak; Her; seek
1120,بدل,s.m. Change,5.07,ReadUrdu+word2word,False,False,True,,"s.m. Change, alteration; exchange, substitution; return, requital, retaliation; — postp. In exchange (for,…",changed; change; changes; turns; critical
1121,بیٹا,son; boy; child,5.07,Kaikki+ReadUrdu+word2word,True,True,True,"son, boy; child (any gender)","son, boy; child (any gender)",son; Son; -But; sweetie; Not
1122,احتساب,accountability,5.06,Kaikki+ReadUrdu,True,False,False,accountability,n. accountability | Platts:,accountable; hold; able; founded; being
1123,ترجمہ,translation,5.06,Kaikki+ReadUrdu,True,False,False,"rendering, rendition; translation; interpretation",translation,examples; forms; dialect; translate; speak
1124,جولائی,July,5.06,Kaikki+ReadUrdu,True,False,False,July,July,Obstructed; fading; view; Signal; steroids
1125,جہاز,craft; plane; ship,5.06,Kaikki+ReadUrdu+word2word,True,True,True,"craft; plane, ship","n. plane, ship; craft; clipping of ہَوائی جَہاز (havāī jahāz, “aircraft”) | Platts:",ship; plane; spaceship; Stop; Evanston
1126,سربراہ,head,5.06,ReadUrdu+word2word,False,False,True,,"head, chief (of an organization)",head; bar; Hayden; Michael; Reiser
1127,عربی,Arabic,5.06,Kaikki+ReadUrdu,True,False,False,Arabic,"name: Arabic | Platts: (rel. n. fr. ʻarab), m. = P عربيه ʻarabīya (for A. ʻarabīyat), f.",
1128,قربانی,sacrifice,5.06,Kaikki+ReadUrdu,True,False,False,"sacrifice; qurbani, sacrificial animal (Eid ul-Adha)",sacrifice,canaries; sneak; wiser; theory; using
1129,مضمون,essay,5.06,Kaikki+ReadUrdu,True,False,True,essay; sense; topic,"essay, article; subject",article; subject; longer; viable; genuine
1130,اولاد,progeny; offspring; descendant,5.05,Kaikki+ReadUrdu,True,False,False,progeny; offspring; descendant,n. offspring; descendant; progeny | Platts:,childless; More; baker; than
1131,سنا,ever; senna; always,5.05,Kaikki+ReadUrdu,True,False,False,ever; senna; always,"adv. always; ever; continually | n. senna | Platts: adv. Always, ever, perpetually, continually.",heard; hear; entrance; closed; spoil
1132,طالب,seeker,5.05,ReadUrdu+word2word,False,False,True,,seeker (طالب علم = student),student; Hampshire; Twenty-six; Med; kid
1133,مدینہ,Medina; Medina,5.05,Kaikki+ReadUrdu,True,False,False,"Medina (a province of Saudi Arabia); Medina (a major city, the capital of Medina province, Saudi Arabia; holy to Islam)","name: Medina (a major city, the capital of Medina province, Saudi Arabia; holy to Islam); Medina (a province of Saudi Arabia) | Platts: (for A. مدينة madīnat, v.n. fr. دان (for دين) 'to hold in possession or under authority')",
1134,ویڈیو,video,5.05,ReadUrdu+word2word,False,False,True,,video,video; ransom; Video; make; hang
1135,پروفیسر,professor,5.05,ReadUrdu+word2word,False,False,True,,professor,PROFESSOR; INTENSE; SOMETHING; HAPPEN; HERE
1136,انقلاب,revolution,5.04,Kaikki+ReadUrdu+word2word,True,True,True,revolution; coup d'état,revolution,revolution; hiding; escape; To; During
1137,ترک,a Turkish person; a citizen of Turkey; a Turkic person; a speaker of a Turkic language,5.04,Kaikki+ReadUrdu,True,False,False,"a Turkish person; a citizen of Turkey; a Turkic person; a speaker of a Turkic language, or bearer of Turkic heritage","n. a Turkic person; a speaker of a Turkic language, or bearer of Turkic heritage; a Turkish person; a citizen of Turkey | Platts:",Turk; another; kill; giving; dinner
1138,سمندر,sea; ocean; vast; boundless,5.04,Kaikki+ReadUrdu+word2word,True,True,True,"sea, ocean; vast; boundless; limitless (entity, land etc.)","n. sea, ocean; vast; boundless; limitless (entity, land etc.) | Platts: (said to be fr. sām, 'fire'+andar, 'in')",sea; ocean; ere; O; forthwith
1139,سنت,habit; custom,5.04,Kaikki+ReadUrdu,True,False,False,habit; Sunna; custom,n. tradition; habit; custom | Platts:,
1140,نامی,famous; celebrated; having a good reputation,5.04,Kaikki+ReadUrdu,True,False,False,"famous, celebrated; having a good reputation","adj. having a good reputation; famous, celebrated | Platts: (nām",called; named; musical; Rose; piece
1141,عبادت,worship,5.03,Kaikki+ReadUrdu+word2word,True,True,True,"worship; devotion, idol",worship,worship; pray; prayer; Henceforth; questioned
1142,مقامات,Places,5.03,ReadUrdu+word2word,False,False,True,,"s.m. pl. (of maqāmat, fr. maqām), Places; stations; dwellings; halts, &c. (see maqām); — sittings,…",places; his; Lots; Shattered; collarbone
1143,یورپ,Europe,5.03,Kaikki+ReadUrdu+word2word,True,True,True,"ellipsis of یورپی اتحاد (yūrapī ittihād, “European Union”); Europe (a continent located west of Asia and north of Africa)",Europe,Europe; ravage; continues; War; heavily
1144,یوم,day; aeon; epoch; period,5.03,Kaikki+ReadUrdu,True,False,False,day; aeon; epoch; period; age; era; (usually in the plural),n. day; aeon; epoch; period; age; era; (usually in the plural) | Platts:,burst; theatre; ourselves; knowing; defend
1145,بیت,couplet; distich; abode; house,5.02,Kaikki+ReadUrdu,True,False,False,"couplet, distich; abode, house, edifice; mosque, church, synagogue","n. couplet, distich; abode, house, edifice; mosque, church, synagogue | Platts:",bait; used; Bait; Nah; yourself
1146,ستمبر,September,5.02,Kaikki+ReadUrdu,True,False,False,September,September,Nine; one; still; Western; hijacker
1147,شرح,rate,5.02,ReadUrdu+word2word,False,False,True,,rate; commentary,rate; Heart; rising; highest; homicide
1148,مشرف,Musharraf,5.02,ReadUrdu+word2word,False,False,True,,"Musharraf (Pervez Musharraf, Pakistani president 2001–08); honored",Musharraf; tried; mean; kill; trust
1149,نوٹس,notice,5.02,ReadUrdu+word2word,False,False,True,,notice,notice; isn; properly; further; scratches
1150,نگار,writer; sweetheart; painting; portrait,5.02,Kaikki+ReadUrdu,True,False,False,"writer; sweetheart; painting, portrait, picture","n. sweetheart; writer; painting, portrait, picture | Platts: part.",
1151,گروہ,group; gang; clique; crew,5.02,Kaikki+ReadUrdu+word2word,True,True,True,"group, gang, clique, crew","n. group, gang, clique, crew | Platts:",group; deserving; putting; faction; says
1152,ہندو,Indian; a follower of Hinduism,5.02,Kaikki+ReadUrdu,True,False,True,Indian; a follower of Hinduism,"n. Hindu, a follower of Hinduism; Indian; Any subject regarding to Delhi Sultanate, or any other Islamic regime in any part of the Indian subcontinent | Platts: fem. haṅdī [prob. Prk.",Hah; blowing; crossing; storm; Hindu
1153,آرمی,army,5.01,Kaikki+ReadUrdu,True,False,False,army,army,
1154,بازی,bet; wager,5.01,Kaikki+ReadUrdu,True,False,False,bet; wager,"n. bet; wager | Platts: (see bāz, 'playing')",fusion; fireworks; hates; center; Nice
