front,zipf,reason
معاملے,4.80,no_two_source_semantic_agreement
ملین,4.80,no_two_source_semantic_agreement
وضاحت,4.80,no_two_source_semantic_agreement
پاکستانیوں,4.80,no_two_source_semantic_agreement
چاہیئے,4.80,no_two_source_semantic_agreement
کرانے,4.80,no_two_source_semantic_agreement
کررہی,4.80,no_two_source_semantic_agreement
کھلے,4.80,no_two_source_semantic_agreement
کہے,4.80,no_two_source_semantic_agreement
ایشن,4.79,no_two_source_semantic_agreement
با,4.79,no_two_source_semantic_agreement
بچ,4.79,no_two_source_semantic_agreement
جنس,4.79,no_two_source_semantic_agreement
ری,4.79,no_two_source_semantic_agreement
طاہر,4.79,no_two_source_semantic_agreement
ق,4.79,no_two_source_semantic_agreement
مداخلت,4.79,no_two_source_semantic_agreement
مردوں,4.79,no_two_source_semantic_agreement
مزار,4.79,no_two_source_semantic_agreement
ممبر,4.79,no_two_source_semantic_agreement
نجات,4.79,no_two_source_semantic_agreement
پردہ,4.79,no_two_source_semantic_agreement
پن,4.79,no_two_source_semantic_agreement
چیلنج,4.79,no_two_source_semantic_agreement
کرلی,4.79,no_two_source_semantic_agreement
ہونگے,4.79,no_two_source_semantic_agreement
ی,4.79,no_two_source_semantic_agreement
آیات,4.78,no_two_source_semantic_agreement
باری,4.78,no_two_source_semantic_agreement
حصوں,4.78,no_two_source_semantic_agreement
سول,4.78,no_two_source_semantic_agreement
سٹی,4.78,no_two_source_semantic_agreement
شعبے,4.78,no_two_source_semantic_agreement
عناصر,4.78,no_two_source_semantic_agreement
فارم,4.78,no_two_source_semantic_agreement
فلموں,4.78,raw_grammatical_metadata_only
ل,4.78,no_two_source_semantic_agreement
لایا,4.78,no_two_source_semantic_agreement
مسعود,4.78,no_two_source_semantic_agreement
وآلہ,4.78,no_two_source_semantic_agreement
کارکن,4.78,no_two_source_semantic_agreement
کالم,4.78,no_two_source_semantic_agreement
کرایا,4.78,no_two_source_semantic_agreement
ہورہی,4.78,no_two_source_semantic_agreement
اداکار,4.77,no_two_source_semantic_agreement
برادری,4.77,no_two_source_semantic_agreement
بٹ,4.77,no_two_source_semantic_agreement
بیٹھا,4.77,no_two_source_semantic_agreement
دیکھی,4.77,no_two_source_semantic_agreement
صدارت,4.77,no_two_source_semantic_agreement
عبداللہ,4.77,no_two_source_semantic_agreement
عسکری,4.77,no_two_source_semantic_agreement
فرمائے,4.77,no_two_source_semantic_agreement
لنکا,4.77,no_two_source_semantic_agreement
مجید,4.77,no_two_source_semantic_agreement
مقاصد,4.77,no_two_source_semantic_agreement
نافذ,4.77,no_two_source_semantic_agreement
ووڈ,4.77,no_two_source_semantic_agreement
