frequency,front,kaikki,readurdu,reason,word2word
3496,دیکہنے,,,no_direct_mapping_and_not_indowordnet_lemma,
3493,پڑے,,,no_direct_mapping_and_not_indowordnet_lemma,
3486,حیدر,,,no_direct_mapping_and_not_indowordnet_lemma,
3476,بہرپور,,,no_direct_mapping_and_not_indowordnet_lemma,
3448,اچہے,,,no_direct_mapping_and_not_indowordnet_lemma,
3397,نتیجے,,,no_direct_mapping_and_not_indowordnet_lemma,
3389,دیتی,,gives (feminine),fallback_no_two_source_semantic_agreement,shoots; draw; hits; Aspasius; breaks
3357,فیصلے,,,no_direct_mapping_and_not_indowordnet_lemma,
3354,فرمایا,,,no_direct_mapping_and_not_indowordnet_lemma,
3335,لیتے,,,no_direct_mapping_and_not_indowordnet_lemma,
3326,ٹاؤن,,,no_direct_mapping_and_not_indowordnet_lemma,
3240,معاشرے,,,no_direct_mapping_and_not_indowordnet_lemma,
3235,دہماکہ,,,no_direct_mapping_and_not_indowordnet_lemma,
3217,زرعی,,,no_direct_mapping_and_not_indowordnet_lemma,
3200,چہوڑ,,,no_direct_mapping_and_not_indowordnet_lemma,
3155,فائنل,,,no_direct_mapping_and_not_indowordnet_lemma,
3107,چیف,,,no_direct_mapping_and_not_indowordnet_lemma,
3064,دودہ,,,no_direct_mapping_and_not_indowordnet_lemma,
3041,ہاتہوں,,,no_direct_mapping_and_not_indowordnet_lemma,
3040,خالد,,,no_direct_mapping_and_not_indowordnet_lemma,
3019,کہیلوں,,,no_direct_mapping_and_not_indowordnet_lemma,
3014,مقابلے,,,no_direct_mapping_and_not_indowordnet_lemma,
2964,رہتی,,,no_direct_mapping_and_not_indowordnet_lemma,
2958,اکرم,,,no_direct_mapping_and_not_indowordnet_lemma,
2911,ملنے,,,no_direct_mapping_and_not_indowordnet_lemma,
2909,طریقے,,,no_direct_mapping_and_not_indowordnet_lemma,
2880,دورے,,,no_direct_mapping_and_not_indowordnet_lemma,
2869,طلبہ,,,no_direct_mapping_and_not_indowordnet_lemma,
2859,چاہتا,,,no_direct_mapping_and_not_indowordnet_lemma,
2851,پائی,,"s.f. A small copper coin; the fourth part of an ānā or anna, a paisā or pice; a vertical line (in Hindī…",fallback_no_two_source_semantic_agreement,pseudonym; found; This; dead; which
2806,اثرات,,,no_direct_mapping_and_not_indowordnet_lemma,
2801,ضلعی,,,no_direct_mapping_and_not_indowordnet_lemma,
2788,پڑا,,,no_direct_mapping_and_not_indowordnet_lemma,
2783,آئیں,,,no_direct_mapping_and_not_indowordnet_lemma,
2779,پڑتا,,,no_direct_mapping_and_not_indowordnet_lemma,
2778,اینڈ,,,no_direct_mapping_and_not_indowordnet_lemma,
2762,گہنٹے,,,no_direct_mapping_and_not_indowordnet_lemma,
2754,آنکہوں,,,no_direct_mapping_and_not_indowordnet_lemma,
2743,ڈے,,,no_direct_mapping_and_not_indowordnet_lemma,
2684,ذیل,,,no_direct_mapping_and_not_indowordnet_lemma,
2677,سنگہ,,,no_direct_mapping_and_not_indowordnet_lemma,
2657,آٹہ,,,no_direct_mapping_and_not_indowordnet_lemma,
2651,میران,,,no_direct_mapping_and_not_indowordnet_lemma,
2646,مشکلات,,,no_direct_mapping_and_not_indowordnet_lemma,
2628,لگتا,,,no_direct_mapping_and_not_indowordnet_lemma,
2627,رکہی,,,no_direct_mapping_and_not_indowordnet_lemma,
2625,نیشنل,,,no_direct_mapping_and_not_indowordnet_lemma,
2622,منصوبے,,,no_direct_mapping_and_not_indowordnet_lemma,
2613,چلے,,,no_direct_mapping_and_not_indowordnet_lemma,
2612,اخراجات,,,no_direct_mapping_and_not_indowordnet_lemma,
2585,گورنمنٹ,,,no_direct_mapping_and_not_indowordnet_lemma,
2567,ورلڈ,,,no_direct_mapping_and_not_indowordnet_lemma,
2558,سرگرمیوں,,,no_direct_mapping_and_not_indowordnet_lemma,
2544,دکہائی,,,no_direct_mapping_and_not_indowordnet_lemma,
2540,ہزاروں,,,fallback_no_two_source_semantic_agreement,Thousands; POURING; STATE; INTO; hijacked
2527,اننگز,,,no_direct_mapping_and_not_indowordnet_lemma,
2523,رکہے,,,no_direct_mapping_and_not_indowordnet_lemma,
2514,جہوٹ,,,no_direct_mapping_and_not_indowordnet_lemma,
2511,پوزیشن,,,no_direct_mapping_and_not_indowordnet_lemma,
2510,اضافے,,,no_direct_mapping_and_not_indowordnet_lemma,
2509,بننے,,,no_direct_mapping_and_not_indowordnet_lemma,
2506,عائد,,,no_direct_mapping_and_not_indowordnet_lemma,
2503,سمجہ,,,no_direct_mapping_and_not_indowordnet_lemma,
2502,کردہ,,,no_direct_mapping_and_not_indowordnet_lemma,
2497,قیمتوں,,,no_direct_mapping_and_not_indowordnet_lemma,
2481,الطاف,,,no_direct_mapping_and_not_indowordnet_lemma,
2480,رکہیں,,,no_direct_mapping_and_not_indowordnet_lemma,
2455,نتائج,,,no_direct_mapping_and_not_indowordnet_lemma,
2411,ٹیلی,,,no_direct_mapping_and_not_indowordnet_lemma,
2408,جنہوں,,,no_direct_mapping_and_not_indowordnet_lemma,
2404,میڈیا,,,no_direct_mapping_and_not_indowordnet_lemma,
2387,کیں,,,no_direct_mapping_and_not_indowordnet_lemma,
2386,مجہ,,,no_direct_mapping_and_not_indowordnet_lemma,
2355,ایچ,,,no_direct_mapping_and_not_indowordnet_lemma,
2342,شعبے,,,no_direct_mapping_and_not_indowordnet_lemma,
2341,گہروں,,,no_direct_mapping_and_not_indowordnet_lemma,
2333,کرائیں,,,no_direct_mapping_and_not_indowordnet_lemma,
2316,کمپنیاں,,,no_direct_mapping_and_not_indowordnet_lemma,
2298,رکہتا,,,no_direct_mapping_and_not_indowordnet_lemma,
2294,اطلاعات,,,no_direct_mapping_and_not_indowordnet_lemma,
2285,بنے,,,no_direct_mapping_and_not_indowordnet_lemma,
2277,ریلیف,,,no_direct_mapping_and_not_indowordnet_lemma,
2277,سلیم,,,no_direct_mapping_and_not_indowordnet_lemma,
2272,رکہنا,,,no_direct_mapping_and_not_indowordnet_lemma,
2272,میچوں,,,no_direct_mapping_and_not_indowordnet_lemma,
2253,لینڈ,,,no_direct_mapping_and_not_indowordnet_lemma,
2242,خیالات,,,no_direct_mapping_and_not_indowordnet_lemma,
2236,ادہر,,,no_direct_mapping_and_not_indowordnet_lemma,
2220,پایا,,,no_direct_mapping_and_not_indowordnet_lemma,
2218,پیچہے,,,no_direct_mapping_and_not_indowordnet_lemma,
2198,ٹیکنالوجی,,,no_direct_mapping_and_not_indowordnet_lemma,
2197,طارق,,,no_direct_mapping_and_not_indowordnet_lemma,
2196,لکہا,,,no_direct_mapping_and_not_indowordnet_lemma,
2190,چہوٹی,,,no_direct_mapping_and_not_indowordnet_lemma,
2189,افسران,,,no_direct_mapping_and_not_indowordnet_lemma,
2185,ٹہیک,,,no_direct_mapping_and_not_indowordnet_lemma,
2177,اٹہا,,,no_direct_mapping_and_not_indowordnet_lemma,
2177,معاملے,,,no_direct_mapping_and_not_indowordnet_lemma,
2176,کرائے,,,no_direct_mapping_and_not_indowordnet_lemma,
2171,برائے,,,no_direct_mapping_and_not_indowordnet_lemma,
2158,طالبات,,,no_direct_mapping_and_not_indowordnet_lemma,
2155,اعزاز,,,no_direct_mapping_and_not_indowordnet_lemma,
2155,صدیقی,,,no_direct_mapping_and_not_indowordnet_lemma,
2145,رپورٹر,,,no_direct_mapping_and_not_indowordnet_lemma,
2126,سارے,,,no_direct_mapping_and_not_indowordnet_lemma,
2114,موقف,,,no_direct_mapping_and_not_indowordnet_lemma,
2106,یو,,,no_direct_mapping_and_not_indowordnet_lemma,
2096,پائے,,,no_direct_mapping_and_not_indowordnet_lemma,
2096,گر,,,no_direct_mapping_and_not_indowordnet_lemma,
2085,پہنچے,,,no_direct_mapping_and_not_indowordnet_lemma,
2085,رہنماؤں,,,no_direct_mapping_and_not_indowordnet_lemma,
2077,کہیلنے,,,no_direct_mapping_and_not_indowordnet_lemma,
2076,سکی,,,no_direct_mapping_and_not_indowordnet_lemma,
2073,کہانا,,,no_direct_mapping_and_not_indowordnet_lemma,
2067,ڈوب,,,no_direct_mapping_and_not_indowordnet_lemma,
2064,قریشی,,,no_direct_mapping_and_not_indowordnet_lemma,
2058,ضیاء,,,no_direct_mapping_and_not_indowordnet_lemma,
2055,کلک,,s.m. A curlew; —,fallback_no_two_source_semantic_agreement,Go; clicks; Ten; boys; here
2034,فلمی,,"movie, film",fallback_no_two_source_semantic_agreement,
2033,چوہدری,,,no_direct_mapping_and_not_indowordnet_lemma,
2025,حصے,,,no_direct_mapping_and_not_indowordnet_lemma,
2018,لگانے,,,no_direct_mapping_and_not_indowordnet_lemma,
2018,مریضوں,,,no_direct_mapping_and_not_indowordnet_lemma,
2015,بدہ,,,no_direct_mapping_and_not_indowordnet_lemma,
2007,دوسروں,,,no_direct_mapping_and_not_indowordnet_lemma,
2005,صوبوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1994,لاکہوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1994,وڈیو,,,no_direct_mapping_and_not_indowordnet_lemma,
1993,کیجئے,,,no_direct_mapping_and_not_indowordnet_lemma,
1986,لگی,,,no_direct_mapping_and_not_indowordnet_lemma,
1981,اتنے,,,no_direct_mapping_and_not_indowordnet_lemma,
1974,نکال,,,no_direct_mapping_and_not_indowordnet_lemma,
1965,دیکہتے,,,no_direct_mapping_and_not_indowordnet_lemma,
1962,کرانے,,,no_direct_mapping_and_not_indowordnet_lemma,
1960,بسیں,,,no_direct_mapping_and_not_indowordnet_lemma,
1959,رکہتی,,,no_direct_mapping_and_not_indowordnet_lemma,
1958,جیسی,,,no_direct_mapping_and_not_indowordnet_lemma,
1939,پینے,,,no_direct_mapping_and_not_indowordnet_lemma,
1937,شہریوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1936,فلسطینی,,,no_direct_mapping_and_not_indowordnet_lemma,
1928,عرصے,,,no_direct_mapping_and_not_indowordnet_lemma,
1928,وزیراعلی,,chief minister,fallback_no_two_source_semantic_agreement,
1919,کاموں,,,no_direct_mapping_and_not_indowordnet_lemma,
1908,بٹ,,,no_direct_mapping_and_not_indowordnet_lemma,
1908,کروں,,,no_direct_mapping_and_not_indowordnet_lemma,
1906,مصارف,,,no_direct_mapping_and_not_indowordnet_lemma,
1893,کین,,,no_direct_mapping_and_not_indowordnet_lemma,
1890,ملتا,,part.,fallback_no_two_source_semantic_agreement,GET; IN; get; IF; Even
1886,ایشن,,,no_direct_mapping_and_not_indowordnet_lemma,
1884,ضروریات,,,no_direct_mapping_and_not_indowordnet_lemma,
1875,ملزمان,,,no_direct_mapping_and_not_indowordnet_lemma,
1874,سمجہتے,,,no_direct_mapping_and_not_indowordnet_lemma,
1867,لہریں,,,no_direct_mapping_and_not_indowordnet_lemma,
1863,بطور,,,no_direct_mapping_and_not_indowordnet_lemma,
1858,بہوت,,,no_direct_mapping_and_not_indowordnet_lemma,
1855,سینئر,,,no_direct_mapping_and_not_indowordnet_lemma,
1852,پچہلے,,,no_direct_mapping_and_not_indowordnet_lemma,
1852,وڈ,,,no_direct_mapping_and_not_indowordnet_lemma,
1839,فیڈریشن,,,no_direct_mapping_and_not_indowordnet_lemma,
1838,چاہتی,,,no_direct_mapping_and_not_indowordnet_lemma,
1838,درآمد,,,no_direct_mapping_and_not_indowordnet_lemma,
1835,دہماکے,,,no_direct_mapping_and_not_indowordnet_lemma,
1822,مرزا,,,no_direct_mapping_and_not_indowordnet_lemma,
1818,رشید,,,no_direct_mapping_and_not_indowordnet_lemma,
1815,ہمہ جہت,,,no_direct_mapping_and_not_indowordnet_lemma,
1807,ہائی,,,no_direct_mapping_and_not_indowordnet_lemma,
1800,انور,,,no_direct_mapping_and_not_indowordnet_lemma,
1794,ندیم,,,no_direct_mapping_and_not_indowordnet_lemma,
1786,فاروق,,,no_direct_mapping_and_not_indowordnet_lemma,
1776,فلمیں,,,no_direct_mapping_and_not_indowordnet_lemma,
1765,فرائض,,,no_direct_mapping_and_not_indowordnet_lemma,
1758,مسٹر,,,no_direct_mapping_and_not_indowordnet_lemma,
1751,زلزلہ زدگان,,,no_direct_mapping_and_not_indowordnet_lemma,
1742,پوچہا,,,no_direct_mapping_and_not_indowordnet_lemma,
1735,صوبے,,,no_direct_mapping_and_not_indowordnet_lemma,
1732,کہنے,,,no_direct_mapping_and_not_indowordnet_lemma,
1724,مختتم,,,no_direct_mapping_and_not_indowordnet_lemma,
1718,شپ,,,no_direct_mapping_and_not_indowordnet_lemma,
1718,وسیم,,,no_direct_mapping_and_not_indowordnet_lemma,
1713,ادویات,,,no_direct_mapping_and_not_indowordnet_lemma,
1711,ملتی,,,no_direct_mapping_and_not_indowordnet_lemma,
1709,مرحوم,,,no_direct_mapping_and_not_indowordnet_lemma,
1706,منافع,,,no_direct_mapping_and_not_indowordnet_lemma,
1701,ارشد,,,no_direct_mapping_and_not_indowordnet_lemma,
1701,لانے,,,no_direct_mapping_and_not_indowordnet_lemma,
1695,حکومتوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1688,طاہر,,,no_direct_mapping_and_not_indowordnet_lemma,
1681,کارکنوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1681,ڈسٹرکٹ,,,no_direct_mapping_and_not_indowordnet_lemma,
1669,مین,,,no_direct_mapping_and_not_indowordnet_lemma,
1660,ملازمین,,,no_direct_mapping_and_not_indowordnet_lemma,
1659,برسوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1640,براہ,,,no_direct_mapping_and_not_indowordnet_lemma,
1639,بیٹہ,,,no_direct_mapping_and_not_indowordnet_lemma,
1637,تنظیموں,,,no_direct_mapping_and_not_indowordnet_lemma,
1631,سکور,,,no_direct_mapping_and_not_indowordnet_lemma,
1626,کہیلے,,,no_direct_mapping_and_not_indowordnet_lemma,
1625,بیٹنگ,,,no_direct_mapping_and_not_indowordnet_lemma,
1622,کہڑے,,,no_direct_mapping_and_not_indowordnet_lemma,
1606,فاؤنڈیشن,,,no_direct_mapping_and_not_indowordnet_lemma,
1606,ہوئیں,,,no_direct_mapping_and_not_indowordnet_lemma,
1603,ناظمین,,,no_direct_mapping_and_not_indowordnet_lemma,
1596,سڑکوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1595,دکہ,,,no_direct_mapping_and_not_indowordnet_lemma,
1584,لیتا,,,no_direct_mapping_and_not_indowordnet_lemma,
1580,سیمی,,,no_direct_mapping_and_not_indowordnet_lemma,
1569,سالوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1569,کمپنیوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1567,ویسٹ,,,no_direct_mapping_and_not_indowordnet_lemma,
1559,منفی,,,no_direct_mapping_and_not_indowordnet_lemma,
1556,بڑہتی,,,no_direct_mapping_and_not_indowordnet_lemma,
1551,نوعیت,,,no_direct_mapping_and_not_indowordnet_lemma,
1550,شعبوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1549,پڑہ,,,no_direct_mapping_and_not_indowordnet_lemma,
1544,بیماریوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1540,لگائے,,,no_direct_mapping_and_not_indowordnet_lemma,
1537,پیمانے,,,no_direct_mapping_and_not_indowordnet_lemma,
1526,اسلم,,,no_direct_mapping_and_not_indowordnet_lemma,
1515,کوششوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1511,مرحلے,,,no_direct_mapping_and_not_indowordnet_lemma,
1505,لیکر,,,no_direct_mapping_and_not_indowordnet_lemma,
1503,قیمتیں,,,no_direct_mapping_and_not_indowordnet_lemma,
1495,اعجاز,,,no_direct_mapping_and_not_indowordnet_lemma,
1491,حکمران,,,no_direct_mapping_and_not_indowordnet_lemma,
1482,سمجہا,,,no_direct_mapping_and_not_indowordnet_lemma,
1482,منصوبہ بندی,,,no_direct_mapping_and_not_indowordnet_lemma,
1476,بڑہا,,,no_direct_mapping_and_not_indowordnet_lemma,
1476,بیٹہے,,,no_direct_mapping_and_not_indowordnet_lemma,
1468,عارف,,,no_direct_mapping_and_not_indowordnet_lemma,
1463,بخاری,,,no_direct_mapping_and_not_indowordnet_lemma,
1458,سہولتیں,,,no_direct_mapping_and_not_indowordnet_lemma,
1456,پارلیمانی,,,no_direct_mapping_and_not_indowordnet_lemma,
1449,دہماکوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1447,پہول,,,no_direct_mapping_and_not_indowordnet_lemma,
1447,دیے,,,no_direct_mapping_and_not_indowordnet_lemma,
1446,فوجیوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1445,بوجہ,,,no_direct_mapping_and_not_indowordnet_lemma,
1440,خاتمے,,,no_direct_mapping_and_not_indowordnet_lemma,
1436,موومنٹ,,,no_direct_mapping_and_not_indowordnet_lemma,
1435,ڈاکٹروں,,,no_direct_mapping_and_not_indowordnet_lemma,
1434,جانی,,,no_direct_mapping_and_not_indowordnet_lemma,
1432,پیش نظر,,,no_direct_mapping_and_not_indowordnet_lemma,
1430,انہی,,,no_direct_mapping_and_not_indowordnet_lemma,
1422,باتوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1422,بلدیاتی,,,no_direct_mapping_and_not_indowordnet_lemma,
1420,الزامات,,,no_direct_mapping_and_not_indowordnet_lemma,
1419,ٹیموں,,,no_direct_mapping_and_not_indowordnet_lemma,
1416,تعین,,,no_direct_mapping_and_not_indowordnet_lemma,
1410,ساڑہے,,,no_direct_mapping_and_not_indowordnet_lemma,
1410,کتنی,,,no_direct_mapping_and_not_indowordnet_lemma,
1404,مواقع,,,no_direct_mapping_and_not_indowordnet_lemma,
1400,جتنی,,,no_direct_mapping_and_not_indowordnet_lemma,
1399,سیکورٹی,,,no_direct_mapping_and_not_indowordnet_lemma,
1398,فنڈز,,,no_direct_mapping_and_not_indowordnet_lemma,
1398,نوجوانوں,,,no_direct_mapping_and_not_indowordnet_lemma,
1397,بڑہانے,,,no_direct_mapping_and_not_indowordnet_lemma,
1395,پہنچنے,,,no_direct_mapping_and_not_indowordnet_lemma,
1392,وجوہات,,,no_direct_mapping_and_not_indowordnet_lemma,
1390,ناصر,,,no_direct_mapping_and_not_indowordnet_lemma,
