rank,front,meaning,status,wordfreq_zipf,kaikki_entry,kaikki_semantic_support,kaikki_overlap_terms,readurdu_entry,readurdu_semantic_support,calima_exact_analyses,flags
1097,جمع,gather; assemble,verified_morphology_review_semantics,4.990,True,False,,,,2,
1105,أمني,security; safety,verified_morphology_review_semantics,4.190,True,False,,,,6,
1108,عامل,worker,verified_morphology_review_semantics,4.830,True,False,,,,12,
1110,قائم,remaining; existing,verified_morphology_review_semantics,4.170,True,False,,,,18,
1116,وفق,according to; in accordance with,verified_morphology_review_semantics,5.010,True,False,,,,1,
1118,ختر,betray; deceive,explicit_review_required,0.000,False,False,,,,1,
1127,أمارة,sign; indication,verified_morphology_review_semantics,3.000,False,False,,,,14,
1129,أدب,literature; good manners; etiquette,verified_morphology_review_semantics,4.290,True,False,,,,18,
1130,خصوص,matter; issue; regard; respect,verified_morphology_review_semantics,2.760,True,False,,,,6,
1131,تواصل,continuity; continuation,verified_morphology_review_semantics,4.760,True,False,,,,6,
1133,تركي,Turkish,verified_morphology_review_semantics,4.600,True,False,,,,6,
1134,سبت,basket,verified_morphology_review_semantics,3.760,False,False,,,,12,
1135,ورى,kindle; light,verified_morphology_review_semantics,2.850,True,False,,,,2,
1138,تعريف,identification; notification,verified_morphology_review_semantics,4.690,True,False,,,,6,
1139,إطلاق,firing,verified_morphology_review_semantics,5.130,True,False,,,,12,
1141,مباشر,direct; immediate,verified_morphology_review_semantics,5.000,True,False,,,,10,
1145,شرط,precondition; stipulation,verified_morphology_review_semantics,4.410,True,False,,,,12,
1147,فرقة,groups; teams,verified_morphology_review_semantics,4.720,True,False,,,,36,
1155,تكليف,cost; expense; charge,verified_morphology_review_semantics,3.880,True,False,,,,12,
1157,ديموقراطي,democratic,verified_morphology_review_semantics,2.790,False,False,,,,6,
1158,معلم,teacher,verified_morphology_review_semantics,4.420,True,False,,,,12,
1162,أقام,install; establish; erect,verified_morphology_review_semantics,4.150,True,False,,,,2,
1164,رسم,drawing; sketch; illustration,verified_morphology_review_semantics,4.720,True,False,,,,12,
1174,تعلق,be connected with; pertain to,verified_morphology_review_semantics,4.370,True,False,,,,5,
1176,مغربي,of; from the Maghrib (northwest Africa),verified_morphology_review_semantics,4.210,True,False,,,,28,
1177,تعرض,be exposed to; encounter,verified_morphology_review_semantics,5.020,True,False,,,,11,
1178,لوحة,painting; picture,verified_morphology_review_semantics,4.830,True,False,,,,14,
1182,أليس,valiant,verified_morphology_review_semantics,4.630,True,False,,,,4,
1184,تصريح,declaration; statement,verified_morphology_review_semantics,4.690,True,False,,,,12,
1186,ه,H; (Hijrah); 5th,verified_morphology_review_semantics,4.850,True,False,,,,1,
1188,داخلي,interior; inside,verified_morphology_review_semantics,4.420,True,False,,,,1,
1200,شهادة,certificate; witness; testimony,verified_morphology_review_semantics,4.850,True,False,,,,14,
1203,سبيل,way; road,verified_morphology_review_semantics,5.370,True,False,,,,6,
1204,عالي,high; elevated,verified_morphology_review_semantics,4.600,True,False,,,,5,
1213,ولي,follow; come after,verified_morphology_review_semantics,4.800,True,False,,,,1,
1218,أربع,four,verified_morphology_review_semantics,4.990,True,False,,,,4,
1219,مكافحة,confrontation; battle,verified_morphology_review_semantics,4.940,True,False,,,,7,
1222,فرد,individual; unit,verified_morphology_review_semantics,4.660,True,False,,,,24,
1223,محامي,lawyers; defense counsel,verified_morphology_review_semantics,4.610,True,False,,,,6,
1228,شقة,apartment,verified_morphology_review_semantics,4.420,True,False,,,,14,
1229,ضم,include; comprise; incorporate,verified_morphology_review_semantics,4.400,True,False,,,,1,
1232,شمل,comprise; include; contain,verified_morphology_review_semantics,4.190,True,False,,,,2,
1233,مشير,indicative; indicating,verified_morphology_review_semantics,2.890,False,False,,,,6,
1237,نقاش,debate; argument; controversy,verified_morphology_review_semantics,4.270,True,False,,,,12,
1240,سهم,share; stock,verified_morphology_review_semantics,4.160,True,False,,,,12,
1241,تاريخي,historical,verified_morphology_review_semantics,4.250,True,False,,,,6,
1243,مترجم,translator; interpreter,verified_morphology_review_semantics,4.310,True,False,,,,12,
1245,بي,B,verified_morphology_review_semantics,5.580,False,False,,,,1,
1247,خلق,creation,verified_morphology_review_semantics,4.980,True,False,,,,24,
1249,جزر,islands,verified_morphology_review_semantics,4.620,True,False,,,,18,
1252,سعى,strive; pursue,verified_morphology_review_semantics,4.100,True,False,,,,1,
1255,فئة,faction; party,verified_morphology_review_semantics,4.690,True,False,,,,7,
1260,فرض,imposing; levying,verified_morphology_review_semantics,4.730,True,False,,,,12,
1264,أفاد,report; inform; provide,verified_morphology_review_semantics,4.140,True,False,,,,2,
1268,كيفية,manner; mode; way,verified_morphology_review_semantics,5.020,True,False,,,,7,
1271,علامة,mark; sign; point,verified_morphology_review_semantics,4.780,True,False,,,,14,
1273,شامل,comprehensive; general; complete; mass,verified_morphology_review_semantics,4.360,False,False,,,,6,
1276,معروف,known; well-known,verified_morphology_review_semantics,4.810,True,False,,,,6,
1278,شحن,transportation; shipment; freighting,verified_morphology_review_semantics,4.260,True,False,,,,6,
1282,مجلة,magazine; journal,verified_morphology_review_semantics,4.970,True,False,,,,7,
1283,صحفي,newspapers,verified_morphology_review_semantics,4.720,True,False,,,,7,
1284,عصر,age; period; epoch,verified_morphology_review_semantics,4.710,True,False,,,,12,
1285,ديوان,office; agency; anthology,verified_morphology_review_semantics,4.440,True,False,,,,6,
1287,فضائي,space; cosmic,verified_morphology_review_semantics,3.510,True,False,,,,18,
1290,تحويل,conversion; transfer,verified_morphology_review_semantics,4.670,True,False,,,,6,
1291,وفر,provide; fulfill,verified_morphology_review_semantics,4.000,True,False,,,,6,
1292,محل,place; location,verified_morphology_review_semantics,4.870,True,False,,,,12,
1293,سمح,allow; permit; authorize,verified_morphology_review_semantics,4.440,True,False,,,,2,
1296,خاطر,mind; feeling; wish,verified_morphology_review_semantics,3.840,True,False,,,,6,
1297,خيار,good; better; best,verified_morphology_review_semantics,4.660,True,False,,,,36,
1298,أثار,provoke; agitate,verified_morphology_review_semantics,4.520,True,False,,,,2,
1299,أون,calm; serenity,verified_morphology_review_semantics,4.380,True,False,,,,12,
1302,متواجد,present; available,verified_morphology_review_semantics,3.980,False,False,,,,6,
1305,إخوة,brothers,verified_morphology_review_semantics,3.820,True,False,,,,7,
1307,رشد,integrity; forthrightness,verified_morphology_review_semantics,3.610,True,False,,,,12,
1310,كبري,land; earth,verified_morphology_review_semantics,3.550,True,False,,,,8,
1324,فائدة,benefit; use,verified_morphology_review_semantics,4.530,True,False,,,,7,
1325,أزياء,fashion; clothes; uniforms,verified_morphology_review_semantics,4.180,False,False,,,,4,
1327,تعزيز,praise; pride,verified_morphology_review_semantics,4.760,False,False,,,,18,
1328,نبوي,prophetic; of the Prophet,verified_morphology_review_semantics,3.070,False,False,,,,6,
1332,عملة,workers,verified_morphology_review_semantics,4.170,True,False,,,,14,
1333,حوال,obstacle; partition,verified_morphology_review_semantics,3.020,True,False,,,,6,
1334,ظرف,circumstance; condition; situation,verified_morphology_review_semantics,3.970,True,False,,,,18,
1337,لاين,be lenient with; be kind to,verified_morphology_review_semantics,4.490,False,False,,,,2,
1352,معين,fixed; determined; prescribed,verified_morphology_review_semantics,4.820,True,False,,,,6,
1354,سير,course; motion; march,verified_morphology_review_semantics,4.540,True,False,,,,18,
1357,واصل,continue,verified_morphology_review_semantics,4.350,True,False,,,,1,
1358,فعاليات,events,verified_morphology_review_semantics,4.530,False,False,,,,14,
1359,أفريقي,African,verified_morphology_review_semantics,4.110,True,False,,,,12,
1360,خلاف,dispute; controversy; conflict,verified_morphology_review_semantics,4.530,True,False,,,,6,
1361,تداول,alternation; circulation,verified_morphology_review_semantics,4.680,True,False,,,,6,
1374,ست,lady; miss,verified_morphology_review_semantics,4.700,True,False,,,,6,
1378,إرسال,transmission; broadcast,verified_morphology_review_semantics,4.700,True,False,,,,6,
1380,ألقى,be arrested,verified_morphology_review_semantics,4.310,True,False,,,,5,
1382,حفظ,preservation; retention; guarding,verified_morphology_review_semantics,4.680,True,False,,,,6,
1385,حصري,escrow,verified_morphology_review_semantics,3.990,True,False,,,,6,
1387,حرف,letter,verified_morphology_review_semantics,4.580,True,False,,,,12,
1388,صرف,diverting; spending,verified_morphology_review_semantics,4.290,True,False,,,,12,
1391,قصر,castle; palace,verified_morphology_review_semantics,4.700,True,False,,,,36,
1396,مؤكد,certain; guaranteed,verified_morphology_review_semantics,4.170,False,False,,,,6,
1397,سيرة,biography; epic,verified_morphology_review_semantics,4.300,True,False,,,,18,
1400,ع,('ayn); 16th; (Arab),verified_morphology_review_semantics,4.930,True,False,,,,1,
1402,بديل,substitute; alternate,verified_morphology_review_semantics,4.490,True,False,,,,6,
1403,بطاقة,energy; power; potential,verified_morphology_review_semantics,4.730,True,False,,,,10,
1406,مراجعة,review; inspection,verified_morphology_review_semantics,4.590,True,False,,,,14,
1410,قاضي,judge; magistrate,verified_morphology_review_semantics,4.300,True,False,,,,1,
1412,أجرى,conduct; carry out; perform,verified_morphology_review_semantics,4.290,True,False,,,,5,
1415,نفسي,mental; spiritual; psychological,verified_morphology_review_semantics,5.280,True,False,,,,6,
1423,إصدار,export; issuance,verified_morphology_review_semantics,4.730,True,False,,,,12,
1425,متر,meter,verified_morphology_review_semantics,4.850,True,False,,,,6,
1426,تنفيذي,executive,verified_morphology_review_semantics,3.630,False,False,,,,6,
1429,زكى,augment; nominate; recommend,verified_morphology_review_semantics,3.140,True,False,,,,1,
1431,مشاهد,views; panoramas; spectacles,verified_morphology_review_semantics,4.380,True,False,,,,10,
1433,روى,tell; report; relate; narrate,verified_morphology_review_semantics,4.140,True,False,,,,2,
1435,حفاظ,preservation; guarding,verified_morphology_review_semantics,3.100,True,False,,,,12,
1436,مؤمن,believer,verified_morphology_review_semantics,4.330,True,False,,,,24,
1437,صلاحية,practicability; viability; competence,verified_morphology_review_semantics,3.880,True,False,,,,7,
1443,تلقى,be delivered; be thrown,verified_morphology_review_semantics,4.760,True,False,,,,5,
1449,نظم,be arranged; be organized; be regulated,verified_morphology_review_semantics,4.630,True,False,,,,3,
1451,منهج,method; approach; program,verified_morphology_review_semantics,4.200,True,False,,,,6,
1453,باقي,remaining,verified_morphology_review_semantics,4.900,True,False,,,,6,
1460,سي,C,verified_morphology_review_semantics,5.160,True,False,,,,1,
1468,لي,distortion; contortion,verified_morphology_review_semantics,6.090,True,False,,,,12,
1469,عقل,mind; intellect; brain,verified_morphology_review_semantics,4.420,True,False,,,,12,
1470,تحدي,challenge,verified_morphology_review_semantics,4.200,True,False,,,,4,
1472,محدد,set; determined; defined,verified_morphology_review_semantics,4.490,True,False,,,,6,
1473,تحسين,improving; making better,verified_morphology_review_semantics,4.750,True,False,,,,18,
1476,عادل,fair; just; equitable,verified_morphology_review_semantics,4.710,True,False,,,,6,
1478,غذائي,food; alimentary; nutritional,verified_morphology_review_semantics,3.780,False,False,,,,6,
1481,تفعيل,scansion,verified_morphology_review_semantics,4.270,True,False,,,,12,
1484,توقع,expect; count on; anticipate,verified_morphology_review_semantics,4.520,True,False,,,,9,
1489,رمز,sign; symbol; emblem,verified_morphology_review_semantics,4.620,True,False,,,,6,
1498,محيط,surrounding; peripheral,verified_morphology_review_semantics,4.470,True,False,,,,6,
1499,بالغ,extreme; profound,verified_morphology_review_semantics,4.280,True,False,,,,12,
1502,لازم,necessary; required; needed,verified_morphology_review_semantics,4.580,True,False,,,,6,
1503,عهد,age; period,verified_morphology_review_semantics,4.910,True,False,,,,24,
1504,كهربائي,electrician,verified_morphology_review_semantics,4.020,True,False,,,,12,
1505,ترفيهي,entertainment; recreation; amusement,verified_morphology_review_semantics,3.270,True,False,,,,6,
1506,صراع,struggle; fight,verified_morphology_review_semantics,4.510,True,False,,,,6,
1507,تقدير,appreciation; gratitude,verified_morphology_review_semantics,4.680,True,False,,,,12,
1509,رغبة,desire; wish,verified_morphology_review_semantics,4.560,True,False,,,,7,
1514,منزلي,domestic; household,verified_morphology_review_semantics,4.260,False,False,,,,7,
1520,بنية,intention; purpose; desire,verified_morphology_review_semantics,4.480,True,False,,,,17,
1522,مشهد,view; panorama; spectacle,verified_morphology_review_semantics,4.520,True,False,,,,6,
1525,جامعي,university,verified_morphology_review_semantics,4.140,True,False,,,,6,
1526,مقطع,section; selection; excerpt,verified_morphology_review_semantics,4.700,True,False,,,,24,
1528,وادي,wadi; valley,verified_morphology_review_semantics,4.630,True,False,,,,1,
1533,مثال,example; model,verified_morphology_review_semantics,4.640,True,False,,,,12,
1534,تحمل,carry; bear; transport,verified_morphology_review_semantics,5.190,True,False,,,,5,
1535,متوقع,expected; anticipated,verified_morphology_review_semantics,4.270,False,False,,,,12,
1536,سيما,especially,verified_morphology_review_semantics,4.580,True,False,,,,1,
1538,قضى,execute; perform; decree,verified_morphology_review_semantics,4.480,True,False,,,,2,
1543,تحضير,preparation; production,verified_morphology_review_semantics,4.110,True,False,,,,6,
1547,آبد,non-migratory; sedentary,verified_morphology_review_semantics,1.580,True,False,,,,6,
1549,تسبب,be caused; be produced; be provoked,verified_morphology_review_semantics,4.920,True,False,,,,5,
1551,صادر,issued; published,verified_morphology_review_semantics,4.100,True,False,,,,6,
1552,معتمد,authorized; dependable; accredited,verified_morphology_review_semantics,3.850,True,False,,,,6,
1554,فكري,intellectual; mental; spiritual,verified_morphology_review_semantics,4.170,True,False,,,,12,
1557,اللهم,truly; certainly; oh God!; dear God,verified_morphology_review_semantics,4.840,True,False,,,,9,
1558,مالك,money; capital; funds,verified_morphology_review_semantics,4.900,True,False,,,,14,
1559,غرض,goal; purpose; objective,verified_morphology_review_semantics,3.860,True,False,,,,6,
1561,طول,length; height,verified_morphology_review_semantics,5.080,True,False,,,,12,
1563,ذاتي,autonomous; self,verified_morphology_review_semantics,4.070,True,False,,,,6,
1566,مديرية,administration; management,verified_morphology_review_semantics,4.490,True,False,,,,14,
1572,أجمل,more; most beautiful,verified_morphology_review_semantics,4.660,True,False,,,,4,
1578,نقد,criticism; critique,verified_morphology_review_semantics,4.280,True,False,,,,12,
1580,طرح,suggestion; proposal,verified_morphology_review_semantics,4.510,True,False,,,,12,
1585,ثنائي,bilateral; dual,verified_morphology_review_semantics,4.390,True,False,,,,12,
1591,أتاح,grant; provide,verified_morphology_review_semantics,3.680,True,False,,,,2,
1596,جلب,acquisition; arraignment,verified_morphology_review_semantics,4.540,True,False,,,,12,
1601,شعار,slogan; motto,verified_morphology_review_semantics,4.740,True,False,,,,12,
1604,تجميل,embellishment,verified_morphology_review_semantics,3.990,True,False,,,,6,
1607,كافي,kaf (Arabic letter),verified_morphology_review_semantics,4.440,True,False,,,,5,
1609,سماح,magnanimous,verified_morphology_review_semantics,3.590,True,False,,,,12,
1610,تسليم,handing over; delivery; surrender,verified_morphology_review_semantics,4.470,True,False,,,,6,
1611,تحديث,updating; renewing,verified_morphology_review_semantics,4.610,True,False,,,,6,
1615,ذكي,clever,verified_morphology_review_semantics,4.090,True,False,,,,18,
1620,ترفيه,opulent; luxurious,verified_morphology_review_semantics,3.580,True,False,,,,10,
1621,معني,concerned; affected; interested,verified_morphology_review_semantics,3.960,False,False,,,,6,
1627,منشأة,establishment; firm,verified_morphology_review_semantics,3.960,True,False,,,,7,
1628,تخصصي,specialized,verified_morphology_review_semantics,3.470,False,False,,,,6,
1629,داعي,inviter; propagandist,verified_morphology_review_semantics,4.380,False,False,,,,7,
1636,رحم,have mercy with,verified_morphology_review_semantics,4.140,True,False,,,,3,
1638,عدل,justice; fairness,verified_morphology_review_semantics,4.200,True,False,,,,6,
1642,مطلب,quest,verified_morphology_review_semantics,3.950,True,False,,,,6,
1646,بشرة,good news,verified_morphology_review_semantics,3.880,True,False,,,,17,
1650,منشور,published; spread out,verified_morphology_review_semantics,3.970,True,False,,,,6,
1658,طبق,according to; conforming with,verified_morphology_review_semantics,4.450,True,False,,,,10,
1660,طيب,good; pleasant,verified_morphology_review_semantics,4.860,True,False,,,,6,
1662,حجز,detention; reservation; confiscation,verified_morphology_review_semantics,4.270,True,False,,,,6,
1664,عشرات,scores; tens; dozens,verified_morphology_review_semantics,4.680,True,False,,,,7,
1670,نزل,descend; stay,verified_morphology_review_semantics,4.520,True,False,,,,6,
1671,ف,F; 17th; (fils),verified_morphology_review_semantics,4.730,True,False,,,,1,
1679,غريبة,stranger; foreigner,verified_morphology_review_semantics,4.550,True,False,,,,14,
1680,تجاوز,exceed; disregard,verified_morphology_review_semantics,4.500,True,False,,,,3,
1681,نات,sway; stagger,verified_morphology_review_semantics,3.100,False,False,,,,1,
1685,وحد,alone; only,verified_morphology_review_semantics,3.710,True,False,,,,6,
1686,مدرسي,scholastic; school,verified_morphology_review_semantics,3.600,False,False,,,,6,
1690,مؤخر,delayed; deferred,verified_morphology_review_semantics,3.010,True,False,,,,18,
1691,أعاد,(do) again; re-(do); return; give back,verified_morphology_review_semantics,4.230,True,False,,,,2,
1695,أنشودة,anthem; hymn; song,verified_morphology_review_semantics,3.400,False,False,,,,7,
1696,خادم,servant; attendant,verified_morphology_review_semantics,4.500,True,False,,,,6,
1699,شك,doubt,verified_morphology_review_semantics,4.830,True,False,,,,12,
1700,ربع,living zone; residence,verified_morphology_review_semantics,4.560,True,False,,,,12,
1705,سار,move; march,verified_morphology_review_semantics,4.310,True,False,,,,2,
1708,ركن,foundation; support; corner,verified_morphology_review_semantics,4.110,True,False,,,,6,
1710,تغطية,coverage; covering,verified_morphology_review_semantics,4.480,True,False,,,,7,
1711,ملحق,attache,verified_morphology_review_semantics,3.870,True,False,,,,6,
1713,بر,land; earth,verified_morphology_review_semantics,4.120,True,False,,,,24,
1714,جاز,be allowed; be possible,verified_morphology_review_semantics,4.140,True,False,,,,1,
1716,مختص,responsible; competent,verified_morphology_review_semantics,3.830,True,False,,,,6,
1717,مذكرة,reminder; memorandum,verified_morphology_review_semantics,4.460,True,False,,,,7,
1718,تركيب,installation; assembling,verified_morphology_review_semantics,4.290,True,False,,,,12,
1719,دمعي,lacrimal; tear,verified_morphology_review_semantics,2.480,False,False,,,,6,
1726,طقس,weather; climate,verified_morphology_review_semantics,3.860,True,False,,,,12,
1729,إسكندرية,Alexandria,verified_morphology_review_semantics,2.910,False,False,,,,14,
1730,تسوق,marketing,verified_morphology_review_semantics,4.070,True,False,,,,6,
1733,كرتون,cardboard,verified_morphology_review_semantics,3.830,False,False,,,,12,
1735,تغذية,feeding; nutrition,verified_morphology_review_semantics,4.000,True,False,,,,7,
1738,تعيين,appointing; assignment,verified_morphology_review_semantics,4.520,True,False,,,,6,
1740,إعدادي,preliminary; preparatory,verified_morphology_review_semantics,2.670,False,False,,,,6,
1742,معارض,exhibits; exhibitions; reviews,verified_morphology_review_semantics,4.200,True,False,,,,10,
1750,بد,escape; avoiding,verified_morphology_review_semantics,4.840,True,False,,,,6,
1751,إخباري,news; information,verified_morphology_review_semantics,3.990,False,False,,,,6,
1752,ضرائب,taxes,verified_morphology_review_semantics,3.940,True,False,,,,4,
1759,خص,concern; stipulate; confer,verified_morphology_review_semantics,3.360,True,False,,,,1,
1763,عدوان,enemy,verified_morphology_review_semantics,3.700,True,False,,,,7,
1767,معاينة,examination; inspection; observation,verified_morphology_review_semantics,3.190,True,False,,,,14,
1768,سحب,withdrawal; pulling out; remove,verified_morphology_review_semantics,4.670,True,False,,,,12,
1771,ماكياج,facial make-up,verified_morphology_review_semantics,3.030,True,False,,,,6,
1773,صرح,declare; announce,verified_morphology_review_semantics,4.590,True,False,,,,3,
1777,مسرحية,play (theater),verified_morphology_review_semantics,4.360,False,False,,,,7,
1781,سد,defrayal (of costs),verified_morphology_review_semantics,4.380,True,False,,,,24,
1785,وافق,agree; be in conformity,verified_morphology_review_semantics,4.510,True,False,,,,1,
1787,جي,G,verified_morphology_review_semantics,4.930,False,False,,,,2,
1794,رجع,return,verified_morphology_review_semantics,4.200,True,False,,,,2,
1798,أقر,ratify; accept,verified_morphology_review_semantics,4.200,True,False,,,,8,
1810,جماعي,social; common; collective,verified_morphology_review_semantics,4.450,False,False,,,,6,
1811,حامل,bearing; carrying,verified_morphology_review_semantics,4.430,True,False,,,,24,
1812,شدد,strengthen; intensify; emphasize,verified_morphology_review_semantics,3.660,True,False,,,,1,
1817,أمان,safety; protection,verified_morphology_review_semantics,4.360,True,False,,,,8,
1821,سعادة,happiness,verified_morphology_review_semantics,4.580,True,False,,,,7,
1823,مبارك,charities; benefactions,verified_morphology_review_semantics,4.860,True,False,,,,14,
1824,إغلاق,locking; closing; barring,verified_morphology_review_semantics,4.560,True,False,,,,6,
1826,منقول,conveyed; transferred; mobile,verified_morphology_review_semantics,3.790,True,False,,,,6,
1828,سيادة,sovereignty; supremacy; Excellency,verified_morphology_review_semantics,4.320,True,False,,,,7,
1837,أثبت,ascertain; establish,verified_morphology_review_semantics,4.350,True,False,,,,12,
1842,مسجل,registered; recorded,verified_morphology_review_semantics,4.150,True,False,,,,6,
1844,كانون,stove,verified_morphology_review_semantics,4.850,True,False,,,,6,
1846,تشطيب,finishing touches; completion; refurbishing,verified_morphology_review_semantics,3.020,False,False,,,,6,
1849,لافت,attracting; turning,verified_morphology_review_semantics,3.280,False,False,,,,6,
1851,أد,befall; afflict,verified_morphology_review_semantics,3.320,True,False,,,,1,
1852,مصرف,bank,verified_morphology_review_semantics,4.220,True,False,,,,6,
1856,محاكمة,judicial proceeding; legal prosecution,verified_morphology_review_semantics,4.420,True,False,,,,7,
1857,توقيت,time standard,verified_morphology_review_semantics,4.240,True,False,,,,6,
1858,سرطان,crayfish,verified_morphology_review_semantics,4.430,True,False,,,,12,
1861,فحص,examination; checkup; scrutiny,verified_morphology_review_semantics,4.530,True,False,,,,12,
1862,تدريبي,training; coaching; practice,verified_morphology_review_semantics,3.590,False,False,,,,6,
1865,مسافر,traveling; traveler; passenger,verified_morphology_review_semantics,3.940,True,False,,,,6,
1867,تأسيس,establishment; creation; installation,verified_morphology_review_semantics,4.610,True,False,,,,6,
1868,محمول,mobile (phone); carried,verified_morphology_review_semantics,3.990,True,False,,,,24,
1869,مصالحة,conciliation; compromise,verified_morphology_review_semantics,3.320,True,False,,,,14,
1872,قطعة,piece; portion; segment,verified_morphology_review_semantics,4.760,True,False,,,,44,
1876,أكسسوار,accessory,verified_morphology_review_semantics,1.350,False,False,,,,6,
1878,عكس,opposite; contrary,verified_morphology_review_semantics,4.740,True,False,,,,6,
1881,توحيد,unification; standardization,verified_morphology_review_semantics,4.410,True,False,,,,12,
1882,مطلق,absolute; unlimited,verified_morphology_review_semantics,4.130,True,False,,,,6,
1887,تلميذ,student; pupil,verified_morphology_review_semantics,3.850,True,False,,,,6,
1888,مواصلة,continuation; continue,verified_morphology_review_semantics,4.280,True,False,,,,14,
1889,تأكد,assurance; conviction,verified_morphology_review_semantics,4.480,True,False,,,,6,
1891,قابل,capable; able,verified_morphology_review_semantics,4.530,True,False,,,,6,
1893,قيد,restriction; stipulation; strings attached,verified_morphology_review_semantics,5.060,True,False,,,,6,
1895,رئاسي,presidential; executive,verified_morphology_review_semantics,3.600,True,False,,,,6,
1896,مخالفة,infringement; contrast,verified_morphology_review_semantics,4.270,True,False,,,,14,
1898,تطلب,request,verified_morphology_review_semantics,4.640,True,False,,,,3,
1904,تردد,answer; reply; return,verified_morphology_review_semantics,4.410,True,False,,,,6,
1908,أعرب,express; manifest; indicate,verified_morphology_review_semantics,4.200,True,False,,,,3,
1909,فجر,dawn,verified_morphology_review_semantics,4.510,True,False,,,,12,
1910,روبية,rupee,verified_morphology_review_semantics,3.670,False,False,,,,7,
1912,آتي,coming; following,verified_morphology_review_semantics,3.510,True,False,,,,6,
1917,حجة,proof,verified_morphology_review_semantics,4.500,True,False,,,,21,
1924,توكيل,appointing (representative); delegation of authority,verified_morphology_review_semantics,3.320,False,False,,,,6,
1926,عمالة,labor force; employment,verified_morphology_review_semantics,4.160,False,False,,,,7,
1932,قصف,bombardment; shelling,verified_morphology_review_semantics,4.530,True,False,,,,6,
1933,أدرك,comprehend; realize,verified_morphology_review_semantics,4.350,True,False,,,,17,
1936,توافق,agreement; conformity,verified_morphology_review_semantics,4.380,True,False,,,,6,
1941,مجرى,course; path,verified_morphology_review_semantics,4.170,True,False,,,,1,
1944,صحافي,journalistic; press,verified_morphology_review_semantics,3.810,True,False,,,,6,
1954,كامرا,camera,verified_morphology_review_semantics,2.180,True,False,,,,1,
1955,كتيبة,brigade; squadron; corps,verified_morphology_review_semantics,3.970,True,False,,,,7,
1958,إنهاء,termination; completion,verified_morphology_review_semantics,4.570,True,False,,,,8,
1959,حدوث,occurrence; happening,verified_morphology_review_semantics,4.820,True,False,,,,6,
1963,نطاق,scope; range; extent,verified_morphology_review_semantics,4.990,True,False,,,,6,
1965,إذاعة,broadcast; transmission,verified_morphology_review_semantics,4.320,True,False,,,,7,
1968,مكلف,commissioned with; charged with; responsible for,verified_morphology_review_semantics,3.760,True,False,,,,6,
1971,مقاطعة,region; district; county,verified_morphology_review_semantics,4.830,True,False,,,,21,
1973,شبه,youth,verified_morphology_review_semantics,4.840,True,False,,,,20,
1976,أمانة,faithfulness; loyalty,verified_morphology_review_semantics,4.130,True,False,,,,21,
1977,أدنى,near; nearer; nearest,verified_morphology_review_semantics,4.660,True,False,,,,3,
1978,أسيوي,Asian; Asiatic,verified_morphology_review_semantics,2.530,False,False,,,,12,
1979,بحرية,freedom,verified_morphology_review_semantics,4.730,True,False,,,,10,
1981,وسطي,environmental,verified_morphology_review_semantics,3.290,False,False,,,,6,
