rank,front,expected_english,kaikki_entry,kaikki_pos,kaikki_has_english_gloss,semantic_overlap,semantic_overlap_terms,wordfreq_attested,wordfreq_zipf,arabic_wordnet_entry,camel_analysis,lexique4_entry,lexique4_pos,urdu_ud_entry,urdu_ud_pos,support_count,confidence
37,بعد,after; later; afterwards,True,adv|noun|prep|verb,True,True,after,True,6.43,True,True,False,,False,,4,strong
38,أي,which; any; whichever,True,conj|pron,True,True,any|whichever,True,6.21,True,True,False,,False,,4,strong
39,يعرف,knows; recognizes; defines/introduces (depending on vocalization),True,verb,False,False,,True,5.34,False,True,False,,False,,3,form_only
40,هناك,there; over there,True,adv,True,True,there,True,6.11,True,True,False,,False,,4,strong
41,لدى,with; at; in the possession of,True,prep,True,False,,True,5.54,False,True,False,,False,,3,semantic_review
42,الآن,now,True,adv|noun,True,True,now,True,5.97,True,True,False,,False,,4,strong
43,أو,or,True,conj,True,False,,True,6.57,False,True,False,,False,,3,semantic_review
44,إذا,if; when,True,adv|conj,True,True,if|when,True,6.13,True,True,False,,False,,4,strong
45,نعم,yes; indeed,True,adv|noun|verb,True,True,yes,True,5.24,True,True,False,,False,,4,strong
46,رئيس,president; head; chief,True,adj|noun,True,True,chief|president,True,5.69,True,True,False,,False,,4,strong
47,عام,year; general; public (depending on use),True,adj|noun|verb,True,True,general|public|year,True,6.09,True,True,False,,False,,4,strong
48,هي,she; it (feminine),True,pron,True,True,it|she,True,6.29,True,True,False,,False,,4,strong
49,يوم,day,True,conj|noun,True,True,day,True,6.11,True,True,False,,False,,4,strong
50,سيد,Mr.; gentleman; master,True,adj|noun,True,True,master,True,4.85,True,True,False,,False,,4,strong
51,بين,between; among; clarified/explained (بَيْن / بَيَّن),True,adj|noun|prep|verb,True,True,between|explain,True,6.35,True,True,False,,False,,4,strong
52,قد,already; indeed; may; might (قَدْ),True,noun|particle|verb,True,True,may|might,True,6.29,True,True,False,,False,,4,strong
53,بعض,some; part of,True,noun|verb,True,True,part|some,True,6.16,True,True,False,,False,,4,strong
54,فقط,only; just,True,adv|verb,True,True,only,True,5.98,True,True,False,,False,,4,strong
55,لن,will not,True,adv,True,True,not,True,5.79,True,True,False,,False,,4,strong
56,حتى,until; up to; even; so that,True,adv|conj|prep,True,True,even|so|until|up,True,6.29,True,True,False,,False,,4,strong
57,أمر,matter; affair; order/command; ordered/commanded,True,adj|noun|verb,True,True,affair|command|matter|order,True,5.44,True,True,False,,False,,4,strong
58,عمل,work; action; worked; functioned,True,noun|verb,True,True,action|work,True,5.74,True,True,False,,False,,4,strong
59,يجب,must; should; is necessary,True,verb,False,False,,True,5.79,False,True,False,,False,,3,form_only
60,أحد,one; someone; anyone,True,adj|name|noun|verb,True,True,anyone,True,5.98,True,True,False,,False,,4,strong
61,وقت,time,True,noun|verb,True,True,time,True,5.66,True,True,False,,False,,4,strong
62,أجل,term/appointed time; for the sake of/because of (أَجْل); yes/indeed (أَجَلْ),True,adj|adv|noun|verb,True,True,appoint|inde|time|yes,True,5.83,True,True,False,,False,,4,strong
63,قبل,before; prior to; earlier,True,adv|noun|prep|verb,True,True,before|earlier|prior,True,6.29,True,True,False,,False,,4,strong
64,خلال,during; throughout; through,True,noun|prep,True,True,during,True,6.19,True,True,False,,False,,4,strong
65,نفس,self; same; soul; breath (depending on vocalization),True,noun|verb,True,True,breath|same|self|soul,True,5.63,True,True,False,,False,,4,strong
66,يفعل,does; performs,True,verb,False,False,,True,4.78,False,True,False,,False,,3,form_only
67,يعتقد,believes; thinks,True,verb,False,False,,True,5.03,False,True,False,,False,,3,form_only
68,يستطيع,can; is able to,True,verb,False,False,,True,5.11,False,True,False,,False,,3,form_only
69,كما,as; just as; as well as,True,conj|pron,True,False,,True,6.26,False,True,False,,False,,3,semantic_review
70,رجل,man; leg/foot (depending on vocalization),True,noun|verb,True,True,foot|leg|man,True,5.46,True,True,False,,False,,4,strong
71,عندما,when,True,conj,True,True,when,True,5.98,False,True,False,,False,,3,strong
72,كيف,how?,True,adv|noun|verb,True,True,how,True,5.89,True,True,False,,False,,4,strong
73,نحن,we,True,pron|verb,True,True,we,True,5.65,False,True,False,,False,,3,strong
74,أول,first; foremost,True,adj|name|noun|verb,True,True,first,True,5.69,True,True,False,,False,,4,strong
75,جيد,good; well,True,adj|noun,True,True,good,True,5.07,True,True,False,,False,,4,strong
76,يقول,says; tells,True,verb,False,False,,True,5.73,False,True,False,,False,,3,form_only
77,يرى,sees; considers,True,verb,False,False,,True,5.00,True,True,False,,False,,4,form_only
78,غير,other than; not; except; changed (غَيْر / غَيَّر),True,adj|noun|verb,True,True,except|not|other|than,True,6.18,True,True,False,,False,,4,strong
79,واحد,one; single,True,adj|num|pron,True,True,single,True,5.81,True,True,False,,False,,4,strong
80,جديد,new,True,adj,True,True,new,True,5.62,True,True,False,,False,,4,strong
81,أكثر,more; most,True,adj|adv|verb,True,True,more|most,True,6.09,True,True,False,,False,,4,strong
82,مثل,like; similar to; example; proverb,True,noun|verb,True,True,example|like|proverb|similar,True,6.12,True,True,False,,False,,4,strong
83,جدا,very; very much,True,adv,True,True,very,True,5.84,True,True,False,,False,,4,strong
84,آخر,other; another (آخَر); last; final (آخِر),True,adj|noun,True,True,another|last|other,True,5.84,True,True,False,,False,,4,strong
85,سوف,will; shall (future marker),True,particle|verb,True,True,will,True,5.49,True,True,False,,False,,4,strong
86,كبير,big; large; great,True,adj|noun,True,True,big|great|large,True,5.67,True,True,False,,False,,4,strong
87,فريق,team; group,True,noun,True,True,group|team,True,5.38,True,True,False,,False,,4,strong
88,كثير,many; much; a lot,True,adj|noun,True,True,many|much,True,5.31,True,True,False,,False,,4,strong
89,أيضا,also; too,True,adv,True,True,also,True,6.20,True,True,False,,False,,4,strong
90,تلك,that (feminine singular),True,noun|pron,True,False,,True,5.94,True,True,False,,False,,4,semantic_review
91,مجلس,council; board; assembly,True,noun,True,True,board|council,True,5.60,True,True,False,,False,,4,strong
92,لماذا,why?,True,adv,True,True,why,True,5.45,False,True,False,,False,,3,strong
93,أم,or (أَمْ); mother (أُمّ),True,conj|noun|verb,True,True,mother,True,5.62,True,True,False,,False,,4,strong
94,فعل,act/action; verb (grammar); did/performed,True,noun|verb,True,True,act|action|perform,True,5.36,True,True,False,,False,,4,strong
95,عدد,number; count,True,noun|verb,True,True,count|number,True,5.96,True,True,False,,False,,4,strong
96,يذهب,goes,True,verb,False,False,,True,4.62,True,True,False,,False,,4,form_only
97,أخرى,other; another (feminine),True,adj,True,False,,True,5.94,False,True,False,,False,,3,semantic_review
98,كذلك,likewise; also; in that way,True,adv,True,True,also|likewise,True,5.47,True,True,False,,False,,4,strong
99,شخص,person,True,noun|verb,True,False,,True,5.78,True,True,False,,False,,4,semantic_review
100,مرة,time; occasion; once,True,adj|adv|noun,True,True,once|time,True,5.76,True,True,False,,False,,4,strong
101,أمس,yesterday,True,adj|adv|noun|verb,True,True,yesterday,True,4.95,True,True,False,,False,,4,strong
102,حيث,where; in which; whereas,True,conj,True,True,where|wherea,True,6.20,False,True,False,,False,,3,strong
103,حياة,life,True,noun,True,True,life,True,5.35,True,True,False,,False,,4,strong
104,منذ,since; for (a period); ago,True,conj|prep,True,True,period|since,True,6.00,True,True,False,,False,,4,strong
105,ربما,perhaps; maybe,True,adv,True,True,maybe|perhap,True,5.40,True,True,False,,False,,4,strong
106,أين,where?,True,adv|noun|verb,True,True,where,True,5.11,True,True,False,,False,,4,strong
107,جميع,all; entire; whole,True,adj,True,True,all|entire|whole,True,5.84,True,True,False,,False,,4,strong
108,مكان,place; location,True,noun,True,True,location|place,True,5.52,True,True,False,,False,,4,strong
109,هيا,come on!; let’s go!,True,intj,True,True,come|go,True,4.52,False,True,False,,False,,3,strong
110,لو,if; if only; even if (لَوْ),True,conj,True,True,if|only,True,5.97,True,True,False,,False,,4,strong
111,يبدو,seems; appears,True,verb,False,False,,True,5.44,False,True,False,,False,,3,form_only
112,شكرا,thanks; thank you,True,intj,True,True,thank,True,5.26,True,True,False,,False,,4,strong
113,سبب,reason; cause; caused,True,noun|verb,True,True,cause|reason,True,5.29,True,True,False,,False,,4,strong
114,ابن,son,True,noun|verb,True,True,son,True,5.57,True,True,False,,False,,4,strong
115,عند,at; near; with/in the possession of,True,adj|noun|prep|verb,True,True,near|possession,True,5.91,False,True,False,,False,,3,strong
116,أفضل,better; best; preferable,True,adj|verb,True,True,best|better|preferable,True,5.66,True,True,False,,False,,4,strong
117,تم,was completed; took place; became complete,True,noun|verb,True,True,complet|place,True,6.15,True,True,False,,False,,4,strong
118,دولة,state; country,True,noun,True,True,state,True,5.41,True,True,False,,False,,4,strong
119,يعلم,knows; teaches (depending on vocalization),True,verb,False,False,,True,5.17,False,True,False,,False,,3,form_only
120,عالم,world; scholar; scientist (depending on vocalization),True,noun,True,True,scholar|scientist|world,True,5.33,True,True,False,,False,,4,strong
121,ماضي,past; previous,True,adj,False,False,,True,4.13,True,True,False,,False,,4,form_only
122,أب,father,True,noun|verb,True,True,father,True,4.52,True,True,False,,False,,4,strong
123,دون,without; below; short of; recorded/wrote down (دُون / دَوَّن),True,adj|adv|prep|verb,True,True,below|down|record|without,True,5.79,True,True,False,,False,,4,strong
124,يحب,loves; likes,True,verb,False,False,,True,4.93,False,True,False,,False,,3,form_only
125,يعني,means; signifies; concerns,True,intj|verb,True,False,,True,5.64,False,True,False,,False,,3,semantic_review
126,يقوم,stands; gets up; carries out; performs,True,verb,False,False,,True,5.42,False,True,False,,False,,3,form_only
127,مرحبا,hello; welcome,True,intj,True,True,hello|welcome,True,4.70,True,True,False,,False,,4,strong
128,يعمل,works; operates,True,verb,False,False,,True,5.37,True,True,False,,False,,4,form_only
129,خير,good; goodness; better; best (depending on construction),True,adj|noun|verb,True,True,best|better|good|goodnes,True,5.03,True,True,False,,False,,4,strong
130,خاصة,special; particular; especially (خاصة),True,adv|noun,True,True,particular,True,5.53,True,True,False,,False,,4,strong
131,أمام,in front of; before,True,noun|prep,True,True,before|front,True,5.51,True,True,False,,False,,4,strong
132,شركة,company; firm,True,noun,True,True,company,True,5.58,True,True,False,,False,,4,strong
133,حول,around; about; concerning; changed/converted (حَوْل / حَوَّل),True,adj|noun|prep|verb,True,True,around|convert,True,5.87,True,True,False,,False,,4,strong
134,أخبر,told; informed; tell!/inform!,True,verb,True,True,inform,True,4.39,True,True,False,,False,,4,strong
135,طريق,road; way; path,True,noun,True,True,path|road|way,True,5.66,True,True,False,,False,,4,strong
136,إلا,except; unless; only (إلّا),True,conj|prep,True,True,except|only,True,5.99,False,True,False,,False,,3,strong
137,حال,condition; state; situation,True,adj|noun|prep|verb,True,True,condition|situ|state,True,5.44,True,True,False,,False,,4,strong
138,نسبة,ratio; percentage; proportion,True,adv|noun,True,True,percentage|proportion|ratio,True,5.23,True,True,False,,False,,4,strong
139,أكد,confirmed; affirmed,True,verb,True,True,affirm|confirm,True,4.69,True,True,False,,False,,4,strong
140,ثم,then; afterwards,True,adv|conj|noun|verb,True,True,afterward|then,True,6.08,True,True,False,,False,,4,strong
141,تاريخ,date; history,True,noun,True,True,date|history,True,5.40,True,True,False,,False,,4,strong
142,حقا,really; truly,True,adv,True,True,truly,True,5.14,True,True,False,,False,,4,strong
143,أيها,O...! (formal masculine vocative introducer),True,particle|pron,True,True,vocative,True,5.14,False,True,False,,False,,3,strong
144,منطقة,region; area; zone,True,noun,True,True,area|zone,True,5.56,True,True,False,,False,,4,strong
145,وضع,situation; status; position; placed/put,True,noun|verb,True,True,position|put|situ,True,5.39,True,True,False,,False,,4,strong
146,شكل,shape; form; appearance; formed/shaped,True,noun|verb,True,True,shape,True,5.18,True,True,False,,False,,4,strong
147,صحيح,correct; true; valid,True,adj,True,True,correct|true|valid,True,5.41,True,True,False,,False,,4,strong
148,آسف,sorry; regretful,True,adj|verb,True,True,sorry,True,4.48,True,True,False,,False,,4,strong
149,حكومة,government,True,noun,True,True,govern,True,5.19,True,True,False,,False,,4,strong
150,يحتاج,needs; requires,True,verb,False,False,,True,4.99,False,True,False,,False,,3,form_only
151,جانب,side; aspect; flank,True,noun|prep,True,True,side,True,5.26,True,True,False,,False,,4,strong
152,اسم,name,True,noun|verb,True,True,name,True,5.40,True,True,False,,False,,4,strong
153,أخير,last; final; recent,True,adj,True,True,final|last|recent,True,3.54,True,True,False,,False,,4,strong
154,رائع,wonderful; excellent; great,True,adj,True,True,great|wonderful,True,4.97,True,True,False,,False,,4,strong
155,دولي,international,True,adj,True,True,international,True,4.46,True,True,False,,False,,4,strong
156,ناس,people,True,noun|verb,True,True,people,True,4.73,True,True,False,,False,,4,strong
157,إدارة,administration; management,True,noun,True,True,administr|manage,True,5.36,True,True,False,,False,,4,strong
158,نشر,publication; publishing; spreading; published/spread,True,noun|verb,True,True,publish|spread,True,5.27,True,True,False,,False,,4,strong
159,ثانية,second; a second (unit of time); feminine ordinal second,True,adj|noun,True,True,second|time|unit,True,4.98,True,True,False,,False,,4,strong
160,الذين,who; those who (masculine plural relative pronoun),True,pron,True,False,,True,5.99,False,True,False,,False,,3,semantic_review
161,كلا,"no; certainly not (كَلَّا); both (masculine, كِلَا)",True,intj|pron,True,True,both|no|not,True,5.10,True,True,False,,False,,4,strong
162,حق,right; truth; entitlement,True,adj|noun|verb,True,True,right|truth,True,5.42,True,True,False,,False,,4,strong
163,مدينة,city,True,noun,True,True,city,True,5.79,True,True,False,,False,,4,strong
164,عدم,absence; nonexistence; lack,True,noun|verb,True,True,absence|lack,True,5.54,True,True,False,,False,,4,strong
165,حدث,event; happened; occurred (depending on vocalization/use),True,noun|verb,True,True,event|happen,True,5.37,True,True,False,,False,,4,strong
166,اتحاد,union; federation,True,noun,True,True,union,True,4.83,True,True,False,,False,,4,strong
167,أولى,"first (feminine); more worthy; more entitled; more fitting; granted or bestowed (verb, depending on vocalization/use)",True,adj|noun|pron|verb,True,True,more,True,4.73,True,True,False,,False,,4,strong
168,ليلة,night,True,noun,True,True,night,True,5.15,True,True,False,,False,,4,strong
169,مدير,director; manager,True,adj|noun,True,True,director|manager,True,5.08,True,True,False,,False,,4,strong
170,سيارة,car; automobile,True,noun,True,True,automobile|car,True,5.13,True,True,False,,False,,4,strong
171,أضاف,added,True,verb,True,False,,True,4.21,True,True,False,,False,,4,semantic_review
172,صغير,small; little; young,True,adj,True,True,small|young,True,4.97,True,True,False,,False,,4,strong
173,وزير,minister,True,noun,True,True,minister,True,5.38,True,True,False,,False,,4,strong
174,نادي,club,True,noun|verb,False,False,,True,5.22,True,True,False,,False,,4,form_only
175,قتل,killing; murder; killed,True,noun|verb,True,True,kill|murder,True,5.42,True,True,False,,False,,4,strong
176,دور,role; turn; function,True,noun|verb,True,True,role|turn,True,5.34,True,True,False,,False,,4,strong
177,بدأ,began; started,True,verb,True,False,,True,5.43,True,True,False,,False,,4,semantic_review
178,شأن,matter; affair; concern,True,noun|verb,True,True,affair|matter,True,4.42,True,True,False,,False,,4,strong
179,قام,stood; got up; carried out,True,verb,True,True,up,True,5.58,True,True,False,,False,,4,strong
180,مباراة,match; game,True,noun,True,True,match,True,5.29,True,True,False,,False,,4,strong
181,يأتي,comes; arrives,True,verb,False,False,,True,5.21,False,True,False,,False,,3,form_only
182,خارج,outside; external to,True,adj|noun|prep,True,True,outside,True,5.44,True,True,False,,False,,4,strong
183,منزل,house; home; residence,True,adj|noun,True,True,house,True,5.12,True,True,False,,False,,4,strong
184,يوجد,exists; is present; there is,True,verb,False,False,,True,5.57,False,True,False,,False,,3,form_only
185,مركز,center; centre,True,noun,True,True,center,True,5.48,True,True,False,,False,,4,strong
186,لجنة,committee; commission,True,noun,True,True,commission|committee,True,5.19,True,True,False,,False,,4,strong
187,سياسي,politician; political figure; political,True,adj|noun,True,True,political|politician,True,4.93,True,True,False,,False,,4,strong
188,داخل,inside; within,True,adj|noun|prep|verb,True,True,inside,True,5.54,True,True,False,,False,,4,strong
189,قدم,foot; antiquity/oldness; presented/offered (depending on vocalization/form),True,adv|noun|verb,True,True,foot|offer,True,5.20,True,True,False,,False,,4,strong
190,سنة,year; Sunnah/tradition (depending on vocalization),True,noun,True,True,tradition|year,True,5.68,True,True,False,,False,,4,strong
191,يتم,is completed; takes place; is carried out,True,noun|verb,True,False,,True,5.81,True,True,False,,False,,4,semantic_review
192,أمن,security; safety; was or felt safe; secured or made safe,True,adj|noun|verb,True,True,safe|safety|security,True,4.92,True,True,False,,False,,4,strong
193,شرطة,police,True,noun,True,True,police,True,5.00,True,True,False,,False,,4,strong
194,لذا,therefore; thus; for that reason,False,,False,False,,True,5.13,False,True,False,,False,,2,form_only
195,عربية,Arabic; Arab (feminine adjective/noun use),True,adj|noun,True,True,arab|arabic,True,5.00,True,True,False,,False,,4,strong
196,يتحدث,speaks; talks,True,verb,False,False,,True,4.98,False,True,False,,False,,3,form_only
197,مقبل,next; coming; forthcoming,True,adj|noun,True,True,forthcom|next,True,3.68,True,True,False,,False,,4,strong
198,دع,leave!; let!; allow! (دع),True,verb,True,False,,True,4.39,False,True,False,,False,,3,semantic_review
199,يحدث,happens; occurs; updates/tells (depending on vocalization),True,verb,False,False,,True,5.37,False,True,False,,False,,3,form_only
200,كرة,ball; sphere,True,noun,True,True,ball|sphere,True,5.17,True,True,False,,False,,4,strong
201,يعود,returns; goes back,True,verb,False,False,,True,5.12,False,True,False,,False,,3,form_only
202,رأى,saw; considered/thought; regarded as (context-dependent),True,verb,True,True,consider|thought,True,4.68,True,True,False,,False,,4,strong
203,حقيقة,truth; fact; reality,True,adj|noun,True,True,fact|reality|truth,True,5.18,True,True,False,,False,,4,strong
204,الله,Allah; God,True,name,True,True,god,True,6.39,True,True,False,,False,,4,strong
205,سعيد,happy; pleased,True,adj|name,True,True,happy,True,5.26,True,True,False,,False,,4,strong
206,يظن,thinks; supposes,True,verb,False,False,,True,4.39,False,True,False,,False,,3,form_only
207,فترة,period; interval,True,noun,True,True,interval|period,True,5.41,True,True,False,,False,,4,strong
208,رجال,men,True,noun,True,False,,True,5.34,False,True,False,,False,,3,semantic_review
209,نسوة,women; group of women,True,noun,True,False,,True,3.20,False,True,False,,False,,3,semantic_review
210,أعمال,works; businesses; actions,True,noun,True,False,,True,5.23,True,True,False,,False,,4,semantic_review
211,مشكلة,problem; issue,True,noun,True,True,problem,True,5.17,True,True,False,,False,,4,strong
212,حالة,state; condition; case,True,noun|prep,True,True,condition|state,True,5.59,True,True,False,,False,,4,strong
213,حزب,party; political party; group,True,noun|verb,True,True,group|party|political,True,5.33,True,True,False,,False,,4,strong
214,مليون,million,True,num,True,True,million,True,5.55,True,True,False,,False,,4,strong
215,حصل,happened/occurred; obtained/got; collected (depending on form),True,noun|verb,True,True,collect|happen|obtain,True,5.27,True,True,False,,False,,4,strong
216,يشعر,feels; senses,True,verb,False,False,,True,4.82,False,True,False,,False,,3,form_only
217,طلب,request; demand; order; requested/asked,True,noun|verb,True,True,demand|order|request,True,5.24,True,True,False,,False,,4,strong
218,تحقيق,investigation; achievement/realization (context-dependent),True,noun,True,True,achieve|investig,True,5.09,True,True,False,,False,,4,strong
219,جميل,beautiful; nice,True,adj|name|noun,True,True,beautiful,True,5.23,True,True,False,,False,,4,strong
220,بيت,house; home; verse/couplet (poetry),True,noun|verb,True,True,couplet|house|verse,True,5.27,True,True,False,,False,,4,strong
221,هم,they; concern; worry (هُمْ / هَمّ),True,adj|noun|pron|verb,True,True,concern|they|worry,True,5.71,True,True,False,,False,,4,strong
222,وزارة,ministry,True,noun,True,True,ministry,True,5.52,True,True,False,,False,,4,strong
223,قرار,decision; resolution,True,noun,True,True,decision,True,5.23,True,True,False,,False,,4,strong
224,رغم,despite; in spite of (رغم),True,noun|verb,True,False,,True,5.34,True,True,False,,False,,4,semantic_review
225,ساعة,hour; watch; clock,True,noun,True,True,clock|hour|watch,True,5.40,True,True,False,,False,,4,strong
226,جاء,came; arrived,True,verb,True,False,,True,5.31,True,True,False,,False,,4,semantic_review
227,أرض,earth; land; ground,True,noun|verb,True,True,earth|ground|land,True,5.02,True,True,False,,False,,4,strong
228,يحاول,tries; attempts,True,verb,False,False,,True,4.90,False,True,False,,False,,3,form_only
229,عين,eye; spring; individual/notable; appointed/designated (depending on vocalization),True,noun|verb,True,True,appoint|eye|spring,True,5.18,True,True,False,,False,,4,strong
230,كي,so that; in order that,True,conj|noun|prep,True,True,order,True,5.20,True,True,False,,False,,4,strong
231,كم,how many?; how much?; many/a great many (interrogative or declarative كَمْ),True,adv|noun|pron|verb,True,True,how|many|much,True,5.43,True,True,False,,False,,4,strong
232,أيام,days,True,noun,True,True,days,True,5.41,True,True,False,,False,,4,strong
233,أصبح,became; came to be,True,adj|verb,True,False,,True,5.42,True,True,False,,False,,4,semantic_review
234,حسب,according to; enough/sufficient; calculated/count(ed); considered/thought (depending on vocalization/use),True,noun|prep|verb,True,True,accord|consider,True,5.38,True,True,False,,False,,4,strong
235,دائما,always,True,adv,True,True,alway,True,5.54,True,True,False,,False,,4,strong
236,انظر,look!; see!,True,verb,False,False,,True,5.33,False,True,False,,False,,3,form_only
237,طريقة,way; method; manner,True,noun,True,True,manner|method|way,True,5.35,True,True,False,,False,,4,strong
238,فيما,"in what; in which; concerning what/which; while/insofar as, depending on context",True,conj,True,True,what|while,True,5.56,False,True,False,,False,,3,strong
239,صديق,friend,True,adj|noun,True,True,friend,True,4.90,True,True,False,,False,,4,strong
240,عرض,offer; presentation or display; width; symptom; presented or offered or displayed,True,noun|verb,True,True,display|offer|symptom|width,True,5.33,True,True,False,,False,,4,strong
241,أبدا,ever; never (with negation); at all,True,adv|intj,True,True,all|never,True,5.28,True,True,False,,False,,4,strong
242,هدف,goal; target; objective,True,noun|verb,True,True,goal|objective|target,True,5.07,True,True,False,,False,,4,strong
243,يعد,counts/enumerates; prepares; is considered (يَعُدّ / يُعِدّ / يُعَدّ),True,verb,False,False,,True,5.33,True,True,False,,False,,4,form_only
244,وجود,existence; presence,True,noun,True,True,existence,True,5.59,True,True,False,,False,,4,strong
245,نهاية,end; ending; conclusion,True,noun,True,True,end,True,5.48,True,True,False,,False,,4,strong
246,مجموعة,group; collection; set,True,adj|noun,True,True,collection|group,True,5.68,True,True,False,,False,,4,strong
247,دول,countries; states,True,noun|verb,True,False,,True,5.32,True,True,False,,False,,4,semantic_review
248,فقد,lost; loss/absence; so/then + already/may (فَقَدَ / فَقْد / فَ + قَدْ),True,noun|verb,True,False,,True,5.73,True,True,False,,False,,4,semantic_review
249,مختلف,different; various,True,adj,True,True,different,True,5.30,True,True,False,,False,,4,strong
250,ألف,thousand; authored/composed/compiled (أَلْف / أَلَّفَ),True,noun|num|verb,True,True,author|thousand,True,5.44,True,True,False,,False,,4,strong
251,نائب,deputy; vice-president; representative,True,noun,True,True,deputy|representative,True,4.89,True,True,False,,False,,4,strong
252,أسبوع,week,True,noun,True,True,week,True,4.81,True,True,False,,False,,4,strong
253,قانون,law,True,noun,True,True,law,True,5.28,True,True,False,,False,,4,strong
254,مستوى,level; standard,True,noun,True,True,level|standard,True,5.24,True,True,False,,False,,4,strong
255,قطاع,sector,True,noun,True,True,sector,True,4.94,True,True,False,,False,,4,strong
256,نظام,system; regime,True,noun,True,True,regime|system,True,5.51,True,True,False,,False,,4,strong
257,ما زال,still is/was; continues/continued to be,False,,False,False,,True,4.91,True,False,False,,False,,2,form_only
258,مساعدة,help; assistance,True,noun,True,True,help,True,5.07,True,True,False,,False,,4,strong
259,يحصل,gets; obtains; happens; collects/achieves (depending on form),True,verb,False,False,,True,4.97,False,True,False,,False,,3,form_only
260,شهر,month,True,noun|verb,True,True,month,True,5.43,True,True,False,,False,,4,strong
