rank,front,meaning,wordfreq_zipf,semantic_support,kaikki_meaning,readurdu_meaning,word2word_meaning
1021,کراچی,Karachi,5.68,Kaikki+ReadUrdu+word2word,"Karachi (the largest city in Pakistan situated along the Arabian Sea, as well as the provincial capital of Sindh Province)","Karachi (the largest city in Pakistan situated along the Arabian Sea, as well as the provincial capital of…",Karachi; In; 2004; 2003; About
1022,سکتے,can,5.67,ReadUrdu+word2word,,"can, are able (plural)",CAN; Can; cannot; may; leave
1023,بھارت,India,5.66,Kaikki+ReadUrdu,"India, Bharat (a country in South Asia); Hindustan, the undivided Indian subcontinent",India,
1024,لیگ,league,5.65,ReadUrdu+word2word,,league,leagues; mossy; knoll; thickets; due
1025,کہتے,say,5.63,ReadUrdu+word2word,,form of کَہْنا (kahnā — to say) | also: plural masculine of کَہْنا (kahnā — to say),say; says; krushkach; unidentified; operative
1026,بارے,about,5.62,ReadUrdu+word2word,,"about, regarding (کے بارے میں)",about; About; ABOUT; talking; thinking
1027,دیکھ,see,5.61,ReadUrdu+word2word,,"infinitive of دیکْھنا (dekhnā — to look, see, watch) | also: masculine singular of دیکْھنا (dekhnā — to look, see, watch)",see; watching; looking; seeing; Good
1028,چاہیے,should,5.61,ReadUrdu+word2word,,"should, ought to, is needed",supposed; should; listened; contact; hurry
1029,بھر,full,5.58,ReadUrdu+word2word,,"full, whole, throughout (دن بھر = all day)",across; OVER; Blackout; effect; full
1030,ٹیم,team,5.58,ReadUrdu+word2word,,team,team; response; Team; kidnap; leading
1031,چیف,chief,5.58,ReadUrdu+word2word,,chief,Chief; CHIEF; GAINES; boss; henceforth
1032,اسمبلی,assembly,5.57,ReadUrdu+word2word,,"assembly, legislature",member; honored; excuse; assembly
1033,اعلان,announcement,5.57,ReadUrdu+word2word,,"announcement, declaration",proclaim; martyr; announced; backstabbing; trail
1034,دیکھا,saw,5.57,ReadUrdu+word2word,,saw (of دیکھنا),seen; saw; watched; YouTube; haven
1035,عالمی,global,5.56,ReadUrdu+word2word,,"global, international",World; War; global; Her; Second
1036,کشمیر,Kashmir,5.56,ReadUrdu+word2word,"Jammu Kashmir (a union territory of India; capitals: Srinagar and Jammu); Azad Kashmir (an autonomous territory administered by Pakistan; capital: Muzaffarabad); Kashmir (a contested geographic region of South Asia in the northern part of the Indian subcontinent, located between (and de facto divided between) India, Pakistan and China)","name: Kashmir (a contested geographic region of South Asia in the northern part of the Indian subcontinent, located… | Platts: s.m. The country of Cashmere (in the north-west of India)",towns; medium-sized; hypothesis; current; Kashmir
1037,کہیں,anywhere,5.54,ReadUrdu+word2word,,"somewhere, anywhere | also: plural perfective of کَہْنا (kahnā — to say)",anywhere; somewhere; nowhere; Anywhere; wherever
1038,جسٹس,justice,5.52,ReadUrdu+word2word,,justice (judge's title),JUSTICE; justice; law; without; judges
1039,کورٹ,court,5.52,ReadUrdu+word2word,,court,court-martial; Court; Refuse; recourse; duration
1040,سندھ,Sindh,5.51,Kaikki+ReadUrdu,"Sindh (a province of Pakistan); Sind, Scinde (a province of British India)","Sindh (a province of Pakistan); Indus (a river in the provinces of Sindh, Punjab and Khyber Pakhtunkhwa and the administrative territory of…; Sind, Scinde (a province of British India)",
1041,دیتا,gives,5.50,ReadUrdu+word2word,,gives (masculine of دینا),paying; gives; embassies; techniques; break-in
1042,رکھا,kept,5.48,ReadUrdu+word2word,,"kept, placed (of رکھنا)",kept; care; took; awake; gave
1043,سرکاری,official,5.48,ReadUrdu+word2word,,"governmental, official",official; officially; Officially; answer; Google-proof
1044,کہہ,say,5.47,ReadUrdu+word2word,,"say (stem of کہنا, as in کہہ دیا)",saying; telling; sayin; screams; Say
1045,بنایا,made,5.46,ReadUrdu+word2word,,"made, built (of بنانا)",made; built; granny; bounce; journey
1046,ایران,Iran,5.44,Kaikki+ReadUrdu+word2word,Iran (a country in West Asia),Iran,Iran; said; Are; Venezuela; or
1047,چاہتے,want,5.44,ReadUrdu+word2word,,want (plural of چاہنا),want; wish; wanna; Want; Festival
1048,افغانستان,Afghanistan,5.43,Kaikki+ReadUrdu+word2word,Afghanistan (a landlocked country between Central Asia and South Asia),Afghanistan,Afghanistan; alike; Camp; Chapman; invaded
1049,لی,took,5.42,ReadUrdu+word2word,,took (feminine of لینا),took; Le; Midnight; Wherever; meeting
1050,زیر,under,5.41,ReadUrdu+word2word,,"under, below (زیرِ غور = under consideration)",underground; footprint; logs; figure; deck
1051,ہندوستان,India,5.40,Kaikki+ReadUrdu,"The Mughal Empire; India (a country in South Asia); Hindustan, the Indian subcontinent","India, Hindustan",
1052,نیوز,news,5.38,ReadUrdu+word2word,,news,Coast; news; East; newsstands; lines
1053,حالات,circumstances,5.37,ReadUrdu+word2word,,"circumstances, conditions",situation; circumstances; Conditions; optimal; Schizophrenia
1054,ملا,met,5.37,ReadUrdu+word2word,,"met, received (of ملنا); mullah",got; Got; found; met; SECOND
1055,بہترین,best,5.36,ReadUrdu+word2word,,"best, excellent",best; demands; Best; school; Detective
1056,پیچھے,behind,5.35,ReadUrdu+word2word,,behind,behind; Back; Put; Slaves; Stand
1057,تعمیر,building,5.34,ReadUrdu+word2word,,"construction, building",build; built; rebuild; BUILT; REBUILD
1058,رپورٹ,report,5.34,ReadUrdu+word2word,,report,report; reported; REPORTS; RE; -Did
1059,چاہتا,wants,5.34,ReadUrdu+word2word,,wants (masculine),wants; wanted; WILL; wishes; Nizam
1060,یونیورسٹی,university,5.34,ReadUrdu+word2word,,university,University; hacked; bachelor; stored; university
1061,ایمان,faith,5.33,Kaikki+ReadUrdu+word2word,creed; intention; faith; belief,"faith, belief; integrity",faith; Faith; Evasion; dishonesty; Synesius
1062,قیام,stay,5.33,ReadUrdu+word2word,,"stay, residence; establishment",formation; stay; visit; Keep; Mangrove
1063,نمبر,number,5.33,ReadUrdu+word2word,,"number, numeral; phone number",number; No; numbers; requested; calling
1064,میچ,match,5.32,ReadUrdu+word2word,,match (sports),be; coincidence; ZIP; 6; match
1065,ووٹ,vote,5.30,ReadUrdu+word2word,,vote,voted; Michelle; Chicago; Nominated; votes
1066,ڈالر,dollar,5.30,ReadUrdu+word2word,,dollar,dollars; billions; Dollars; bald; 1200
1067,کانفرنس,conference,5.30,ReadUrdu+word2word,,conference,conference; Sydney; Eyes; Five; -Press
1068,کمپنی,company,5.30,ReadUrdu+word2word,,company,company; named; affidavit; separation; confirming
1069,ملے,met,5.29,ReadUrdu+word2word,,"met, received (plural)",met; ice; Somebody; Tess; anxious
1070,چلا,went,5.29,ReadUrdu+word2word,,"moved, went (of چلنا)",gone; running; went; goes; stone
1071,تب,then,5.28,Kaikki+ReadUrdu+word2word,then,"adv. then | Platts: adv. & conj. Then, at that time; afterwards; thereupon; therefore, hence: — tab-bhī, adv. Even then, then too…",woods; Into; since; Then; Fine
1072,لفظ,word,5.28,Kaikki+ReadUrdu+word2word,"word, term",word,word; WORD; ANOTHER; SAY; PUT
1073,لندن,London,5.28,Kaikki+ReadUrdu+word2word,"London (a city in Ontario, Canada); London (the capital city of the United Kingdom; the capital city of England)",London (the capital city of the United Kingdom; the capital city of England),London; followed; Blackout; effect; throughout
1074,رہنے,live,5.27,ReadUrdu+word2word,,oblique infinitive of رَہْنا (rahnā — to live) | also: plural infinitive of رَہْنا (rahnā — to live),stay; STAY; live; living; survive
1075,آیت,verse,5.26,Kaikki+ReadUrdu+word2word,verse (of the Qur'an),"n. verse (of the Qur'an) | Platts: (for A. آية), s.f. Mark, sign; sentence or verse of the Qorʼān: — āyat-ě-mut̤laq, s.f. Mark, stop, pause…",verse; It; last; s; the
1076,مطالبہ,demand,5.26,ReadUrdu+word2word,,demand,amnesty; demand; demanding; answers; committee
1077,اسرائیل,Israel,5.25,Kaikki+ReadUrdu+word2word,Israel (a country in Asia),Israel,Israel; immunity; contradict; Israelis; Anything
1078,مسیح,Christ,5.25,Kaikki+ReadUrdu+word2word,"Christ, Messiah","n. Christ, Messiah | Platts: s.m. 'The Anointed,' Messiah, Christ: — ʻIṣā-masīḥ, Jesus Christ",Christ; Death; pagans; moonlighting; Applebee
1079,بلوچستان,Balochistan,5.24,Kaikki+ReadUrdu,a mountainous region of Afghanistan; Balochistan (a province of Pakistan); Sistan and Baluchestan (a province of Iran),Balochistan (a province of Pakistan); Balochistan (a region between the Middle East and South Asia),
1080,کہنے,say,5.23,ReadUrdu+word2word,,oblique infinitive of کَہْنا (kahnā — to say) | also: plural infinitive of کَہْنا (kahnā — to say),say; goodbye; meaning; videos; circumstances
1081,امریکا,America,5.22,Kaikki+ReadUrdu,"America, the Americas (a supercontinent consisting of North America, Central America and South America regarded as a whole; in full, the Americas); America, United States of America (a country in North America; in full, United States of America; official name: ریاستہائے متحدہ (riyāsat’hā-e-muttahida))","America, the Americas (a supercontinent consisting of North America, Central America and South America…; America, United States of America (a country in North America; in full, United States of America; official…",States; United; mother; how
1082,برطانیہ,Britain,5.22,Kaikki+ReadUrdu,"Britain (the United Kingdom, a kingdom and country in Northern Europe including the island of Great Britain as well as Northern Ireland on the northeastern portion of the island of Ireland)",Britain,bombings; U.K; did; right; You
1083,رب,Lord,5.22,Kaikki+ReadUrdu+word2word,owner; possessor; Lord; An epithet for God,"Lord, God",Lord; Praise; butchers; Brother; everlasting
1084,رہتا,live,5.22,ReadUrdu+word2word,,masculine singular of رَہْنا (rahnā — to live) | also: masculine of رَہْنا (rahnā — to live),7.63; Montblanc; pen; stays; live
1085,جناب,sir,5.21,Kaikki+ReadUrdu+word2word,"sir, mister; Excellency, Honour","n. sir, mister; Excellency, Honour; form of address for a judge | Platts: s.f. Side, brink, margin; a court or yard; vestibule; threshold…",sir; Mr; Sir; Mister; Luthor
1086,شائع,published,5.21,ReadUrdu+word2word,,published (شائع ہونا = to be published),publish; reposted; ourselves; beginning; publishing
1087,پیپلز,People's,5.20,ReadUrdu+word2word,,People's (in party names),Danish; people; s; '; front
1088,ہسپتال,hospital,5.20,ReadUrdu+word2word,,hospital,hospital; recall; prior; bang; noise
1089,آپریشن,operation,5.19,ReadUrdu+word2word,,operation (military or medical),ops; operation; Ops; fucked-up; tip
1090,طالبان,Taliban,5.19,Kaikki+ReadUrdu+word2word,"Taliban (a Deobandi Islamist and largely Pashtun religious political movement founded in Afghanistan in 1994 by mullah Mohammad Omar, which has governed the country from 1996 to 2001 and since 2021)",the Taliban; seekers (plural of طالب),Former; Taliban; claim; officials; hanging
1091,گنتی,counting,5.19,Kaikki+ReadUrdu+word2word,"counting; calculation, reckoning; Numbers (book of the Bible)","n. counting; calculation, reckoning; Numbers (book of the Bible) | Platts: s.f. Counting, computing, calculating, reckoning; — calculation; enumeration; number; addition; the rule of…",counting; snuck; who; right; half
1092,روس,Russia,5.18,Kaikki+ReadUrdu+word2word,Russia (a transcontinental country in Eastern Europe and North Asia),Russia,Russia; 1.5; billion; collection; twice
1093,اگست,August,5.17,Kaikki+ReadUrdu,August,"n. August | Platts: (corr. of the English), s.m. August (the month)",
1094,پارلیمنٹ,parliament,5.17,ReadUrdu+word2word,,parliament,cabinet; symbolic; gesture; Palace; parliament
1095,گناہ,sin,5.17,Kaikki+ReadUrdu+word2word,"sin; crime, fault, guilt",sin,sin; FAULTS; ANY; THERE; innocent
1096,یمن,Yemen,5.17,Kaikki+ReadUrdu,Yemen (a country in West Asia in the Middle East),"name: Yemen (a country in West Asia in the Middle East) | Platts: s.m. Vomiting; vomit; emetic: — baman karnā, v.n. To vomit",
1097,بتایا,told,5.16,ReadUrdu+word2word,,"told, informed (of بتانا)",told; Has; Raptor; cleared; blow
1098,ترکی,Turkish,5.16,Kaikki+ReadUrdu+word2word,"the Turkish language; a horse of Turkish breed; of or belonging to a Turk; Turkish, Turk-like",Turkey; Turkish,Turkish; Turkey; venerable; harem; disease
1099,جانتے,know,5.16,ReadUrdu+word2word,,know (plural of جاننا),know; KNOW; knew; -I; knows
1100,معنی,meaning,5.16,Kaikki+ReadUrdu+word2word,intent; meaning,n. meaning; intent | Platts: s.m. See next,means; CONGRATULATIONS; Meaning; lover; kunya
1101,سمجھتے,understand,5.15,ReadUrdu+word2word,,plural masculine of سَمَجْھنَا (samajhnā — to understand),understand; Don; THAT; UNDERSTAND; nor
1102,شک,doubt,5.13,Kaikki+ReadUrdu+word2word,"doubt, uncertainty","doubt, suspicion",doubt; Surely; Synesius; seducing; Mind
1103,ظلم,oppression,5.12,Kaikki+ReadUrdu+word2word,"tyranny, oppression; wrongdoing, misdeed, injustice","oppression, cruelty",oppressed; cruelty; arrogance; From; being
1104,وفاقی,federal,5.12,ReadUrdu+word2word,,federal,Federal; federal; Victoria; decides; daughter
1105,پشاور,Peshawar,5.12,Kaikki+ReadUrdu+word2word,"Peshawar (a city, the provincial capital of Khyber Pakhtunkhwa, Pakistan)","Peshawar (a city, the provincial capital of Khyber Pakhtunkhwa, Pakistan)",Pesh; d; Lahore; Street; 30
1106,یوسف,Joseph,5.12,Kaikki+ReadUrdu+word2word,"Yusuf, Joseph; a male given name from Arabic; Joseph (12th sura (chapter) of the Quran)","name: Yusuf, Joseph; a male given name from Arabic; Joseph (12th sura (chapter) of the Quran) | Platts: s.m. The patriarch Joseph; — a proper name",Joseph; Ramzi; Yousef; 90s; Hazem
1107,دیکھتے,see,5.11,ReadUrdu+word2word,,"plural masculine of دیکْھنا (dekhnā — to look, see, watch)",see; watch; Let; strut; Delta
1108,رکھتا,keeps,5.11,ReadUrdu+word2word,,keeps (masculine),belongs; keeps; believes; holds; limit
1109,ریکارڈ,record,5.11,ReadUrdu+word2word,,record,records; RECORDED; record; wrongs; indicate
1110,مریم,Mary,5.11,Kaikki+ReadUrdu,"a virgin, maiden; Mary (the mother of Jesus); a female given name, Maryam or Mariyam","name: Mary (the mother of Jesus); Miriam (the sister of Moses and Aaron and the daughter of Amram and Jochebed); a female given name, Maryam or Mariyam | n. a virgin, maiden | Platts: prop. n. Mary: — maryam, or ḥaẓrat-ě-maryam, The Virgin Mary: — mom-kī mariyam, A delicate woman (lit. 'a…",
1111,روح,soul,5.10,Kaikki+ReadUrdu+word2word,"soul, spirit; essence, quintessence","soul, spirit",spirit; soul; her; Too; independent
1112,ثبوت,proof,5.09,Kaikki+ReadUrdu+word2word,proof; evidence,"proof, evidence",proof; evidence; living; case; definitive
1113,بیٹھ,Sit,5.08,ReadUrdu+word2word,,infinitive of بَیٹھنا (baiṭhnā — to sit),down; Sit; sit; tight; sitting
1114,کھڑا,standing,5.08,Kaikki+ReadUrdu+word2word,erect; standing,standing; erect,standing; stands; oak; Her; seek
1115,بیٹا,son,5.07,Kaikki+ReadUrdu+word2word,"son, boy; child (any gender)","son, boy; child (any gender)",son; Son; -But; sweetie; Not
1116,سنی,listened,5.07,ReadUrdu+word2word,,"s.m. The planet Saturn: — sani-vār, vulg. sani-bār, s.m. 'Saturn's day,' Saturday. | also: perfective feminine of سُنْنا (sunnā — to listen, to hear)",listened; LISTENED; NOBODY; fellow; THEM
1117,ترجمہ,translation,5.06,Kaikki+ReadUrdu+word2word,"rendering, rendition; translation; interpretation",translation,examples; forms; dialect; translate; speak
1118,جولائی,July,5.06,Kaikki+ReadUrdu,July,July,Obstructed; fading; view; Signal; steroids
1119,جہاز,ship,5.06,Kaikki+ReadUrdu+word2word,"craft; plane, ship","n. plane, ship; craft; clipping of ہَوائی جَہاز (havāī jahāz, “aircraft”) | Platts: s.m. A ship; the tree of a camel's saddle, or the saddle and its appurtenances…",ship; plane; spaceship; Stop; Evanston
1120,سربراہ,head,5.06,ReadUrdu+word2word,,"head, chief (of an organization)",head; bar; Hayden; Michael; Reiser
1121,عربی,Arabic,5.06,Kaikki+ReadUrdu,Arabic,"name: Arabic | Platts: (rel. n. fr. ʻarab), m. = P عربيه ʻarabīya (for A. ʻarabīyat), f. adj. & s. Arabian; Arabic; — an Arab; an…",
1122,مضمون,article,5.06,ReadUrdu+word2word,essay; sense; topic,"essay, article; subject",article; subject; longer; viable; genuine
1123,مدینہ,Medina,5.05,Kaikki+ReadUrdu,"Medina (a province of Saudi Arabia); Medina (a major city, the capital of Medina province, Saudi Arabia; holy to Islam)","name: Medina (a major city, the capital of Medina province, Saudi Arabia; holy to Islam); Medina (a province of Saudi Arabia) | Platts: (for A. مدينة madīnat, v.n. fr. دان (for دين) 'to hold in possession or under authority'), s.m. A city; a…",
1124,ویڈیو,video,5.05,ReadUrdu+word2word,,video,video; ransom; Video; make; hang
1125,پروفیسر,professor,5.05,ReadUrdu+word2word,,professor,PROFESSOR; INTENSE; SOMETHING; HAPPEN; HERE
1126,چھوٹی,release,5.05,ReadUrdu+word2word,,"feminine singular of چُھوٹْنا (chūṭnā — to be released, discharged) | also: plural feminine of چُھوٹْنا (chūṭnā — to be released, discharged)",little; small; release; Hello; Catch
1127,انقلاب,revolution,5.04,Kaikki+ReadUrdu+word2word,revolution; coup d'état,revolution,revolution; hiding; escape; To; During
1128,سمندر,sea,5.04,Kaikki+ReadUrdu+word2word,"sea, ocean; vast; boundless; limitless (entity, land etc.)","n. sea, ocean; vast; boundless; limitless (entity, land etc.) | Platts: (said to be fr. sām, 'fire'+andar, 'in'), s.m. The salamander",sea; ocean; ere; O; forthwith
1129,عبادت,worship,5.03,Kaikki+ReadUrdu+word2word,"worship; devotion, idol",worship,worship; pray; prayer; Henceforth; questioned
1130,پہنچا,reached,5.03,ReadUrdu+word2word,,"s.m. The fore-arm, the wrist. | also: perfective masculine of پَہُن٘چنا (pahũcnā — to arrive, to reach)",hid; hurting; reached; damaged; cargo
1131,یورپ,Europe,5.03,Kaikki+ReadUrdu+word2word,"ellipsis of یورپی اتحاد (yūrapī ittihād, “European Union”); Europe (a continent located west of Asia and north of Africa)",Europe,Europe; ravage; continues; War; heavily
1132,ستمبر,September,5.02,Kaikki+ReadUrdu,September,September,Nine; one; still; Western; hijacker
1133,شرح,rate,5.02,ReadUrdu+word2word,,rate; commentary,rate; Heart; rising; highest; homicide
1134,مشرف,Musharraf,5.02,ReadUrdu+word2word,,"Musharraf (Pervez Musharraf, Pakistani president 2001–08); honored",Musharraf; tried; mean; kill; trust
1135,نوٹس,notice,5.02,ReadUrdu+word2word,,notice,notice; isn; properly; further; scratches
1136,گروہ,group,5.02,Kaikki+ReadUrdu+word2word,"group, gang, clique, crew","n. group, gang, clique, crew | Platts: s.m.(f.?) A collection or party (of men), company, band, troop, crew, gang, group; people, levy of people; a…",group; deserving; putting; faction; says
1137,ہندو,Hindu,5.02,ReadUrdu+word2word,Indian; a follower of Hinduism,"n. Hindu, a follower of Hinduism; Indian; Any subject regarding to Delhi Sultanate, or any other Islamic regime in any part of the Indian subcontinent | Platts: fem. haṅdī [prob. Prk. हंतो, pres. part.; see huṅto], A dialec. (Mārwārī) postpn. of the gen. (i.q. kā; ker…",Hah; blowing; crossing; storm; Hindu
1138,بنائی,made,5.01,ReadUrdu+word2word,,made (feminine),made; every; This; phone; Russian
1139,صحافی,journalist,5.01,Kaikki+ReadUrdu+word2word,journalist,journalist,journalist; stringing; reporter; Act; experienced
1140,نومبر,November,5.01,Kaikki+ReadUrdu+word2word,November,November,BELGIUM; NOVEMBER; 1918; November; Plate
1141,کھلاڑی,player,5.01,ReadUrdu+word2word,,"player, athlete",player; sportsmanship; Abroad; Great; baseball
1142,اصول,principles,5.00,Kaikki+ReadUrdu+word2word,"maxim; principles; law, mot, motto, rule","n. plural of اصل (asl); principles; maxim | Platts: s.f. m.(?) pl. (of aṣl), Roots, fundamentals, essentials, elements, first principles; causes, general or…",principle; founded; theory; differences; CONTINUE
1143,اکتوبر,October,5.00,Kaikki+ReadUrdu+word2word,October,"n. October | Platts: (corr. from the English), s.m. October",October; 2006; bump; conversation; having
1144,توڑ,Break,5.00,ReadUrdu+word2word,,"break, fissure; breaking; check | also: infinitive of تورْنا (tornā — to break, snap)",Break; break; broke; breaking; BREAK
1145,فہرست,list,5.00,Kaikki+ReadUrdu+word2word,list; index; catalogue,"n. list; index; catalogue | Platts: s.f. A list, catalogue; an index, a table of contents; an inventory, a schedule",list; talents; LIST; BUSINESSES; DOES
1146,نشان,mark,5.00,ReadUrdu+word2word,"sign, symbol; ensign, standard; decoration, medal","mark, sign, trace",mark; BOUNDARIES; MARK; Tracks; Break
1147,وعدہ,promise,5.00,Kaikki+ReadUrdu+word2word,promise; vow; pledge,promise,promise; promised; Promise; PROMISE; original
1148,جنت,heaven,4.99,Kaikki+ReadUrdu+word2word,"abacus; heaven, paradise; a female given name from Arabic","paradise, heaven",heaven; paradise; Heaven; god
1149,جون,June,4.99,Kaikki+ReadUrdu+word2word,June,"name: June | Platts: s.m. An Ionian, a Greek; a Mohammadan (sometimes applied to both the Mohammadan and European invaders of…",June; Can; bun; hot; seat
1150,حرام,forbidden,4.99,Kaikki+ReadUrdu+word2word,haram; unlawful; forbidden,"adj. forbidden; unlawful; haram | Platts: (inf. n. of حرم 'to be prohibited,' &c.), adj. Forbidden, prohibited, unlawful, wrong; excluded; sacred,…",forbidden; Action; returned; yet; As
1151,لکھ,write,4.99,ReadUrdu+word2word,,"inflection of लिखना (likhnā, “to write”): | also: form of لِکْھنا (likhnā — to write)",write; rewriting; Did; case; justification
1152,موسی,Moses,4.99,Kaikki+ReadUrdu,Moses; a male given name from Arabic,"name: Moses; a male given name from Arabic | Platts: s.f. Mother's sister, aunt",leagues; mossy; knoll; thickets; due
1153,افواج,forces,4.98,ReadUrdu+word2word,,"forces, armies (plural of فوج)",forces; combine; outmatched; contacting; military
1154,برقرار,maintained,4.98,ReadUrdu+word2word,,"established, confirmed, fixed, settled, maintained",maintain; Maintaining; preserve; oxygen; level
1155,جدوجہد,struggle,4.98,ReadUrdu+word2word,,struggle,struggling; Teach; struggled; scramble; below
1156,عراق,Iraq,4.98,Kaikki+ReadUrdu+word2word,Iraq (a country in West Asia in the Middle East),Iraq,Iraq; convoys; WMD; calling; taken
1157,وکیل,lawyer,4.98,ReadUrdu+word2word,,lawyer,attorney; lawyer; grieving; studying; refuse
1158,یورپی,European,4.98,ReadUrdu+word2word,,European,European; cyberattack; Frankfurt; Central; Yesterday
1159,ابراہیم,Abraham,4.97,Kaikki+ReadUrdu,Abraham (prophet); a male given name from Arabic إِبْرَاهِيم (ʔibrāhīm),name: Abraham (prophet); a male given name from Arabic إِبْرَاهِيم (ʔibrāhīm) | Platts: prop. n.m. Abraham (the patriarch),Ibrahim; Sayeed; popped; yeah; true
1160,شہادت,martyrdom,4.97,Kaikki+ReadUrdu+word2word,creed; shahada; martyrdom,"n. martyrdom; testimony; shahada | Platts: (for A. شہادة, inf. n. of شہد 'to give evidence,' &c.), s.f. Evidence, testimony, witness…",proclaim; martyr; Lance; Web; testimony
1161,غلطی,mistake,4.97,Kaikki+ReadUrdu+word2word,error; mistake,mistake,fault; mistake; END; YET; MOVED
1162,مئی,May,4.97,Kaikki+ReadUrdu+word2word,May,name: May | Platts: s.f. A harrow; — a ladder,May; reportedly; 20th; since; remember
1163,مشرقی,eastern,4.97,ReadUrdu+word2word,,eastern,eastern; Redeploy; gate; Eastern; Supreme
1164,نیک,good,4.97,Kaikki+ReadUrdu+word2word,"good, virtuous, righteous, upright, pious, kind-hearted, mannerly","adj. good, virtuous, righteous, upright, pious, kind-hearted, mannerly | Platts: adj. corr. of P. nek, or contrac. of nīkā, qq.v",good; Thinking; deeds; abandoning; wilderness
1165,توانائی,energy,4.96,Kaikki+ReadUrdu+word2word,"energy; power, ability, strength","n. energy; power, ability, strength | Platts: s.f. Power, ability, strength, &c",energy; passion; stops; signature; ENERGY
1166,دیکھیں,see,4.96,ReadUrdu+word2word,,"infinitive of دیکْھنا (dekhnā — to look, see, watch)",see; -Did; inside; sees; dared
