rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
711,REPAIR,Peux-tu me dire quelle sorte de pomme c'est ?,Can you tell me what kind of apple this is?,pˈøty mə- dˈiʁ kɛl sˈɔʁt də- pˈɔm sˈɛ ?,peuty mohohh- dayayr kayl sohrt dohohh- pohm say ?,Peux-tu is /pø ty/; remove artifacts and normalize open vowels.,/pø ty mə diʁ kɛl sɔʁt də pɔm sɛ/,peu tü muh deer kel sawrt duh pawm seh
712,REPAIR,Pourrais-je avoir un mot avec vous en privé ?,Could I have a word with you in private?,puʁˈɛʒ avwˈaʁ œ̃ mˈo avˌɛk vuz ɑ̃ pʁivˈe ?,pohohrayzh avwar ohohn moh avayk vohohz an prayayvay ?,No liaison after tonic vous in avec vous en privé; remove artificial stresses.,/puʁɛʒ avwaʁ œ̃ mo avɛk vu ɑ̃ pʁive/,poo-rehzh ah-vwar uhn moh ah-vek voo ahn pree-vay
713,REPAIR,"Puis-je avoir encore une canette de bière, s'il vous plaît ?",Can I please have one more can of beer?,"pyˈiʒ avwˈaʁ ɑ̃kˌɔʁ yn kanˈɛt də- bjˈɛʁ, sil vu plˈɛ ?","pyayayzh avwar ankohr yn kanayt dohohh- byayr, sayayl vohoh play ?",Machine misses /ɥ/ in puis-je; remove artifacts and mark encore nasal.,/pɥiʒ avwaʁ ɑ̃kɔʁ yn kanɛt də bjɛʁ sil vu plɛ/,pweezh ah-vwar ahn-kawr ün kah-net duh byehr seel voo pleh
714,REPAIR,"Voudriez-vous bien m'apporter un oreiller et une couverture, je vous prie ?","Could you bring me a pillow and blanket, please?","vudʁiˈevu bjˈɛ̃ mapɔʁtˈe œ̃n oʁɛjˈe e yn kuvɛʁtˈyʁ, ʒə- vu pʁˈi ?","vohohdrayayayvohoh byayayn mapohrtay ohohnn ohrayyay ay yn kohohvayrtyr, zhohohh- vohoh prayay ?",Voudriez-vous is /vudʁije vu/; keep /n/ in un oreiller and distinguish French /y/ in couverture.,/vudʁije vu bjɛ̃ mapɔʁte œ̃ nɔʁeje e yn kuvɛʁtyʁ ʒə vu pʁi/,voo-dree-yay voo byehn mah-pawr-tay uhn naw-ray-yay ay ün koo-vehr-tür zhuh voo pree
715,REPAIR,Tu peux me déposer à l'arrêt de bus ?,Can you drop me off at the bus stop?,ty pˈø mə- depozˈe a laʁˈɛ də- bˈys ?,ty peu mohohh- daypohzay a laray dohohh- bys ?,Remove artifacts; bus uses French /y/.,/ty pø mə depoze a laʁɛ də bys/,tü peu muh day-poh-zay ah lah-reh duh büs
716,REPAIR,Pourriez-vous me donner votre nom et votre numéro de téléphone ?,Could you give me your name and phone number?,puʁjˈevu mə- dɔnˈe votʁ nˈɔ̃ e votʁ nymeʁˈo də- telefˈɔn ?,pohohryayvohoh mohohh- dohnay vohtr nohn ay vohtr nymayroh dohohh- taylayfohn ?,Pourriez-vous is /puʁje vu/; correct votre /vɔtʁ/ and remove artifacts.,/puʁje vu mə dɔne vɔtʁ nɔ̃ e vɔtʁ nymeʁo də telefɔn/,poor-yay voo muh daw-nay vawtr nohn ay vawtr nü-may-roh duh tay-lay-fawn
717,REPAIR,"Pourriez-vous parler un peu plus lentement, s'il vous plaît ?",Could you please speak a little bit more slowly?,"puʁjˈevu paʁlˈe œ̃ pø ply lɑ̃tmˈɑ̃, sil vu plˈɛ ?","pohohryayvohoh parlay ohohn peu ply lantman, sayayl vohoh play ?",Pourriez-vous is /puʁje vu/; remove artifacts and mark lentement nasal.,/puʁje vu paʁle œ̃ pø ply lɑ̃tmɑ̃ sil vu plɛ/,poor-yay voo par-lay uhn peu plü lahn-tmahn seel voo pleh
718,REPAIR,Pourrais-tu me dire comment le faire ?,Could you tell me how to do it?,puʁˈɛty mə- dˈiʁ kɔmˌɑ̃ lə- fˈɛʁ ?,pohohrayty mohohh- dayayr kohman lohohh- fayr ?,Pourrais-tu is /puʁɛ ty/; remove artifacts and mark comment nasal.,/puʁɛ ty mə diʁ kɔmɑ̃ lə fɛʁ/,poo-reh tü muh deer koh-mahn luh fehr
719,REPAIR,"Peux-tu, s'il te plaît, me dire pourquoi tu l'aimes ?",Can you please tell me why you love her?,"pˈøtˈy, sil tə- plˈɛ, mə- dˈiʁ puʁkwˌa ty lˈɛm ?","peuty, sayayl tohohh- play, mohohh- dayayr pohohrkwa ty laym ?",Peux-tu is /pø ty/; remove stress/hyphen artifacts.,/pø ty sil tə plɛ mə diʁ puʁkwa ty lɛm/,peu tü seel tuh pleh muh deer poor-kwa tü lem
720,REPAIR,"Pourrais-tu m'indiquer ta taille et ton poids, je te prie ?",Could you please tell me your height and weight?,"puʁˈɛty mɛ̃dikˈe ta- tˈaj e tɔ̃ pwˈa, ʒə- tə- pʁˈi ?","pohohrayty mayayndayaykay ta- tay ay tohn pwa, zhohohh- tohohh- prayay ?",Pourrais-tu is /puʁɛ ty/; remove artifacts and mark m'indiquer/ton nasal.,/puʁɛ ty mɛ̃dike ta taj e tɔ̃ pwa ʒə tə pʁi/,poo-reh tü mehn-dee-kay tah tahy ay tohn pwa zhuh tuh pree
721,REPAIR,"Pourriez-vous envoyer quelqu'un à l'étage pour mes bagages, je vous prie ?","Could you send someone up for my bags, please?","puʁjˈevuz ɑ̃vwajˈe kɛlkˌœ̃ a letˈaʒ puʁ me- baɡˈaʒ, ʒə- vu pʁˈi ?","pohohryayvohohz anvwayay kaylkohohn a laytazh pohohr may- bagazh, zhohohh- vohoh prayay ?",Keep natural /z/ from inverted subject vous before vowel-initial envoyer; remove artifacts and mark nasal vowels.,/puʁje vu zɑ̃vwaje kɛlkœ̃ a letaʒ puʁ me baɡaʒ ʒə vu pʁi/,poor-yay voo zahn-vwah-yay kel-kuhn ah lay-tazh poor may bah-gazh zhuh voo pree
722,REPAIR,Tu peux me montrer comment on se sert d'un tuba ?,Could you show me how to use a snorkel?,ty pˈø mə- mɔ̃tʁˈe kɔmˌɑ̃ ɔ̃ sə- sˈɛʁ dœ̃ tybˈa ?,ty peu mohohh- mohntray kohman ohn sohohh- sayr dohohn tyba ?,Remove artifacts; montrer/comment/on/un are nasal and tuba uses French /y/.,/ty pø mə mɔ̃tʁe kɔmɑ̃ ɔ̃ sə sɛʁ dœ̃ tyba/,tü peu muh mohn-tray koh-mahn ohn suh sehr duhn tü-bah
723,REPAIR,Pouvez-vous me montrer comment utiliser cette pompe ?,Can you show me how to use this pump?,puvˈevu mə- mɔ̃tʁˈe kɔmˌɑ̃ ytilizˈe sɛt pˈɔ̃p ?,pohohvayvohoh mohohh- mohntray kohman ytayaylayayzay sayt pohnp ?,Pouvez-vous is /puve vu/; remove artifacts and mark nasal vowels.,/puve vu mə mɔ̃tʁe kɔmɑ̃ ytilize sɛt pɔ̃p/,poo-vay voo muh mohn-tray koh-mahn ü-tee-lee-zay set pohnp
724,REPAIR,Pouvez-vous m'apprendre à jouer du piano ?,Can you teach me how to play the piano?,puvˈevu mapʁˈɑ̃dʁ a ʒwˈe dy- pjanˈo ?,pohohvayvohoh maprandr a zhway dy- pyanoh ?,Pouvez-vous is /puve vu/; remove artifacts and mark apprendre nasal.,/puve vu mapʁɑ̃dʁ a ʒwe dy pjano/,poo-vay voo mah-prahn-dr ah zhway dü pyah-noh
725,REPAIR,Pourriez-vous m'indiquer comment ajuster le niveau sonore ?,Could you tell me how to adjust the volume?,puʁjˈevu mɛ̃dikˈe kɔmˌɑ̃ aʒystˈe lə- nivˈo sonˈɔʁ ?,pohohryayvohoh mayayndayaykay kohman azhystay lohohh- nayayvoh sohnohr ?,Pourriez-vous is /puʁje vu/; remove artifacts and normalize sonore /sɔnɔʁ/.,/puʁje vu mɛ̃dike kɔmɑ̃ aʒyste lə nivo sɔnɔʁ/,poor-yay voo mehn-dee-kay koh-mahn ah-zhüs-tay luh nee-voh saw-nawr
726,REPAIR,Pouvez-vous me dire comment utiliser le téléphone ?,Can you tell me how to use the telephone?,puvˈevu mə- dˈiʁ kɔmˌɑ̃ ytilizˈe lə- telefˈɔn ?,pohohvayvohoh mohohh- dayayr kohman ytayaylayayzay lohohh- taylayfohn ?,Pouvez-vous is /puve vu/; remove artifacts and distinguish French /y/.,/puve vu mə diʁ kɔmɑ̃ ytilize lə telefɔn/,poo-vay voo muh deer koh-mahn ü-tee-lee-zay luh tay-lay-fawn
727,REPAIR,"Pourriez-vous m’indiquer le mot de passe du wifi, je vous prie ?","Could you tell me the Wi-Fi password, please?","puʁjˈevu mɛ̃dikˈe lə- mˈo də- pˈas dy- (en)wˈaɪfaɪ(fr), ʒə- vu pʁˈi ?","pohohryayvohoh mayayndayaykay lohohh- moh dohohh- pas dy- (ayn)waayayfaayay(fr), zhohohh- vohoh prayay ?",Machine output contains English language tags for wifi. French wifi is commonly /wifi/; pourriez-vous is /puʁje vu/.,/puʁje vu mɛ̃dike lə mo də pas dy wifi ʒə vu pʁi/,poor-yay voo mehn-dee-kay luh moh duh pahs dü wee-fee zhuh voo pree
728,REPAIR,Pouvez-vous m'indiquer la direction du port ?,Can you tell me the way to the port?,puvˈevu mɛ̃dikˈe la- diʁɛksjˈɔ̃ dy- pˈɔʁ ?,pohohvayvohoh mayayndayaykay la- dayayrayksyohn dy- pohr ?,Pouvez-vous is /puve vu/; remove artifacts and mark direction nasal.,/puve vu mɛ̃dike la diʁɛksjɔ̃ dy pɔʁ/,poo-vay voo mehn-dee-kay lah dee-rek-syohn dü pawr
729,REPAIR,Pouvez-vous m'indiquer le chemin jusqu'à la gare ?,Can you tell me the way to the station?,puvˈevu mɛ̃dikˈe lə- ʃəmˈɛ̃ ʒyska la- ɡˈaʁ ?,pohohvayvohoh mayayndayaykay lohohh- shohohhmayayn zhyska la- gar ?,Pouvez-vous is /puve vu/; remove artifacts and mark chemin nasal.,/puve vu mɛ̃dike lə ʃəmɛ̃ ʒyska la ɡaʁ/,poo-vay voo mehn-dee-kay luh shuh-mehn zhüs-kah lah gahr
730,REPAIR,Peux-tu m'indiquer la direction à prendre ?,Can you tell me which way I should go?,pˈøty mɛ̃dikˈe la- diʁɛksjˈɔ̃ a pʁˈɑ̃dʁ ?,peuty mayayndayaykay la- dayayrayksyohn a prandr ?,Peux-tu is /pø ty/; remove artifacts and mark nasal vowels.,/pø ty mɛ̃dike la diʁɛksjɔ̃ a pʁɑ̃dʁ/,peu tü mehn-dee-kay lah dee-rek-syohn ah prahn-dr
731,REPAIR,Pourriez-vous vérifier que votre ordinateur est bien branché ?,Could you verify that your computer is plugged in?,puʁjˈevu veʁifjˈe kə votʁ ɔʁdinatˈœʁ ɛ bjˈɛ̃ bʁɑ̃ʃˈe ?,pohohryayvohoh vayrayayfyay kohohh vohtr ohrdayaynateur ay byayayn branshay ?,Pourriez-vous is /puʁje vu/; correct votre /vɔtʁ/ and remove artifacts.,/puʁje vu veʁifje kə vɔtʁ ɔʁdinatœʁ ɛ bjɛ̃ bʁɑ̃ʃe/,poor-yay voo vay-ree-fyay kuh vawtr awr-dee-nah-tuhr eh byehn brahn-shay
732,REPAIR,Ai-je bien vu ce que j'ai vu ?,Did I really see what I saw?,ɛʒ bjˈɛ̃ vˈy sə- kə ʒe vˈy ?,ayzh byayayn vy sohohh- kohohh zhay vy ?,Remove artifacts; vu uses French /y/ and bien is nasal.,/ɛʒ bjɛ̃ vy sə kə ʒe vy/,ehzh byehn vü suh kuh zhay vü
733,REPAIR,Je t'ai dit à quel point tu étais belle ce soir ?,Did I tell you how beautiful you looked tonight?,ʒə- te dˈi a kɛl pwˌɛ̃ ty etˈɛ bˈɛl sə- swˈaʁ ?,zhohohh- tay dayay a kayl pwayayn ty aytay bayl sohohh- swar ?,Remove artifacts; point is nasal and belle /bɛl/.,/ʒə te di a kɛl pwɛ̃ ty etɛ bɛl sə swaʁ/,zhuh tay dee ah kel pwehn tü ay-teh bel suh swar
734,REPAIR,Tu es venu en train ou en bus ?,Did you come by train or by bus?,ty ɛ vənˈy ɑ̃ tʁˈɛ̃ u ɑ̃ bˈys ?,ty ay vohohhny an trayayn ohoh an bys ?,Remove artificial stresses; venu/bus use French /y/ and en/train are nasal.,/ty ɛ vəny ɑ̃ tʁɛ̃ u ɑ̃ bys/,tü eh vuh-nü ahn trehn oo ahn büs
735,REPAIR,L'avez-vous fait délibérément ?,Did you do that deliberately?,lavˈevu fˈɛ delibeʁemˈɑ̃ ?,lavayvohoh fay daylayaybayrayman ?,L'avez-vous is /lave vu/ without /z/ liaison; remove artifacts.,/lave vu fɛ delibeʁemɑ̃/,lah-vay voo feh day-lee-bay-ray-mahn
736,REPAIR,As-tu découvert à quelle heure commence la réunion ?,Did you find out what time the meeting starts?,atˈy dekuvˈɛʁ a kɛl ˈœʁ kɔmˈɑ̃s la- ʁeynjˈɔ̃ ?,aty daykohohvayr a kayl eur kohmans la- rayynyohn ?,As-tu is /a ty/; remove artifacts and mark commence/réunion appropriately.,/a ty dekuvɛʁ a kɛl œʁ kɔmɑ̃s la ʁeynjɔ̃/,ah tü day-koo-vehr ah kel uhr koh-mahns lah ray-ü-nyohn
737,REPAIR,Vous êtes arrivées en bus ou en train ?,Did you get here by bus or by train?,vuz ɛtz aʁivˈez ɑ̃ bˈys u ɑ̃ tʁˈɛ̃ ?,vohohz aytz arayayvayz an bys ohoh an trayayn ?,Keep vous êtes /vu zɛt/ but remove false extra /z/ after êtes and after participle arrivées; remove artifacts.,/vu zɛt aʁive ɑ̃ bys u ɑ̃ tʁɛ̃/,voo zet ah-ree-vay ahn büs oo ahn trehn
738,REPAIR,Es-tu allé à ton cours de danse cet après-midi ?,Did you go to your dance class this afternoon?,ɛty alˈe a tɔ̃ kˈuʁ də- dˈɑ̃s sɛt apʁˌɛmidˈi ?,ayty alay a tohn kohohr dohohh- dans sayt apraymayaydayay ?,Remove artifacts; ton/danse are nasal.,/ɛ ty ale a tɔ̃ kuʁ də dɑ̃s sɛt apʁɛmidi/,eh tü ah-lay ah tohn koor duh dahns set ah-preh-mee-dee
739,REPAIR,Vous êtes-vous bien amusés à la fête ?,Did you have a good time at the party?,vuz ɛtvu bjˈɛ̃n amyzˈez a la- fˈɛt ?,vohohz aytvohoh byayaynn amyzayz a la- fayt ?,Keep vous êtes /vu zɛt/ and common /n/ in bien amusés; remove false /z/ after amusés before à.,/vu zɛt vu bjɛ̃ namyze a la fɛt/,voo zet voo byehn nah-mü-zay ah lah fet
740,REPAIR,Tu avais quelque chose à nous dire ?,Did you have something you wanted to tell us?,ty avˈɛ kˌɛlkə ʃˈɔz a nu dˈiʁ ?,ty avay kaylkohohh shohz a nohoh dayayr ?,Normalize quelque /kɛlk/ and chose /ʃoz/; remove artificial stresses.,/ty avɛ kɛlk ʃoz a nu diʁ/,tü ah-veh kelk shohz ah noo deer
741,REPAIR,Savais-tu qu'elle sait bien faire le café ?,Did you know she is good at making coffee?,savˈɛty kɛl sˈɛ bjˈɛ̃ fˈɛʁ lə- kafˈe ?,savayty kayl say byayayn fayr lohohh- kafay ?,Savais-tu is /savɛ ty/; remove artifacts and mark bien nasal.,/savɛ ty kɛl sɛ bjɛ̃ fɛʁ lə kafe/,sah-veh tü kel seh byehn fehr luh kah-fay
742,REPAIR,Tu pensais vraiment que je n'apprendrais pas la vérité ?,Did you really think I wouldn't learn the truth?,ty pɑ̃sˈɛ vʁɛmˈɑ̃ kə ʒə- napʁɑ̃dʁˈɛ pa la- veʁitˈe ?,ty pansay vrayman kohohh zhohohh- naprandray pa la- vayrayaytay ?,Remove artifacts; pensais/vraiment/apprendrais are nasal.,/ty pɑ̃sɛ vʁɛmɑ̃ kə ʒə napʁɑ̃dʁɛ pa la veʁite/,tü pahn-seh vreh-mahn kuh zhuh nah-prahn-dreh pah lah vay-ree-tay
743,REPAIR,As-tu dit à ta sœur de m'inviter ?,Did you tell your sister to invite me?,atˈy dˈi a ta- sˈœʁ də- mɛ̃vitˈe ?,aty dayay a ta- seur dohohh- mayaynvayaytay ?,As-tu is /a ty/; remove artifacts and mark m'inviter nasal.,/a ty di a ta sœʁ də mɛ̃vite/,ah tü dee ah tah suhr duh mehn-vee-tay
744,REPAIR,Vous pensiez vous en tirer comme ça ?,Did you think you would get away with it?,vu pɑ̃sjˈe vuz ɑ̃ tiʁˈe kɔm sˈa ?,vohoh pansyay vohohz an tayayray kohm sa ?,Keep /z/ in reflexive/clitic sequence vous en; remove artificial stresses.,/vu pɑ̃sje vu zɑ̃ tiʁe kɔm sa/,voo pahn-syay voo zahn tee-ray kom sah
745,REPAIR,Ne t'ai-je pas dit de ne plus faire ça ?,Didn't I tell you not to do that anymore?,nə- tɛʒ pa dˈi də- nə- ply fˈɛʁ sˈa ?,nohohh- tayzh pa dayay dohohh- nohohh- ply fayr sa ?,Remove stress/hyphen artifacts; negative plus is /ply/.,/nə tɛʒ pa di də nə ply fɛʁ sa/,nuh tehzh pah dee duh nuh plü fehr sah
746,REPAIR,Ta mère ne t'a-t-elle pas enseigné à dire merci ?,Didn't your mother teach you to say thank you?,ta- mˈɛʁ nə- tatɛl paz ɑ̃sɛnjˈe a dˈiʁ mɛʁsˈi ?,ta- mayr nohohh- tatayl paz ansaynyay a dayayr mayrsayay ?,T'a-t-elle is /ta tɛl/; normalize everyday form without optional /z/ after pas and use /ɲ/ in enseigné.,/ta mɛʁ nə ta tɛl pa ɑ̃sɛɲe a diʁ mɛʁsi/,tah mehr nuh tah tel pah ahn-seh-nyay ah deer mehr-see
747,REPAIR,Dois-je vous le clarifier ?,Do I have to clarify it for you?,dwˈaʒ vu lə- klaʁifjˈe ?,dwazh vohoh lohohh- klarayayfyay ?,Remove stress/hyphen artifacts; clarifier retains /j/ glide.,/dwaʒ vu lə klaʁifje/,dwazh voo luh klah-ree-fyay
748,REPAIR,"Dois-je ôter mes chaussures, ici ?",Do I have to take off my shoes here?,"dwˈaʒ otˈe me- ʃosˈyʁ, isˈi ?","dwazh ohtay may- shohsyr, ayaysayay ?",Remove artifacts; chaussures contains French /y/.,/dwaʒ ote me ʃosyʁ isi/,dwazh oh-tay may shoh-sür ee-see
749,REPAIR,Dois-je porter une cravate au travail ?,Do I have to wear a tie at work?,dwˈaʒ pɔʁtˈe yn kʁavˈat o tʁavˈaj ?,dwazh pohrtay yn kravat oh travay ?,Remove artificial stresses.,/dwaʒ pɔʁte yn kʁavat o tʁavaj/,dwazh pawr-tay ün krah-vaht oh trah-vahy
750,REPAIR,Avons-nous le temps pour un café ?,Do we have time for a cup of coffee?,avˈɔ̃nu lə- tˈɑ̃ puʁ œ̃ kafˈe ?,avohnnohoh lohohh- tan pohohr ohohn kafay ?,Avons-nous is /avɔ̃ nu/; remove artifacts and mark nasal vowels.,/avɔ̃ nu lə tɑ̃ puʁ œ̃ kafe/,ah-vohn noo luh tahn poor uhn kah-fay
