Front,Back
avenir,"Rank: 1017

Meaning: future

Part of speech: noun

Frequency evidence: 60.073000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
commander,"Rank: 1018

Meaning: to order (ask for a product); to order (tell someone to do something)

Part of speech: verb

Frequency evidence: 60.029000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
occasion,"Rank: 1019

Meaning: cause; bargain, good deal; occasion, opportunity

Part of speech: noun

Frequency evidence: 59.997000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
voisin,"Rank: 1020

Meaning: similar; neighbour, neighbor; neighbouring, neighboring

Part of speech: adjective / noun

Frequency evidence: 59.962000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
cour,"Rank: 1021

Meaning: court; backyard; following (of a celebrity etc.)

Part of speech: noun

Frequency evidence: 59.867000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
moquer,"Rank: 1022

Meaning: to mock; to make fun (of someone); to be indifferent; to not care (about something)

Part of speech: verb

Frequency evidence: 59.814000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
glace,"Rank: 1023

Meaning: ice; glass; mirror

Part of speech: noun

Frequency evidence: 59.579000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
accuser,"Rank: 1024

Meaning: to accuse; to find fault with; to show; to reveal

Part of speech: verb

Frequency evidence: 59.466000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
avouer,"Rank: 1025

Meaning: to avow; to approve; to confess

Part of speech: verb

Frequency evidence: 59.067000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
concentrer,"Rank: 1026

Meaning: to concentrate

Part of speech: verb

Frequency evidence: 58.999000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
village,"Rank: 1027

Meaning: village; town, city

Part of speech: noun

Frequency evidence: 58.936000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
concerner,"Rank: 1028

Meaning: to concern (be concerned with, be associated with)

Part of speech: verb

Frequency evidence: 58.880000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
solution,"Rank: 1029

Meaning: solution

Part of speech: noun

Frequency evidence: 58.854000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
organiser,"Rank: 1030

Meaning: to organise; to plan an event; to organise; to put something in a specific order

Part of speech: verb

Frequency evidence: 58.724000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
sol,"Rank: 1031

Meaning: floor; ground; soil, earth

Part of speech: noun

Frequency evidence: 58.718000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
certainement,"Rank: 1032

Meaning: certainly (with certainty, without doubt); probably (very likely, although not entirely sure)

Part of speech: adverb

Frequency evidence: 58.715000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
fric,"Rank: 1033

Meaning: dosh, dough, bread (money)

Part of speech: noun

Frequency evidence: 58.680000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
spectacle,"Rank: 1034

Meaning: a sight, a showing, a display; a show, a spectacle, a performance, a concert

Part of speech: noun

Frequency evidence: 58.671000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
couple,"Rank: 1035

Meaning: an ordered pair; a pair of something; a force couple; a pure moment

Part of speech: noun

Frequency evidence: 58.475000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
respect,"Rank: 1036

Meaning: respect

Part of speech: noun

Frequency evidence: 58.231000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
contrat,"Rank: 1037

Meaning: contract

Part of speech: noun

Frequency evidence: 58.196000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
lien,"Rank: 1038

Meaning: link; tie, bond

Part of speech: noun

Frequency evidence: 57.987000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
considérer,"Rank: 1039

Meaning: to consider (to look at); to consider, to think of; to consider (to think about)

Part of speech: verb

Frequency evidence: 57.940000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
oiseau,"Rank: 1040

Meaning: bird

Part of speech: noun

Frequency evidence: 57.874000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
renvoyer,"Rank: 1041

Meaning: to echo (of sound, to come back); to refer (somebody to something); to fire, dismiss, expel a student

Part of speech: verb

Frequency evidence: 57.850000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
marié,"Rank: 1042

Meaning: married; groom (husband to be)

Part of speech: adjective / noun

Frequency evidence: 57.849000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
énerver,"Rank: 1043

Meaning: to be excited; to unnerve, to make nervous; to vex, to get on one's nerves

Part of speech: verb

Frequency evidence: 57.845000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
info,"Rank: 1044

Meaning: contraction of information; contraction of informatique

Part of speech: noun

Frequency evidence: 57.718000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
couteau,"Rank: 1045

Meaning: knife; razor clam; any bivalve in the genus Solen

Part of speech: noun

Frequency evidence: 57.500000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
réalité,"Rank: 1046

Meaning: reality; actuality; truth; realia, entity in the world

Part of speech: noun

Frequency evidence: 57.484000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
importance,"Rank: 1047

Meaning: importance; significance

Part of speech: noun

Frequency evidence: 57.399000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
partenaire,"Rank: 1048

Meaning: partner

Part of speech: noun

Frequency evidence: 57.291000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
français,"Rank: 1049

Meaning: French; Franco-American or Francophone

Part of speech: adjective / noun

Frequency evidence: 57.067000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
maladie,"Rank: 1050

Meaning: illness, disease

Part of speech: noun

Frequency evidence: 57.057000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
annuler,"Rank: 1051

Meaning: to cancel (to invalidate, to annul)

Part of speech: verb

Frequency evidence: 56.983000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
piste,"Rank: 1052

Meaning: piste; runway; racecourse

Part of speech: noun

Frequency evidence: 56.965000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
frais,"Rank: 1053

Meaning: cost, charge; fresh (well-rested); fresh, recent (just happened)

Part of speech: adjective / noun

Frequency evidence: 56.810000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
taper,"Rank: 1054

Meaning: to put up with; to fuck (have sex); to slap, knock, beat

Part of speech: verb

Frequency evidence: 56.787000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
rechercher,"Rank: 1055

Meaning: to search for, seek, to look for; to search again, to look for again

Part of speech: verb

Frequency evidence: 56.636000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
déposer,"Rank: 1056

Meaning: to deposit (money); to drop off (someone); to put down (set down), lay down

Part of speech: verb

Frequency evidence: 56.626000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
juger,"Rank: 1057

Meaning: to judge, to try; to judge, to deem

Part of speech: verb

Frequency evidence: 56.614000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
faible,"Rank: 1058

Meaning: weak; low, small (amount, degree, percentage)

Part of speech: adjective / noun

Frequency evidence: 56.434000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
pression,"Rank: 1059

Meaning: pressure; popper (UK), snap (US) (fastener)

Part of speech: noun

Frequency evidence: 56.281000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
salope,"Rank: 1060

Meaning: slovenly woman; bitch (mean woman); slut (promiscuous woman)

Part of speech: noun

Frequency evidence: 56.222000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
fil,"Rank: 1061

Meaning: yarn, thread, wire; grain (of wood etc.); edge (of blade, razor etc.)

Part of speech: noun

Frequency evidence: 56.177000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
éloigner,"Rank: 1062

Meaning: to remove; to distance, to draw or pull away from; to distance oneself, to pull oneself away from

Part of speech: verb

Frequency evidence: 55.929000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
produire,"Rank: 1063

Meaning: to produce, to yield; to perform (of a singer, etc.); to happen, take place (of an event)

Part of speech: verb

Frequency evidence: 55.888000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
éteindre,"Rank: 1064

Meaning: to die out, fade; to put out, to extinguish (a fire); to turn off (a switch, device, etc.)

Part of speech: verb

Frequency evidence: 55.833000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
sortie,"Rank: 1065

Meaning: exit; way out; act of exiting; output; connector

Part of speech: noun

Frequency evidence: 55.791000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
refaire,"Rank: 1066

Meaning: to get reaccustomed to; to freshen up, to recuperate; to redo, to do over, to do again, to repeat

Part of speech: verb

Frequency evidence: 55.562000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
suivant,"Rank: 1067

Meaning: next, following; follower, attendant

Part of speech: adjective / noun

Frequency evidence: 55.487000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
justice,"Rank: 1068

Meaning: justice

Part of speech: noun

Frequency evidence: 55.409000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
entrée,"Rank: 1069

Meaning: ticket; mudroom; entrance, way in

Part of speech: noun

Frequency evidence: 55.393000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
énergie,"Rank: 1070

Meaning: energy, motivation; energy (quantity that denotes the ability to do work)

Part of speech: noun

Frequency evidence: 55.364000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
sexuel,"Rank: 1071

Meaning: sexual

Part of speech: adjective

Frequency evidence: 55.319000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
vert,"Rank: 1072

Meaning: green

Part of speech: adjective / noun

Frequency evidence: 55.317000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
cible,"Rank: 1073

Meaning: target; aim, goal

Part of speech: noun

Frequency evidence: 55.300000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
fantôme,"Rank: 1074

Meaning: ghost

Part of speech: noun

Frequency evidence: 55.282000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
espace,"Rank: 1075

Meaning: space

Part of speech: noun

Frequency evidence: 55.262000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
unité,"Rank: 1076

Meaning: unit; ones (in arithmetic)

Part of speech: noun

Frequency evidence: 55.231000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
vacance,"Rank: 1077

Meaning: vacancy; holidays, vacation

Part of speech: noun

Frequency evidence: 55.228000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
entraîner,"Rank: 1078

Meaning: to drag (along); to coach, to train; to carry, pull, drive

Part of speech: verb

Frequency evidence: 55.221000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
intention,"Rank: 1079

Meaning: intention

Part of speech: noun

Frequency evidence: 55.010000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
sexy,"Rank: 1080

Meaning: sexy

Part of speech: adjective

Frequency evidence: 54.987000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
blessure,"Rank: 1081

Meaning: wound; injury

Part of speech: noun

Frequency evidence: 54.936000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
plaindre,"Rank: 1082

Meaning: to pity; to complain

Part of speech: verb

Frequency evidence: 54.908000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
gâcher,"Rank: 1083

Meaning: to mess up, botch, bungle; to ruin, spoil, mar, wreck, waste

Part of speech: verb

Frequency evidence: 54.872000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
vent,"Rank: 1084

Meaning: wind; flatulence; empty words, hot air

Part of speech: noun

Frequency evidence: 54.835000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
représenter,"Rank: 1085

Meaning: to represent (to show, as a replacement); to represent (to be the representative of); to represent; to re-present; to present again

Part of speech: verb

Frequency evidence: 54.831000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
costume,"Rank: 1086

Meaning: a suit worn by a man; an outfit or a disguise worn as fancy dress; a set of clothes appropriate for a particular occasion or task

Part of speech: noun

Frequency evidence: 54.829000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
contacter,"Rank: 1087

Meaning: to contact (all senses)

Part of speech: verb

Frequency evidence: 54.773000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
bouteille,"Rank: 1088

Meaning: alcohol; experience; bottle (container, typically made of glass or plastic and having a tapered neck, used primarily for holding liquids)

Part of speech: noun

Frequency evidence: 54.605000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
conseiller,"Rank: 1089

Meaning: to advise; to counsel; counsellor, advisor

Part of speech: noun / verb

Frequency evidence: 54.579000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
finalement,"Rank: 1090

Meaning: finally; last; lastly; finally; eventually; after all

Part of speech: adverb

Frequency evidence: 54.478000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
stop,"Rank: 1091

Meaning: stop sign; hitchhiking; brake lights; stop lights

Part of speech: noun

Frequency evidence: 54.468000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
série,"Rank: 1092

Meaning: series; serial, television program in installments

Part of speech: noun

Frequency evidence: 54.446000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
rouler,"Rank: 1093

Meaning: to roll; to revolve; to dupe, to trick

Part of speech: verb

Frequency evidence: 54.438000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
dépendre,"Rank: 1094

Meaning: to unhang; to remove from a gallows; to belong to, to be part of

Part of speech: verb

Frequency evidence: 54.405000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
crise,"Rank: 1095

Meaning: crisis; attack, fit; tantrum, scene, fit of anger

Part of speech: noun

Frequency evidence: 54.386000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
nouvelle,"Rank: 1096

Meaning: novella, short story; news, a piece of information

Part of speech: noun

Frequency evidence: 54.383000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
voie,"Rank: 1097

Meaning: way, track; lane (of a highway); calling, path in life

Part of speech: noun

Frequency evidence: 54.263000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
transformer,"Rank: 1098

Meaning: to transform

Part of speech: verb

Frequency evidence: 54.165000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
sacré,"Rank: 1099

Meaning: religious; sacred, holy; sacrum, sacral

Part of speech: adjective

Frequency evidence: 54.096000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
différence,"Rank: 1100

Meaning: difference

Part of speech: noun

Frequency evidence: 54.095000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
court,"Rank: 1101

Meaning: court; short

Part of speech: adjective / noun

Frequency evidence: 54.038000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
policier,"Rank: 1102

Meaning: police

Part of speech: adjective / noun

Frequency evidence: 54.021000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
accrocher,"Rank: 1103

Meaning: to cling onto, hold on to; to get hooked, get addicted; to pick up, become attached to

Part of speech: verb

Frequency evidence: 53.991000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
fatiguer,"Rank: 1104

Meaning: to tire; to bore, to annoy; to wear out, to drain

Part of speech: verb

Frequency evidence: 53.985000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
église,"Rank: 1105

Meaning: church

Part of speech: noun

Frequency evidence: 53.950000

Sources:
- Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics
- Verified continuation; passed structural, corpus, lexical, and semantic review gates"
