Front,Back
له,"Rank: 11

Meaning: to him; for him; he has

Part of speech: preposition + attached pronoun (لِ + هُ)

Sources:
- Al-Said (2023), Table 4 — existing rank 11; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden
- Arabic Language Academy in Cairo / Quranic Arabic Corpus grammar recheck — second-pass educator review (2026-08-13)"
أنا,"Rank: 12

Meaning: I

Part of speech: pronoun

Sources:
- Al-Said (2023), Table 4 — existing rank 12; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
عن,"Rank: 13

Meaning: about; from; away from

Part of speech: preposition

Sources:
- Al-Said (2023), Table 4 — existing rank 13; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
ذلك,"Rank: 14

Meaning: that (masculine singular)

Part of speech: demonstrative

Sources:
- Al-Said (2023), Table 4 — existing rank 14; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
مع,"Rank: 15

Meaning: with; together with

Part of speech: noun functioning adverbially (اسم؛ ويكون ظرفًا عند الإضافة)

Sources:
- Al-Said (2023), Table 4 — existing rank 15; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden
- Arabic Language Academy in Cairo, Al-Mu’jam Al-Wasit / grammar recheck — second-pass educator review (2026-08-13)"
به,"Rank: 16

Meaning: with him; by him; with it; by it

Part of speech: preposition + attached pronoun (بِ + هِ)

Sources:
- Al-Said (2023), Table 4 — existing rank 16; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden
- Arabic Language Academy in Cairo / Quranic Arabic Corpus grammar recheck — second-pass educator review (2026-08-13)"
يكون,"Rank: 17

Meaning: is; is being; will be (يكون)

Part of speech: imperfect / present verb

Sources:
- Al-Said (2023), Table 4 — existing rank 17; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
لم,"Rank: 18

Meaning: did not (past negation with the jussive)

Part of speech: particle

Sources:
- Al-Said (2023), Table 4 — existing rank 18; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
أنت,"Rank: 19

Meaning: you (singular; masculine or feminine when unvocalized)

Part of speech: pronoun

Sources:
- Al-Said (2023), Table 4 — existing rank 19; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
هل,"Rank: 20

Meaning: yes/no question particle; is/are/do/does/did...?

Part of speech: interrogative particle

Sources:
- Al-Said (2023), Table 4 — existing rank 20; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
التي,"Rank: 21

Meaning: who; which; that (feminine singular relative pronoun)

Part of speech: relative pronoun (اسم موصول)

Sources:
- Al-Said (2023), Table 4 — existing rank 21; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden
- Arabic Language Academy in Cairo, Al-Mu’jam Al-Wasit / grammar recheck — second-pass educator review (2026-08-13)"
ليس,"Rank: 22

Meaning: is not; are not (ليس, negative copular verb)

Part of speech: negative copular verb

Sources:
- Al-Said (2023), Table 4 — existing rank 22; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
لكن,"Rank: 23

Meaning: but; however (لَكِنْ / لَكِنَّ)

Part of speech: conjunction / particle

Sources:
- Al-Said (2023), Table 4 — existing rank 23; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
كل,"Rank: 24

Meaning: all; every; each; eat! (كُلّ / كُلْ)

Part of speech: noun / imperative verb

Sources:
- Al-Said (2023), Table 4 — existing rank 24; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
هذه,"Rank: 25

Meaning: this (feminine singular)

Part of speech: demonstrative

Sources:
- Al-Said (2023), Table 4 — existing rank 25; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
يا,"Rank: 26

Meaning: O...!; vocative particle

Part of speech: particle

Sources:
- Al-Said (2023), Table 4 — existing rank 26; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
الذي,"Rank: 27

Meaning: who; which; that (masculine singular relative pronoun)

Part of speech: relative pronoun (اسم موصول)

Sources:
- Al-Said (2023), Table 4 — existing rank 27; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden
- Arabic Language Academy in Cairo, Al-Mu’jam Al-Wasit / grammar recheck — second-pass educator review (2026-08-13)"
هو,"Rank: 28

Meaning: he; it (masculine)

Part of speech: pronoun

Sources:
- Al-Said (2023), Table 4 — existing rank 28; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
لقد,"Rank: 29

Meaning: indeed; certainly; already (لَقَدْ)

Part of speech: particle

Sources:
- Al-Said (2023), Table 4 — existing rank 29; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
شيء,"Rank: 30

Meaning: thing; something

Part of speech: noun

Sources:
- Al-Said (2023), Table 4 — existing rank 30; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
ماذا,"Rank: 31

Meaning: what?

Part of speech: interrogative pronoun / interrogative expression

Sources:
- Al-Said (2023), Table 4 — existing rank 31; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
حسنا,"Rank: 32

Meaning: well; okay; fine (حسنًا)

Part of speech: discourse adverb / response expression

Sources:
- Al-Said (2023), Table 4 — existing rank 32; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
يريد,"Rank: 33

Meaning: wants; desires; intends

Part of speech: verb

Sources:
- Al-Said (2023), Table 4 — existing rank 33; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
هنا,"Rank: 34

Meaning: here

Part of speech: demonstrative of place / adverbial deictic (اسم إشارة للمكان القريب)

Sources:
- Al-Said (2023), Table 4 — existing rank 34; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden
- Arabic Language Academy in Cairo, Al-Mu’jam Al-Wasit / grammar recheck — second-pass educator review (2026-08-13)"
قال,"Rank: 35

Meaning: said; told

Part of speech: perfect / past verb

Sources:
- Al-Said (2023), Table 4 — existing rank 35; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
يمكن,"Rank: 36

Meaning: can; is possible; may be possible

Part of speech: imperfect / present verb

Sources:
- Al-Said (2023), Table 4 — existing rank 36; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
بعد,"Rank: 37

Meaning: after; later; afterwards

Part of speech: adverb

Sources:
- Al-Said (2023), Table 4 — existing rank 37; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
أي,"Rank: 38

Meaning: which; any; whichever

Part of speech: noun used interrogatively / conditionally / relatively (أَيٌّ)

Sources:
- Al-Said (2023), Table 4 — existing rank 38; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden
- Arabic Language Academy in Cairo / Quranic Arabic Corpus grammar recheck — second-pass educator review (2026-08-13)"
يعرف,"Rank: 39

Meaning: knows; recognizes; defines/introduces (depending on vocalization)

Part of speech: imperfect / present verb

Sources:
- Al-Said (2023), Table 4 — existing rank 39; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
هناك,"Rank: 40

Meaning: there; over there

Part of speech: demonstrative of place / adverbial deictic (اسم إشارة للمكان البعيد)

Sources:
- Al-Said (2023), Table 4 — existing rank 40; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden
- Arabic Language Academy in Cairo, Al-Mu’jam Al-Wasit / grammar recheck — second-pass educator review (2026-08-13)"
لدى,"Rank: 41

Meaning: with; at; in the possession of

Part of speech: adverb

Sources:
- Al-Said (2023), Table 4 — existing rank 41; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
الآن,"Rank: 42

Meaning: now

Part of speech: adverb

Sources:
- Al-Said (2023), Table 4 — existing rank 42; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
أو,"Rank: 43

Meaning: or

Part of speech: conjunction

Sources:
- Al-Said (2023), Table 4 — existing rank 43; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
إذا,"Rank: 44

Meaning: if; when

Part of speech: adverb

Sources:
- Al-Said (2023), Table 4 — existing rank 44; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
نعم,"Rank: 45

Meaning: yes; indeed

Part of speech: response particle

Sources:
- Al-Said (2023), Table 4 — existing rank 45; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
رئيس,"Rank: 46

Meaning: president; head; chief

Part of speech: noun

Sources:
- Al-Said (2023), Table 4 — existing rank 46; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
عام,"Rank: 47

Meaning: year; general; public (depending on use)

Part of speech: noun / adjective

Sources:
- Al-Said (2023), Table 4 — existing rank 47; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
هي,"Rank: 48

Meaning: she; it (feminine)

Part of speech: pronoun

Sources:
- Al-Said (2023), Table 4 — existing rank 48; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
يوم,"Rank: 49

Meaning: day

Part of speech: noun

Sources:
- Al-Said (2023), Table 4 — existing rank 49; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
سيد,"Rank: 50

Meaning: Mr.; gentleman; master

Part of speech: noun

Sources:
- Al-Said (2023), Table 4 — existing rank 50; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
بين,"Rank: 51

Meaning: between; among; clarified/explained (بَيْن / بَيَّن)

Part of speech: adverb / perfect / past verb

Sources:
- Al-Said (2023), Table 4 — existing rank 51; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
قد,"Rank: 52

Meaning: already; indeed; may; might (قَدْ)

Part of speech: particle

Sources:
- Al-Said (2023), Table 4 — existing rank 52; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
بعض,"Rank: 53

Meaning: some; part of

Part of speech: noun

Sources:
- Al-Said (2023), Table 4 — existing rank 53; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
فقط,"Rank: 54

Meaning: only; just

Part of speech: adverb / restrictive expression

Sources:
- Al-Said (2023), Table 4 — existing rank 54; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden
- Arabic Language Academy in Cairo / Quranic Arabic Corpus grammar recheck — second-pass educator review (2026-08-13)"
لن,"Rank: 55

Meaning: will not

Part of speech: particle

Sources:
- Al-Said (2023), Table 4 — existing rank 55; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
حتى,"Rank: 56

Meaning: until; up to; even; so that

Part of speech: particle / preposition / conjunction

Sources:
- Al-Said (2023), Table 4 — existing rank 56; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden
- Arabic Language Academy in Cairo, Al-Mu’jam Al-Wasit / grammar recheck — second-pass educator review (2026-08-13)"
أمر,"Rank: 57

Meaning: matter; affair; order/command; ordered/commanded

Part of speech: noun / perfect / past verb

Sources:
- Al-Said (2023), Table 4 — existing rank 57; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
عمل,"Rank: 58

Meaning: work; action; worked; functioned

Part of speech: noun / perfect / past verb

Sources:
- Al-Said (2023), Table 4 — existing rank 58; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
يجب,"Rank: 59

Meaning: must; should; is necessary

Part of speech: imperfect / present verb

Sources:
- Al-Said (2023), Table 4 — existing rank 59; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
أحد,"Rank: 60

Meaning: one; someone; anyone

Part of speech: noun

Sources:
- Al-Said (2023), Table 4 — existing rank 60; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
وقت,"Rank: 61

Meaning: time

Part of speech: noun

Sources:
- Al-Said (2023), Table 4 — existing rank 61; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
أجل,"Rank: 62

Meaning: term/appointed time; for the sake of/because of (أَجْل); yes/indeed (أَجَلْ)

Part of speech: noun / adverbial-causal noun / response particle

Sources:
- Al-Said (2023), Table 4 — existing rank 62; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden
- Arabic Language Academy in Cairo / Quranic Arabic Corpus grammar recheck — second-pass educator review (2026-08-13)"
قبل,"Rank: 63

Meaning: before; prior to; earlier

Part of speech: temporal/spatial adverbial noun (ظرف زمان أو مكان)

Sources:
- Al-Said (2023), Table 4 — existing rank 63; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden
- Arabic Language Academy in Cairo, Al-Mu’jam Al-Wasit / grammar recheck — second-pass educator review (2026-08-13)"
خلال,"Rank: 64

Meaning: during; throughout; through

Part of speech: adverb

Sources:
- Al-Said (2023), Table 4 — existing rank 64; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
نفس,"Rank: 65

Meaning: self; same; soul; breath (depending on vocalization)

Part of speech: noun

Sources:
- Al-Said (2023), Table 4 — existing rank 65; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
يفعل,"Rank: 66

Meaning: does; performs

Part of speech: imperfect / present verb

Sources:
- Al-Said (2023), Table 4 — existing rank 66; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
يعتقد,"Rank: 67

Meaning: believes; thinks

Part of speech: imperfect / present verb

Sources:
- Al-Said (2023), Table 4 — existing rank 67; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
يستطيع,"Rank: 68

Meaning: can; is able to

Part of speech: imperfect / present verb

Sources:
- Al-Said (2023), Table 4 — existing rank 68; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
كما,"Rank: 69

Meaning: as; just as; as well as

Part of speech: particle

Sources:
- Al-Said (2023), Table 4 — existing rank 69; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
رجل,"Rank: 70

Meaning: man; leg/foot (depending on vocalization)

Part of speech: noun

Sources:
- Al-Said (2023), Table 4 — existing rank 70; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
عندما,"Rank: 71

Meaning: when

Part of speech: adverb

Sources:
- Al-Said (2023), Table 4 — existing rank 71; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
كيف,"Rank: 72

Meaning: how?

Part of speech: interrogative noun/adverbial (اسم استفهام مبني)

Sources:
- Al-Said (2023), Table 4 — existing rank 72; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden
- Arabic Language Academy in Cairo, Al-Mu’jam Al-Wasit / grammar recheck — second-pass educator review (2026-08-13)"
نحن,"Rank: 73

Meaning: we

Part of speech: pronoun

Sources:
- Al-Said (2023), Table 4 — existing rank 73; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
أول,"Rank: 74

Meaning: first; foremost

Part of speech: elative / ordinal form (اسم تفضيل)

Sources:
- Al-Said (2023), Table 4 — existing rank 74; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden
- Arabic Language Academy in Cairo / Quranic Arabic Corpus grammar recheck — second-pass educator review (2026-08-13)"
جيد,"Rank: 75

Meaning: good; well

Part of speech: adjective

Sources:
- Al-Said (2023), Table 4 — existing rank 75; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
يقول,"Rank: 76

Meaning: says; tells

Part of speech: imperfect / present verb

Sources:
- Al-Said (2023), Table 4 — existing rank 76; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
يرى,"Rank: 77

Meaning: sees; considers

Part of speech: imperfect / present verb

Sources:
- Al-Said (2023), Table 4 — existing rank 77; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
غير,"Rank: 78

Meaning: other than; not; except; changed (غَيْر / غَيَّر)

Part of speech: noun / adjective / perfect / past verb (غَيْر / غَيَّر)

Sources:
- Al-Said (2023), Table 4 — existing rank 78; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden
- Arabic Language Academy in Cairo, Al-Mu’jam Al-Wasit / grammar recheck — second-pass educator review (2026-08-13)"
واحد,"Rank: 79

Meaning: one; single

Part of speech: numeral / quantifying noun

Sources:
- Al-Said (2023), Table 4 — existing rank 79; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
جديد,"Rank: 80

Meaning: new

Part of speech: adjective

Sources:
- Al-Said (2023), Table 4 — existing rank 80; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden"
أكثر,"Rank: 81

Meaning: more; most

Part of speech: elative / comparative form (اسم تفضيل)

Sources:
- Al-Said (2023), Table 4 — existing rank 81; rank/order preserved
- CALIMA-MSA r13 via CAMeL Tools — morphology/root validation; stem-level semantics only
- Learner-safety review — high-risk function words/homographs resolved explicitly; raw analyzer gloss hidden
- Arabic Language Academy in Cairo / Quranic Arabic Corpus grammar recheck — second-pass educator review (2026-08-13)"
